,Path3,Path8,Path14,Path65,Path66
0,9302.67999268,23858.166687,26244.6816406,2876.57165527,0.0
1,8829.05993271,26079.0,25515.5164795,0.0,0.0
2,22201.3997192,37811.5,24965.2211304,0.0,0.0
3,17775.3400574,33456.0,20129.6147766,0.0,0.0
4,11812.6000214,34100.5,18540.709259,0.0,0.0
5,2971.12005234,33263.0,20515.4901733,0.0,0.0
6,17452.2800293,27814.0939941,16771.2828674,0.0,0.0
7,17909.2600708,27472.5,17973.4510803,0.0,0.0
8,17200.3901291,32923.0,20411.1199951,0.0,0.0
9,14981.8799667,34609.5,22071.9572754,1663.18875122,0.0
10,25454.7798157,33640.0,14907.9442139,0.0,0.0
11,17626.3399353,38453.0,13827.7336121,0.0,0.0
12,3498.48003769,39454.0,15365.0936584,0.0,0.0
13,5606.99996948,40708.0,15947.8964233,0.0,0.0
14,16592.9800873,37760.0,16576.5433655,0.0,0.0
15,18499.3999405,38864.0,19848.0978394,0.0,0.0
16,17916.620018,37085.5,20960.4136353,0.0,0.0
17,20226.8598785,35880.666626,19370.9957275,0.0,0.0
18,22273.319622,35555.0,19472.5446777,0.0,0.0
19,14889.3999138,35747.0,21110.9992676,0.0,0.0
20,21692.6603241,34388.0,19730.7439575,0.0,0.0
21,18693.380127,35406.0,20048.2238159,0.0,0.0
22,7422.80008698,41538.0,25477.8598633,0.0,0.0
23,14815.8400307,37804.0,27455.4477539,0.0,0.0
24,16920.4399338,29733.5,21024.6932983,0.0,0.0
25,9547.98003006,32257.5,16638.4427795,0.0,0.0
26,9567.67993164,33282.0,15372.7759705,0.0,0.0
27,10202.1199417,31076.5,15332.3023987,0.0,0.0
28,7731.34004211,34927.0,17533.479126,0.0,0.0
29,7494.96000671,35767.5,15052.2070618,0.0,0.0
30,2869.41995144,39813.0,25055.6367188,0.0,0.0
31,6821.12001801,37394.0,24919.697876,0.0,0.0
32,10408.0999756,37871.0,24074.0093994,0.0,0.0
33,8858.12002563,34483.0,21547.8299561,0.0,0.0
34,10299.4799175,31143.0,23324.7925415,0.0,0.0
35,10997.7999535,31814.0,28451.2248535,0.0,0.0
36,13801.1798077,31435.0,23438.1009521,0.0,0.0
37,11165.1398811,30163.0,20550.2919312,0.0,0.0
38,17007.5299644,25642.0,18948.3189697,0.0,0.0
39,20071.9199219,27740.0,16401.3370056,0.0,0.0
40,21092.3200989,32784.0,24481.3706055,0.0,0.0
41,18140.1323242,33794.666626,26003.9400635,0.0,0.0
42,7616.55996323,36761.5,25261.5040894,0.0,0.0
43,10885.259903,38956.0,25248.6432495,0.0,0.0
44,6820.36000633,38732.0,25176.5927124,0.0,0.0
45,12222.4999218,34509.5,19872.0027161,0.0,0.0
46,0.0,38951.0,20704.1815186,0.0,0.0
47,0.0,38164.5,27008.7662964,0.0,0.0
48,0.0,35034.5,21396.3455811,0.0,0.0
49,0.0,34174.0,21203.7836304,0.0,0.0
50,0.0,37071.333374,25078.5393066,0.0,0.0
51,8253.79989243,36338.5,23948.0081787,0.0,0.0
52,11197.3598976,33748.5939941,19358.9443359,0.0,0.0
53,10012.2401199,37357.3023682,20105.1697998,0.0,0.0
54,0.0,39563.8759766,17264.9828186,0.0,0.0
55,0.0,38555.6778564,17198.5605469,0.0,0.0
56,0.0,30536.5639648,15081.7680054,0.0,0.0
57,5822.41988373,26277.3235474,14532.731781,0.0,0.0
58,764.039997101,31028.5939941,13322.0775146,0.0,0.0
59,3042.74007034,31820.5939941,18134.6608276,0.0,0.0
60,0.0,32620.333374,17222.8806763,0.0,0.0
61,0.0,32321.666626,21119.506958,0.0,0.0
62,0.0,34749.5,20555.4338989,0.0,0.0
63,0.0,21027.0,22656.3496094,0.0,0.0
64,0.0,20318.0,20604.5062256,0.0,0.0
65,0.0,24406.0,20504.807312,0.0,0.0
66,0.0,31750.5939941,18344.8713379,0.0,0.0
67,0.0,30667.0939941,18503.4494629,0.0,0.0
