,Path3,Path8,Path14,Path65,Path66
0,0.0,0.0,0.0,0.0,1294.69614521
1,0.0,0.0,0.0,0.0,1198.71170151
2,0.0,0.0,0.0,0.0,1070.15476334
3,0.0,0.0,0.0,0.0,802.137076673
4,0.0,0.0,0.0,0.0,549.914798309
5,0.0,0.0,0.0,0.0,531.613564831
6,0.0,0.0,0.0,0.0,623.653454581
7,0.0,0.0,0.0,0.0,745.085809088
8,0.0,0.0,0.0,0.0,676.244402278
9,0.0,0.0,0.0,0.0,594.422340728
10,0.0,0.0,0.0,0.0,821.105191028
11,0.0,0.0,0.0,0.0,982.571227196
12,0.0,0.0,0.0,0.0,1057.09900874
13,0.0,0.0,0.0,0.0,1022.16184927
14,0.0,0.0,0.0,0.0,783.862859621
15,0.0,0.0,0.0,0.0,689.951915898
16,0.0,0.0,0.0,0.0,544.504598157
17,0.0,0.0,0.0,0.0,908.730360248
18,0.0,0.0,0.0,0.0,1306.66285569
19,0.0,0.0,0.0,0.0,1751.34941189
20,0.0,0.0,0.0,0.0,1716.03032157
21,0.0,0.0,0.0,0.0,1509.13152728
22,0.0,0.0,0.0,0.0,1356.89462618
23,0.0,0.0,0.0,0.0,1268.68085718
24,0.0,0.0,0.0,262.546210744,1100.19047155
25,0.0,0.0,0.0,104.14208848,933.399304808
26,0.0,0.0,0.0,10.3001507424,1066.2569099
27,0.0,0.0,0.0,15.5227621851,916.299712192
28,0.0,0.0,0.0,20.745374649,738.160647902
29,0.0,0.0,0.0,25.9679860917,743.568279223
30,0.0,0.0,0.0,31.1905975344,807.67978575
31,0.0,0.0,0.0,36.4132089771,828.88076422
32,0.0,0.0,0.0,41.8299477905,937.660736878
33,0.0,0.0,0.0,44.7528162486,1170.32681254
34,0.0,0.0,0.0,49.1763345234,1408.37400461
35,0.0,0.0,0.0,49.8233917179,1648.30210387
36,0.0,0.0,0.0,49.9214306867,1736.52075326
37,0.0,0.0,0.0,50.2116260345,1604.24747512
38,0.0,0.0,0.0,50.2204495417,1464.42690608
39,0.0,0.0,0.0,47.6469266093,1462.30507659
40,0.0,0.0,0.0,45.2547757692,1556.14477146
41,0.0,0.0,0.0,50.2116260345,1388.22814322
42,0.0,0.0,0.0,403.096580322,1755.93149321
43,0.0,0.0,0.0,582.864024144,1986.72229224
44,0.0,0.0,0.0,516.732385437,1935.48053012
45,0.0,0.0,0.0,377.04382289,1877.97050158
46,0.0,0.0,0.0,269.671935751,1675.89554401
47,0.0,0.0,0.0,192.451538426,1200.83520718
48,0.0,0.0,0.0,0.0,830.717795838
49,0.0,0.0,0.0,0.0,809.933978134
50,0.0,0.0,0.0,0.0,690.783637987
51,0.0,0.0,0.0,0.0,632.324184127
52,0.0,0.0,0.0,0.0,569.32202144
53,0.0,0.0,0.0,0.0,628.532667943
54,0.0,0.0,0.0,0.0,912.23984262
55,0.0,0.0,0.0,0.0,900.736719674
56,0.0,0.0,0.0,0.0,912.541497086
57,0.0,0.0,0.0,0.0,977.404833707
58,0.0,0.0,0.0,0.0,1047.52034192
59,0.0,0.0,0.0,0.0,1137.09358175
60,0.0,0.0,0.0,0.0,1168.73867313
61,0.0,0.0,0.0,0.0,1094.18725397
62,0.0,0.0,0.0,0.0,1044.09590252
63,0.0,0.0,0.0,0.0,1009.70398553
64,0.0,0.0,0.0,0.0,856.784127125
65,0.0,0.0,0.0,0.0,789.748701308
66,0.0,0.0,0.0,0.0,1213.27623809
67,0.0,0.0,0.0,0.0,1494.58373896
68,0.0,0.0,0.0,0.0,1641.58396537
69,0.0,0.0,0.0,0.0,1494.04561759
70,0.0,0.0,0.0,0.0,1322.17582714
71,0.0,0.0,0.0,0.0,1045.92077766
72,0.0,0.0,0.0,877.643336274,1066.75972932
73,0.0,0.0,0.0,348.127705677,1072.97556356
74,0.0,0.0,0.0,34.431495454,778.596930766
75,0.0,0.0,0.0,51.889717828,575.451772375
76,0.0,0.0,0.0,69.3479436157,658.125540507
77,0.0,0.0,0.0,86.8061659897,657.943680126
78,0.0,0.0,0.0,104.264388364,965.389034704
79,0.0,0.0,0.0,121.722610738,1227.51543813
80,0.0,0.0,0.0,139.829764943,1480.85589733
81,0.0,0.0,0.0,149.600372631,1611.05202818
82,0.0,0.0,0.0,164.387374605,1446.49210204
83,0.0,0.0,0.0,166.550366916,1465.57196977
84,0.0,0.0,0.0,166.878093023,1477.17080768
85,0.0,0.0,0.0,167.848162302,1502.60501804
86,0.0,0.0,0.0,167.877657651,1506.85306559
87,0.0,0.0,0.0,159.274847327,1401.73631552
88,0.0,0.0,0.0,151.278330302,1323.27449478
89,0.0,0.0,0.0,167.848162302,1347.06935772
90,0.0,0.0,0.0,1347.4771797,1474.25493896
91,0.0,0.0,0.0,1948.40643593,1918.40316966
92,0.0,0.0,0.0,1727.34062103,1953.13740876
93,0.0,0.0,0.0,1260.38763882,1816.40575155
94,0.0,0.0,0.0,901.463314671,1825.36358541
95,0.0,0.0,0.0,643.329834304,1587.45047053
96,0.0,0.0,0.0,37.6064949035,1210.69617745
97,0.0,0.0,0.0,76.3982925415,1222.29354002
98,0.0,0.0,0.0,115.190093994,1136.50125098
99,0.0,0.0,0.0,153.981887817,850.31349599
100,0.0,0.0,0.0,192.773696899,743.470877447
101,0.0,0.0,0.0,231.565490723,905.258892123
102,0.0,0.0,0.0,270.357299805,1309.19979596
103,0.0,0.0,0.0,369.140533447,1627.17827635
104,0.0,0.0,0.0,437.695190429,2069.40843533
105,0.0,0.0,0.0,412.55847168,2067.81797743
106,0.0,0.0,0.0,441.650268554,2002.15226716
107,0.0,0.0,0.0,446.264526367,1945.65435634
108,0.0,0.0,0.0,422.98815918,1944.17346912
109,0.0,0.0,0.0,523.535034179,2003.32208923
110,0.0,0.0,0.0,481.955993652,1898.27452633
111,0.0,0.0,0.0,374.413970947,1889.74089524
112,0.0,0.0,0.0,355.371002197,1898.01013006
113,0.0,0.0,0.0,348.632720947,1973.00043097
