,Path3,Path8,Path14,Path65,Path66
0,8603.63993454,19799.0,18005.967804,0.0,0.0
1,1551.55997849,20509.0,18326.5537872,0.0,0.0
2,0.0,16535.0,12725.184494,0.0,0.0
3,0.0,32486.0,16303.6569519,0.0,0.0
4,0.0,36577.0,19925.2276917,0.0,0.0
5,0.0,35495.0,17482.2706604,0.0,0.0
6,1477.42006683,30572.0,19941.1341858,0.0,0.0
7,0.0,37401.0,26929.6091919,0.0,0.0
8,0.0,36540.0,24361.6185303,0.0,0.0
9,0.0,27973.0,17710.9643555,0.0,0.0
10,0.0,24004.0,11744.4166107,0.0,0.0
11,0.0,24533.0,13237.7597046,0.0,0.0
12,0.0,8994.0,17584.5873718,0.0,0.0
13,0.0,24558.0,17504.6559448,0.0,0.0
14,0.0,29904.0,20889.9337769,0.0,0.0
15,0.0,35931.0,18480.3498535,0.0,0.0
16,0.0,31157.0,19206.1445312,0.0,0.0
17,0.0,28985.0,14723.6024475,0.0,0.0
18,0.0,26792.0,8940.07343292,0.0,0.0
19,0.0,27417.0,840.196975708,0.0,0.0
20,0.0,18405.0,2064.90696716,0.0,0.0
21,0.0,10358.0,2841.79896545,0.0,0.0
22,0.0,8757.0,4181.81308746,0.0,0.0
23,0.0,18684.0,6711.51216125,0.0,0.0
24,0.0,19315.0,1263.6125946,0.0,0.0
25,0.0,23852.0,2738.57071686,0.0,0.0
26,0.0,28939.0,4723.18147278,0.0,0.0
27,0.0,28623.0,12097.0452271,0.0,0.0
28,0.0,20612.0,12973.4659424,0.0,0.0
29,0.0,23463.0,14100.9786072,0.0,0.0
30,0.0,25195.0,10897.6566162,0.0,0.0
31,0.0,18668.0,2971.02383232,0.0,0.0
32,0.0,24520.0,0.0,0.0,0.0
33,0.0,30315.0,0.0,0.0,0.0
34,0.0,35822.0,0.0,0.0,0.0
35,0.0,33137.0,5728.41233826,0.0,0.0
36,0.0,34089.0,8576.08427429,0.0,0.0
37,0.0,29632.0,5114.65769958,0.0,0.0
38,0.0,22786.0,8251.68510437,0.0,0.0
39,0.0,28505.0,10897.3175354,0.0,0.0
40,0.0,29164.0,17558.029541,0.0,0.0
41,0.0,23483.0,16789.918457,0.0,0.0
42,0.0,14008.0,13361.8896484,0.0,0.0
43,0.0,13692.0,14720.0381927,0.0,0.0
44,0.0,23586.0,21608.8228149,0.0,0.0
45,0.0,25904.0,25009.5092163,0.0,0.0
46,0.0,28499.5632324,22607.0548096,0.0,0.0
47,0.0,26116.0,21512.409668,0.0,0.0
48,0.0,29005.0,19639.4038391,0.0,0.0
49,0.0,14134.0,17652.1321411,0.0,0.0
50,0.0,22364.0,26328.3157959,0.0,0.0
51,0.0,24351.0,20239.9108276,0.0,0.0
52,0.0,24948.0,16632.8500671,0.0,0.0
53,0.0,26174.0,17382.1381836,0.0,0.0
54,0.0,23092.0,18174.5531006,0.0,0.0
55,0.0,9372.0,17264.1577759,0.0,0.0
56,0.0,17144.0748901,19305.725769,0.0,0.0
57,0.0,19079.0,21135.2630615,0.0,0.0
58,0.0,28194.0,15066.6746826,0.0,0.0
59,0.0,30171.0,22996.6274414,0.0,0.0
60,0.0,22786.0,22449.067627,0.0,0.0
61,0.0,25022.0,25881.2814941,0.0,0.0
62,0.0,25639.0,19572.6777954,0.0,0.0
63,0.0,19574.0,18712.2106018,0.0,0.0
64,0.0,17195.0,21770.4703369,0.0,0.0
65,0.0,17294.0,16527.0222168,0.0,0.0
66,0.0,19758.0,9562.21330261,0.0,0.0
67,0.0,21248.0,16636.3200989,0.0,0.0
68,0.0,7109.0,5101.05693817,0.0,0.0
69,0.0,20591.0,11868.7343445,0.0,0.0
70,0.0,12728.0,8881.77047729,0.0,0.0
71,0.0,19913.0,15463.7414856,0.0,0.0
72,0.0,20797.0,15223.0007935,0.0,0.0
73,0.0,18763.0,9772.00840759,0.0,0.0
74,0.0,26307.0,16377.7937927,0.0,0.0
75,0.0,28919.0,20752.3872681,0.0,0.0
76,0.0,28252.0,22095.8907776,0.0,0.0
77,0.0,30765.0,24196.6699829,0.0,0.0
78,0.0,32576.0,25187.2922363,0.0,0.0
79,0.0,25583.0,12236.6056519,0.0,0.0
80,0.0,20438.0,4708.15618896,0.0,0.0
81,0.0,17697.0,14330.1816101,0.0,0.0
82,0.0,15394.0,13385.5429535,0.0,0.0
83,0.0,16896.0,10767.7153244,0.0,0.0
84,0.0,22167.0,12197.8519287,0.0,0.0
85,0.0,13525.0,10454.9002533,0.0,0.0
86,0.0,18722.0,6608.01922607,0.0,0.0
87,0.0,20882.0,11214.3164062,0.0,0.0
88,0.0,14458.0,5213.4974823,0.0,0.0
89,0.0,8688.0,3385.10069275,0.0,0.0
90,0.0,2165.0,12944.5372925,0.0,0.0
91,0.0,0.0,5379.99822235,0.0,0.0
92,0.0,2460.0,7779.69484711,0.0,0.0
93,0.0,6933.0,12776.6996155,0.0,0.0
94,0.0,5061.0,8964.25097656,0.0,0.0
95,0.0,6885.0,17648.4827118,0.0,0.0
96,0.0,8839.0,18823.2652283,0.0,0.0
97,0.0,7761.0,19345.6161194,0.0,0.0
98,0.0,0.0,11783.0976257,0.0,0.0
99,0.0,3705.0,13072.4986877,0.0,0.0
100,0.0,6811.0,13058.0931091,0.0,0.0
101,0.0,8876.0,16622.2115173,0.0,0.0
102,0.0,11944.0,26226.6171875,0.0,0.0
103,0.0,15730.0,28861.8197632,0.0,0.0
104,0.0,10726.5635986,21658.4691162,0.0,0.0
105,0.0,10044.0,21638.6511841,0.0,0.0
106,0.0,9854.0,24950.2940063,0.0,0.0
107,0.0,6192.0,20878.9107666,0.0,0.0
108,0.0,10464.0,20587.7668457,0.0,0.0
109,0.0,11333.0,17866.9176025,0.0,0.0
110,0.0,4746.0,17325.3784485,0.0,0.0
111,0.0,11052.0,22072.8990479,0.0,0.0
