,Generator,Time,Value,Zones,Type
4242,KLAMATH_COGEN_ST1,43,0,PNW,Gas
4243,KLAMATH_COGEN_ST1,44,0,PNW,Gas
4244,KLAMATH_COGEN_ST1,45,0,PNW,Gas
4245,KLAMATH_COGEN_ST1,46,0,PNW,Gas
4246,KLAMATH_COGEN_ST1,47,0,PNW,Gas
4247,KLAMATH_COGEN_ST1,48,0,PNW,Gas
4248,MINT_FARM_1STG,25,0,PNW,Gas
4249,MINT_FARM_1STG,26,0,PNW,Gas
4250,MINT_FARM_1STG,27,0,PNW,Gas
4251,MINT_FARM_1STG,28,0,PNW,Gas
4252,MINT_FARM_1STG,29,0,PNW,Gas
4253,MINT_FARM_1STG,30,0,PNW,Gas
4254,MINT_FARM_1STG,31,0,PNW,Gas
4255,MINT_FARM_1STG,32,0,PNW,Gas
4256,MINT_FARM_1STG,33,0,PNW,Gas
4257,MINT_FARM_1STG,34,0,PNW,Gas
4258,MINT_FARM_1STG,35,0,PNW,Gas
4259,MINT_FARM_1STG,36,0,PNW,Gas
4260,MINT_FARM_1STG,37,0,PNW,Gas
4261,MINT_FARM_1STG,38,0,PNW,Gas
4262,MINT_FARM_1STG,39,0,PNW,Gas
4263,MINT_FARM_1STG,40,0,PNW,Gas
4264,MINT_FARM_1STG,41,0,PNW,Gas
4265,MINT_FARM_1STG,42,0,PNW,Gas
4266,MINT_FARM_1STG,43,0,PNW,Gas
4267,MINT_FARM_1STG,44,0,PNW,Gas
4268,MINT_FARM_1STG,45,0,PNW,Gas
4269,MINT_FARM_1STG,46,0,PNW,Gas
4270,MINT_FARM_1STG,47,0,PNW,Gas
4271,MINT_FARM_1STG,48,0,PNW,Gas
4272,OSU_ENERGY_CENTER_STG,25,0,PNW,Gas
4273,OSU_ENERGY_CENTER_STG,26,0,PNW,Gas
4274,OSU_ENERGY_CENTER_STG,27,0,PNW,Gas
4275,OSU_ENERGY_CENTER_STG,28,0,PNW,Gas
4276,OSU_ENERGY_CENTER_STG,29,0,PNW,Gas
4277,OSU_ENERGY_CENTER_STG,30,0,PNW,Gas
4278,OSU_ENERGY_CENTER_STG,31,0,PNW,Gas
4279,OSU_ENERGY_CENTER_STG,32,0,PNW,Gas
4280,OSU_ENERGY_CENTER_STG,33,0,PNW,Gas
4281,OSU_ENERGY_CENTER_STG,34,0,PNW,Gas
4282,OSU_ENERGY_CENTER_STG,35,0,PNW,Gas
4283,OSU_ENERGY_CENTER_STG,36,0,PNW,Gas
4284,OSU_ENERGY_CENTER_STG,37,0,PNW,Gas
4285,OSU_ENERGY_CENTER_STG,38,0,PNW,Gas
4286,OSU_ENERGY_CENTER_STG,39,0,PNW,Gas
4287,OSU_ENERGY_CENTER_STG,40,0,PNW,Gas
4288,OSU_ENERGY_CENTER_STG,41,0,PNW,Gas
4289,OSU_ENERGY_CENTER_STG,42,0,PNW,Gas
4290,OSU_ENERGY_CENTER_STG,43,0,PNW,Gas
4291,OSU_ENERGY_CENTER_STG,44,0,PNW,Gas
4292,OSU_ENERGY_CENTER_STG,45,0,PNW,Gas
4293,OSU_ENERGY_CENTER_STG,46,0,PNW,Gas
4294,OSU_ENERGY_CENTER_STG,47,0,PNW,Gas
4295,OSU_ENERGY_CENTER_STG,48,0,PNW,Gas
4296,ENCOGEN_CTG2,25,0,PNW,Gas
4297,ENCOGEN_CTG2,26,0,PNW,Gas
4298,ENCOGEN_CTG2,27,0,PNW,Gas
4299,ENCOGEN_CTG2,28,0,PNW,Gas
4300,ENCOGEN_CTG2,29,0,PNW,Gas
4301,ENCOGEN_CTG2,30,0,PNW,Gas
4302,ENCOGEN_CTG2,31,0,PNW,Gas
4303,ENCOGEN_CTG2,32,0,PNW,Gas
4304,ENCOGEN_CTG2,33,0,PNW,Gas
4305,ENCOGEN_CTG2,34,0,PNW,Gas
4306,ENCOGEN_CTG2,35,0,PNW,Gas
4307,ENCOGEN_CTG2,36,0,PNW,Gas
4308,ENCOGEN_CTG2,37,0,PNW,Gas
4309,ENCOGEN_CTG2,38,0,PNW,Gas
4310,ENCOGEN_CTG2,39,0,PNW,Gas
4311,ENCOGEN_CTG2,40,0,PNW,Gas
4312,ENCOGEN_CTG2,41,0,PNW,Gas
4313,ENCOGEN_CTG2,42,0,PNW,Gas
4314,ENCOGEN_CTG2,43,0,PNW,Gas
4315,ENCOGEN_CTG2,44,0,PNW,Gas
4316,ENCOGEN_CTG2,45,0,PNW,Gas
4317,ENCOGEN_CTG2,46,0,PNW,Gas
4318,ENCOGEN_CTG2,47,0,PNW,Gas
4319,ENCOGEN_CTG2,48,0,PNW,Gas
4320,ENCOGEN_CTG3,25,0,PNW,Gas
4321,ENCOGEN_CTG3,26,0,PNW,Gas
4322,ENCOGEN_CTG3,27,0,PNW,Gas
4323,ENCOGEN_CTG3,28,0,PNW,Gas
4324,ENCOGEN_CTG3,29,0,PNW,Gas
4325,ENCOGEN_CTG3,30,0,PNW,Gas
4326,ENCOGEN_CTG3,31,0,PNW,Gas
4327,ENCOGEN_CTG3,32,0,PNW,Gas
4328,ENCOGEN_CTG3,33,0,PNW,Gas
4329,ENCOGEN_CTG3,34,0,PNW,Gas
4330,ENCOGEN_CTG3,35,0,PNW,Gas
4331,ENCOGEN_CTG3,36,0,PNW,Gas
4332,ENCOGEN_CTG3,37,0,PNW,Gas
4333,ENCOGEN_CTG3,38,0,PNW,Gas
4334,ENCOGEN_CTG3,39,0,PNW,Gas
4335,ENCOGEN_CTG3,40,0,PNW,Gas
4336,ENCOGEN_CTG3,41,0,PNW,Gas
4337,ENCOGEN_CTG3,42,0,PNW,Gas
4338,ENCOGEN_CTG3,43,0,PNW,Gas
4339,ENCOGEN_CTG3,44,0,PNW,Gas
4340,ENCOGEN_CTG3,45,0,PNW,Gas
4341,ENCOGEN_CTG3,46,0,PNW,Gas
4342,ENCOGEN_CTG3,47,0,PNW,Gas
4343,ENCOGEN_CTG3,48,0,PNW,Gas
4344,ENCOGEN_CTG1,25,0,PNW,Gas
4345,ENCOGEN_CTG1,26,0,PNW,Gas
4346,ENCOGEN_CTG1,27,0,PNW,Gas
4347,ENCOGEN_CTG1,28,0,PNW,Gas
4348,ENCOGEN_CTG1,29,0,PNW,Gas
4349,ENCOGEN_CTG1,30,0,PNW,Gas
4350,ENCOGEN_CTG1,31,0,PNW,Gas
4351,ENCOGEN_CTG1,32,0,PNW,Gas
4352,ENCOGEN_CTG1,33,0,PNW,Gas
4353,ENCOGEN_CTG1,34,0,PNW,Gas
4354,ENCOGEN_CTG1,35,0,PNW,Gas
4355,ENCOGEN_CTG1,36,0,PNW,Gas
4356,ENCOGEN_CTG1,37,0,PNW,Gas
4357,ENCOGEN_CTG1,38,0,PNW,Gas
4358,ENCOGEN_CTG1,39,0,PNW,Gas
4359,ENCOGEN_CTG1,40,0,PNW,Gas
4360,ENCOGEN_CTG1,41,0,PNW,Gas
4361,ENCOGEN_CTG1,42,0,PNW,Gas
4362,ENCOGEN_CTG1,43,0,PNW,Gas
4363,ENCOGEN_CTG1,44,0,PNW,Gas
4364,ENCOGEN_CTG1,45,0,PNW,Gas
4365,ENCOGEN_CTG1,46,0,PNW,Gas
4366,ENCOGEN_CTG1,47,0,PNW,Gas
4367,ENCOGEN_CTG1,48,0,PNW,Gas
4368,HERMISTON_PWR_CTG1,25,0,PNW,Gas
4369,HERMISTON_PWR_CTG1,26,0,PNW,Gas
4370,HERMISTON_PWR_CTG1,27,0,PNW,Gas
4371,HERMISTON_PWR_CTG1,28,0,PNW,Gas
4372,HERMISTON_PWR_CTG1,29,0,PNW,Gas
4373,HERMISTON_PWR_CTG1,30,0,PNW,Gas
4374,HERMISTON_PWR_CTG1,31,0,PNW,Gas
4375,HERMISTON_PWR_CTG1,32,0,PNW,Gas
4376,HERMISTON_PWR_CTG1,33,0,PNW,Gas
4377,HERMISTON_PWR_CTG1,34,0,PNW,Gas
4378,HERMISTON_PWR_CTG1,35,0,PNW,Gas
4379,HERMISTON_PWR_CTG1,36,0,PNW,Gas
4380,HERMISTON_PWR_CTG1,37,0,PNW,Gas
4381,HERMISTON_PWR_CTG1,38,0,PNW,Gas
4382,HERMISTON_PWR_CTG1,39,0,PNW,Gas
4383,HERMISTON_PWR_CTG1,40,0,PNW,Gas
4384,HERMISTON_PWR_CTG1,41,0,PNW,Gas
4385,HERMISTON_PWR_CTG1,42,0,PNW,Gas
4386,HERMISTON_PWR_CTG1,43,0,PNW,Gas
4387,HERMISTON_PWR_CTG1,44,0,PNW,Gas
4388,HERMISTON_PWR_CTG1,45,0,PNW,Gas
4389,HERMISTON_PWR_CTG1,46,0,PNW,Gas
4390,HERMISTON_PWR_CTG1,47,0,PNW,Gas
4391,HERMISTON_PWR_CTG1,48,0,PNW,Gas
4392,HERMISTON_PWR_CTG2,25,0,PNW,Gas
4393,HERMISTON_PWR_CTG2,26,0,PNW,Gas
4394,HERMISTON_PWR_CTG2,27,0,PNW,Gas
4395,HERMISTON_PWR_CTG2,28,0,PNW,Gas
4396,HERMISTON_PWR_CTG2,29,0,PNW,Gas
4397,HERMISTON_PWR_CTG2,30,0,PNW,Gas
4398,HERMISTON_PWR_CTG2,31,0,PNW,Gas
4399,HERMISTON_PWR_CTG2,32,0,PNW,Gas
4400,HERMISTON_PWR_CTG2,33,0,PNW,Gas
4401,HERMISTON_PWR_CTG2,34,0,PNW,Gas
4402,HERMISTON_PWR_CTG2,35,0,PNW,Gas
4403,HERMISTON_PWR_CTG2,36,0,PNW,Gas
4404,HERMISTON_PWR_CTG2,37,0,PNW,Gas
4405,HERMISTON_PWR_CTG2,38,0,PNW,Gas
4406,HERMISTON_PWR_CTG2,39,0,PNW,Gas
4407,HERMISTON_PWR_CTG2,40,0,PNW,Gas
4408,HERMISTON_PWR_CTG2,41,0,PNW,Gas
4409,HERMISTON_PWR_CTG2,42,0,PNW,Gas
4410,HERMISTON_PWR_CTG2,43,0,PNW,Gas
4411,HERMISTON_PWR_CTG2,44,0,PNW,Gas
4412,HERMISTON_PWR_CTG2,45,0,PNW,Gas
4413,HERMISTON_PWR_CTG2,46,0,PNW,Gas
4414,HERMISTON_PWR_CTG2,47,0,PNW,Gas
4415,HERMISTON_PWR_CTG2,48,0,PNW,Gas
4416,RUPERT_1002,25,0,PNW,Gas
4417,RUPERT_1002,26,0,PNW,Gas
4418,RUPERT_1002,27,0,PNW,Gas
4419,RUPERT_1002,28,0,PNW,Gas
4420,RUPERT_1002,29,0,PNW,Gas
4421,RUPERT_1002,30,0,PNW,Gas
4422,RUPERT_1002,31,0,PNW,Gas
4423,RUPERT_1002,32,0,PNW,Gas
4424,RUPERT_1002,33,0,PNW,Gas
4425,RUPERT_1002,34,0,PNW,Gas
4426,RUPERT_1002,35,0,PNW,Gas
4427,RUPERT_1002,36,0,PNW,Gas
4428,RUPERT_1002,37,0,PNW,Gas
4429,RUPERT_1002,38,0,PNW,Gas
4430,RUPERT_1002,39,0,PNW,Gas
4431,RUPERT_1002,40,0,PNW,Gas
4432,RUPERT_1002,41,0,PNW,Gas
4433,RUPERT_1002,42,0,PNW,Gas
4434,RUPERT_1002,43,0,PNW,Gas
4435,RUPERT_1002,44,0,PNW,Gas
4436,RUPERT_1002,45,0,PNW,Gas
4437,RUPERT_1002,46,0,PNW,Gas
4438,RUPERT_1002,47,0,PNW,Gas
4439,RUPERT_1002,48,0,PNW,Gas
4440,BOARDMAN_1,25,0,PNW,Coal
4441,BOARDMAN_1,26,0,PNW,Coal
4442,BOARDMAN_1,27,0,PNW,Coal
4443,BOARDMAN_1,28,0,PNW,Coal
4444,BOARDMAN_1,29,0,PNW,Coal
4445,BOARDMAN_1,30,0,PNW,Coal
4446,BOARDMAN_1,31,0,PNW,Coal
4447,BOARDMAN_1,32,0,PNW,Coal
4448,BOARDMAN_1,33,0,PNW,Coal
4449,BOARDMAN_1,34,0,PNW,Coal
4450,BOARDMAN_1,35,0,PNW,Coal
4451,BOARDMAN_1,36,0,PNW,Coal
4452,BOARDMAN_1,37,0,PNW,Coal
4453,BOARDMAN_1,38,0,PNW,Coal
4454,BOARDMAN_1,39,0,PNW,Coal
4455,BOARDMAN_1,40,0,PNW,Coal
4456,BOARDMAN_1,41,0,PNW,Coal
4457,BOARDMAN_1,42,0,PNW,Coal
4458,BOARDMAN_1,43,0,PNW,Coal
4459,BOARDMAN_1,44,0,PNW,Coal
4460,BOARDMAN_1,45,0,PNW,Coal
4461,BOARDMAN_1,46,0,PNW,Coal
4462,BOARDMAN_1,47,0,PNW,Coal
4463,BOARDMAN_1,48,0,PNW,Coal
4464,FERNDALE_CT1A,25,0,PNW,Gas
4465,FERNDALE_CT1A,26,0,PNW,Gas
4466,FERNDALE_CT1A,27,0,PNW,Gas
4467,FERNDALE_CT1A,28,0,PNW,Gas
4468,FERNDALE_CT1A,29,0,PNW,Gas
4469,FERNDALE_CT1A,30,0,PNW,Gas
4470,FERNDALE_CT1A,31,0,PNW,Gas
4471,FERNDALE_CT1A,32,0,PNW,Gas
4472,FERNDALE_CT1A,33,0,PNW,Gas
4473,FERNDALE_CT1A,34,0,PNW,Gas
4474,FERNDALE_CT1A,35,0,PNW,Gas
4475,FERNDALE_CT1A,36,0,PNW,Gas
4476,FERNDALE_CT1A,37,0,PNW,Gas
4477,FERNDALE_CT1A,38,0,PNW,Gas
4478,FERNDALE_CT1A,39,0,PNW,Gas
4479,FERNDALE_CT1A,40,0,PNW,Gas
4480,FERNDALE_CT1A,41,0,PNW,Gas
4481,FERNDALE_CT1A,42,0,PNW,Gas
4482,FERNDALE_CT1A,43,0,PNW,Gas
4483,FERNDALE_CT1A,44,0,PNW,Gas
4484,FERNDALE_CT1A,45,0,PNW,Gas
4485,FERNDALE_CT1A,46,0,PNW,Gas
4486,FERNDALE_CT1A,47,0,PNW,Gas
4487,FERNDALE_CT1A,48,0,PNW,Gas
4488,GRAYS_HARBOR_CT2,25,0,PNW,Gas
4489,GRAYS_HARBOR_CT2,26,0,PNW,Gas
4490,GRAYS_HARBOR_CT2,27,0,PNW,Gas
4491,GRAYS_HARBOR_CT2,28,0,PNW,Gas
4492,GRAYS_HARBOR_CT2,29,0,PNW,Gas
4493,GRAYS_HARBOR_CT2,30,0,PNW,Gas
4494,GRAYS_HARBOR_CT2,31,0,PNW,Gas
4495,GRAYS_HARBOR_CT2,32,0,PNW,Gas
4496,GRAYS_HARBOR_CT2,33,0,PNW,Gas
4497,GRAYS_HARBOR_CT2,34,0,PNW,Gas
4498,GRAYS_HARBOR_CT2,35,0,PNW,Gas
4499,GRAYS_HARBOR_CT2,36,0,PNW,Gas
4500,GRAYS_HARBOR_CT2,37,0,PNW,Gas
4501,GRAYS_HARBOR_CT2,38,0,PNW,Gas
4502,GRAYS_HARBOR_CT2,39,0,PNW,Gas
4503,GRAYS_HARBOR_CT2,40,0,PNW,Gas
4504,GRAYS_HARBOR_CT2,41,0,PNW,Gas
4505,GRAYS_HARBOR_CT2,42,0,PNW,Gas
4506,GRAYS_HARBOR_CT2,43,0,PNW,Gas
4507,GRAYS_HARBOR_CT2,44,0,PNW,Gas
4508,GRAYS_HARBOR_CT2,45,0,PNW,Gas
4509,GRAYS_HARBOR_CT2,46,0,PNW,Gas
4510,GRAYS_HARBOR_CT2,47,0,PNW,Gas
4511,GRAYS_HARBOR_CT2,48,0,PNW,Gas
4512,GRAYS_HARBOR_CT1,25,0,PNW,Gas
4513,GRAYS_HARBOR_CT1,26,0,PNW,Gas
4514,GRAYS_HARBOR_CT1,27,0,PNW,Gas
4515,GRAYS_HARBOR_CT1,28,0,PNW,Gas
4516,GRAYS_HARBOR_CT1,29,0,PNW,Gas
4517,GRAYS_HARBOR_CT1,30,0,PNW,Gas
4518,GRAYS_HARBOR_CT1,31,0,PNW,Gas
4519,GRAYS_HARBOR_CT1,32,0,PNW,Gas
4520,GRAYS_HARBOR_CT1,33,0,PNW,Gas
4521,GRAYS_HARBOR_CT1,34,0,PNW,Gas
4522,GRAYS_HARBOR_CT1,35,0,PNW,Gas
4523,GRAYS_HARBOR_CT1,36,0,PNW,Gas
4524,GRAYS_HARBOR_CT1,37,0,PNW,Gas
4525,GRAYS_HARBOR_CT1,38,0,PNW,Gas
4526,GRAYS_HARBOR_CT1,39,0,PNW,Gas
4527,GRAYS_HARBOR_CT1,40,0,PNW,Gas
4528,GRAYS_HARBOR_CT1,41,0,PNW,Gas
4529,GRAYS_HARBOR_CT1,42,0,PNW,Gas
4530,GRAYS_HARBOR_CT1,43,0,PNW,Gas
4531,GRAYS_HARBOR_CT1,44,0,PNW,Gas
4532,GRAYS_HARBOR_CT1,45,0,PNW,Gas
4533,GRAYS_HARBOR_CT1,46,0,PNW,Gas
4534,GRAYS_HARBOR_CT1,47,0,PNW,Gas
4535,GRAYS_HARBOR_CT1,48,0,PNW,Gas
4536,FERNDALE_CT1B,25,0,PNW,Gas
4537,FERNDALE_CT1B,26,0,PNW,Gas
4538,FERNDALE_CT1B,27,0,PNW,Gas
4539,FERNDALE_CT1B,28,0,PNW,Gas
4540,FERNDALE_CT1B,29,0,PNW,Gas
4541,FERNDALE_CT1B,30,0,PNW,Gas
4542,FERNDALE_CT1B,31,0,PNW,Gas
4543,FERNDALE_CT1B,32,0,PNW,Gas
4544,FERNDALE_CT1B,33,0,PNW,Gas
4545,FERNDALE_CT1B,34,0,PNW,Gas
4546,FERNDALE_CT1B,35,0,PNW,Gas
4547,FERNDALE_CT1B,36,0,PNW,Gas
4548,FERNDALE_CT1B,37,0,PNW,Gas
4549,FERNDALE_CT1B,38,0,PNW,Gas
4550,FERNDALE_CT1B,39,0,PNW,Gas
4551,FERNDALE_CT1B,40,0,PNW,Gas
4552,FERNDALE_CT1B,41,0,PNW,Gas
4553,FERNDALE_CT1B,42,0,PNW,Gas
4554,FERNDALE_CT1B,43,0,PNW,Gas
4555,FERNDALE_CT1B,44,0,PNW,Gas
4556,FERNDALE_CT1B,45,0,PNW,Gas
4557,FERNDALE_CT1B,46,0,PNW,Gas
4558,FERNDALE_CT1B,47,0,PNW,Gas
4559,FERNDALE_CT1B,48,0,PNW,Gas
4560,SLACK,49,0,PNW,Slack
4561,SLACK,50,0,PNW,Slack
4562,SLACK,51,0,PNW,Slack
4563,SLACK,52,0,PNW,Slack
4564,SLACK,53,0,PNW,Slack
4565,SLACK,54,0,PNW,Slack
4566,SLACK,55,0,PNW,Slack
4567,SLACK,56,0,PNW,Slack
4568,SLACK,57,0,PNW,Slack
4569,SLACK,58,0,PNW,Slack
4570,SLACK,59,0,PNW,Slack
4571,SLACK,60,0,PNW,Slack
4572,SLACK,61,0,PNW,Slack
4573,SLACK,62,0,PNW,Slack
4574,SLACK,63,0,PNW,Slack
4575,SLACK,64,0,PNW,Slack
4576,SLACK,65,0,PNW,Slack
4577,SLACK,66,0,PNW,Slack
4578,SLACK,67,0,PNW,Slack
4579,SLACK,68,0,PNW,Slack
4580,SLACK,69,0,PNW,Slack
4581,SLACK,70,0,PNW,Slack
4582,SLACK,71,0,PNW,Slack
4583,SLACK,72,0,PNW,Slack
4584,GRAYS_HARBOR_ST1,49,0,PNW,Gas
4585,GRAYS_HARBOR_ST1,50,0,PNW,Gas
4586,GRAYS_HARBOR_ST1,51,0,PNW,Gas
4587,GRAYS_HARBOR_ST1,52,0,PNW,Gas
4588,GRAYS_HARBOR_ST1,53,0,PNW,Gas
4589,GRAYS_HARBOR_ST1,54,0,PNW,Gas
4590,GRAYS_HARBOR_ST1,55,0,PNW,Gas
4591,GRAYS_HARBOR_ST1,56,0,PNW,Gas
4592,GRAYS_HARBOR_ST1,57,0,PNW,Gas
4593,GRAYS_HARBOR_ST1,58,0,PNW,Gas
4594,GRAYS_HARBOR_ST1,59,0,PNW,Gas
4595,GRAYS_HARBOR_ST1,60,0,PNW,Gas
4596,GRAYS_HARBOR_ST1,61,0,PNW,Gas
4597,GRAYS_HARBOR_ST1,62,0,PNW,Gas
4598,GRAYS_HARBOR_ST1,63,0,PNW,Gas
4599,GRAYS_HARBOR_ST1,64,0,PNW,Gas
4600,GRAYS_HARBOR_ST1,65,0,PNW,Gas
4601,GRAYS_HARBOR_ST1,66,0,PNW,Gas
4602,GRAYS_HARBOR_ST1,67,0,PNW,Gas
4603,GRAYS_HARBOR_ST1,68,0,PNW,Gas
4604,GRAYS_HARBOR_ST1,69,0,PNW,Gas
4605,GRAYS_HARBOR_ST1,70,0,PNW,Gas
4606,GRAYS_HARBOR_ST1,71,0,PNW,Gas
4607,GRAYS_HARBOR_ST1,72,0,PNW,Gas
4608,FREDERICKSON_PWR_FIST,49,0,PNW,Gas
4609,FREDERICKSON_PWR_FIST,50,0,PNW,Gas
4610,FREDERICKSON_PWR_FIST,51,0,PNW,Gas
4611,FREDERICKSON_PWR_FIST,52,0,PNW,Gas
4612,FREDERICKSON_PWR_FIST,53,0,PNW,Gas
4613,FREDERICKSON_PWR_FIST,54,0,PNW,Gas
4614,FREDERICKSON_PWR_FIST,55,0,PNW,Gas
4615,FREDERICKSON_PWR_FIST,56,0,PNW,Gas
4616,FREDERICKSON_PWR_FIST,57,0,PNW,Gas
4617,FREDERICKSON_PWR_FIST,58,0,PNW,Gas
4618,FREDERICKSON_PWR_FIST,59,0,PNW,Gas
4619,FREDERICKSON_PWR_FIST,60,0,PNW,Gas
4620,FREDERICKSON_PWR_FIST,61,0,PNW,Gas
4621,FREDERICKSON_PWR_FIST,62,0,PNW,Gas
4622,FREDERICKSON_PWR_FIST,63,0,PNW,Gas
4623,FREDERICKSON_PWR_FIST,64,0,PNW,Gas
4624,FREDERICKSON_PWR_FIST,65,0,PNW,Gas
4625,FREDERICKSON_PWR_FIST,66,0,PNW,Gas
4626,FREDERICKSON_PWR_FIST,67,0,PNW,Gas
4627,FREDERICKSON_PWR_FIST,68,0,PNW,Gas
4628,FREDERICKSON_PWR_FIST,69,0,PNW,Gas
4629,FREDERICKSON_PWR_FIST,70,0,PNW,Gas
4630,FREDERICKSON_PWR_FIST,71,0,PNW,Gas
4631,FREDERICKSON_PWR_FIST,72,0,PNW,Gas
4632,COYOTE_SPRINGS_2_GEN_2,49,0,PNW,Gas
4633,COYOTE_SPRINGS_2_GEN_2,50,0,PNW,Gas
4634,COYOTE_SPRINGS_2_GEN_2,51,0,PNW,Gas
4635,COYOTE_SPRINGS_2_GEN_2,52,0,PNW,Gas
4636,COYOTE_SPRINGS_2_GEN_2,53,0,PNW,Gas
4637,COYOTE_SPRINGS_2_GEN_2,54,0,PNW,Gas
4638,COYOTE_SPRINGS_2_GEN_2,55,0,PNW,Gas
4639,COYOTE_SPRINGS_2_GEN_2,56,0,PNW,Gas
4640,COYOTE_SPRINGS_2_GEN_2,57,0,PNW,Gas
4641,COYOTE_SPRINGS_2_GEN_2,58,0,PNW,Gas
4642,COYOTE_SPRINGS_2_GEN_2,59,0,PNW,Gas
4643,COYOTE_SPRINGS_2_GEN_2,60,0,PNW,Gas
4644,COYOTE_SPRINGS_2_GEN_2,61,0,PNW,Gas
4645,COYOTE_SPRINGS_2_GEN_2,62,0,PNW,Gas
4646,COYOTE_SPRINGS_2_GEN_2,63,0,PNW,Gas
4647,COYOTE_SPRINGS_2_GEN_2,64,0,PNW,Gas
4648,COYOTE_SPRINGS_2_GEN_2,65,0,PNW,Gas
4649,COYOTE_SPRINGS_2_GEN_2,66,0,PNW,Gas
4650,COYOTE_SPRINGS_2_GEN_2,67,0,PNW,Gas
4651,COYOTE_SPRINGS_2_GEN_2,68,0,PNW,Gas
4652,COYOTE_SPRINGS_2_GEN_2,69,0,PNW,Gas
4653,COYOTE_SPRINGS_2_GEN_2,70,0,PNW,Gas
4654,COYOTE_SPRINGS_2_GEN_2,71,0,PNW,Gas
4655,COYOTE_SPRINGS_2_GEN_2,72,0,PNW,Gas
4656,COYOTE_SPRINGS_2_GEN_1,49,0,PNW,Gas
4657,COYOTE_SPRINGS_2_GEN_1,50,0,PNW,Gas
4658,COYOTE_SPRINGS_2_GEN_1,51,0,PNW,Gas
4659,COYOTE_SPRINGS_2_GEN_1,52,0,PNW,Gas
4660,COYOTE_SPRINGS_2_GEN_1,53,0,PNW,Gas
4661,COYOTE_SPRINGS_2_GEN_1,54,0,PNW,Gas
4662,COYOTE_SPRINGS_2_GEN_1,55,0,PNW,Gas
4663,COYOTE_SPRINGS_2_GEN_1,56,0,PNW,Gas
4664,COYOTE_SPRINGS_2_GEN_1,57,0,PNW,Gas
4665,COYOTE_SPRINGS_2_GEN_1,58,0,PNW,Gas
4666,COYOTE_SPRINGS_2_GEN_1,59,0,PNW,Gas
4667,COYOTE_SPRINGS_2_GEN_1,60,0,PNW,Gas
4668,COYOTE_SPRINGS_2_GEN_1,61,0,PNW,Gas
4669,COYOTE_SPRINGS_2_GEN_1,62,0,PNW,Gas
4670,COYOTE_SPRINGS_2_GEN_1,63,0,PNW,Gas
4671,COYOTE_SPRINGS_2_GEN_1,64,0,PNW,Gas
4672,COYOTE_SPRINGS_2_GEN_1,65,0,PNW,Gas
4673,COYOTE_SPRINGS_2_GEN_1,66,0,PNW,Gas
4674,COYOTE_SPRINGS_2_GEN_1,67,0,PNW,Gas
4675,COYOTE_SPRINGS_2_GEN_1,68,0,PNW,Gas
4676,COYOTE_SPRINGS_2_GEN_1,69,0,PNW,Gas
4677,COYOTE_SPRINGS_2_GEN_1,70,0,PNW,Gas
4678,COYOTE_SPRINGS_2_GEN_1,71,0,PNW,Gas
4679,COYOTE_SPRINGS_2_GEN_1,72,0,PNW,Gas
4680,PORT_WESTWARD_1_GEN_1,49,0,PNW,Gas
4681,PORT_WESTWARD_1_GEN_1,50,0,PNW,Gas
4682,PORT_WESTWARD_1_GEN_1,51,0,PNW,Gas
4683,PORT_WESTWARD_1_GEN_1,52,0,PNW,Gas
4684,PORT_WESTWARD_1_GEN_1,53,0,PNW,Gas
4685,PORT_WESTWARD_1_GEN_1,54,0,PNW,Gas
4686,PORT_WESTWARD_1_GEN_1,55,0,PNW,Gas
4687,PORT_WESTWARD_1_GEN_1,56,0,PNW,Gas
4688,PORT_WESTWARD_1_GEN_1,57,0,PNW,Gas
4689,PORT_WESTWARD_1_GEN_1,58,0,PNW,Gas
4690,PORT_WESTWARD_1_GEN_1,59,0,PNW,Gas
4691,PORT_WESTWARD_1_GEN_1,60,0,PNW,Gas
4692,PORT_WESTWARD_1_GEN_1,61,0,PNW,Gas
4693,PORT_WESTWARD_1_GEN_1,62,0,PNW,Gas
4694,PORT_WESTWARD_1_GEN_1,63,0,PNW,Gas
4695,PORT_WESTWARD_1_GEN_1,64,0,PNW,Gas
4696,PORT_WESTWARD_1_GEN_1,65,0,PNW,Gas
4697,PORT_WESTWARD_1_GEN_1,66,0,PNW,Gas
4698,PORT_WESTWARD_1_GEN_1,67,0,PNW,Gas
4699,PORT_WESTWARD_1_GEN_1,68,0,PNW,Gas
4700,PORT_WESTWARD_1_GEN_1,69,0,PNW,Gas
4701,PORT_WESTWARD_1_GEN_1,70,0,PNW,Gas
4702,PORT_WESTWARD_1_GEN_1,71,0,PNW,Gas
4703,PORT_WESTWARD_1_GEN_1,72,0,PNW,Gas
4704,PORT_WESTWARD_1_GEN_2,49,0,PNW,Gas
4705,PORT_WESTWARD_1_GEN_2,50,0,PNW,Gas
4706,PORT_WESTWARD_1_GEN_2,51,0,PNW,Gas
4707,PORT_WESTWARD_1_GEN_2,52,0,PNW,Gas
4708,PORT_WESTWARD_1_GEN_2,53,0,PNW,Gas
4709,PORT_WESTWARD_1_GEN_2,54,0,PNW,Gas
4710,PORT_WESTWARD_1_GEN_2,55,0,PNW,Gas
4711,PORT_WESTWARD_1_GEN_2,56,0,PNW,Gas
4712,PORT_WESTWARD_1_GEN_2,57,0,PNW,Gas
4713,PORT_WESTWARD_1_GEN_2,58,0,PNW,Gas
