,Generator,Time,Value,Zones
5722,BEAVER_8,59,0,PNW
5723,BEAVER_8,60,0,PNW
5724,BEAVER_8,61,0,PNW
5725,BEAVER_8,62,0,PNW
5726,BEAVER_8,63,0,PNW
5727,BEAVER_8,64,0,PNW
5728,BEAVER_8,65,0,PNW
5729,BEAVER_8,66,0,PNW
5730,BEAVER_8,67,0,PNW
5731,BEAVER_8,68,0,PNW
5732,BEAVER_8,69,0,PNW
5733,BEAVER_8,70,0,PNW
5734,BEAVER_8,71,0,PNW
5735,BEAVER_8,72,0,PNW
5736,BEAVER_6,49,0,PNW
5737,BEAVER_6,50,0,PNW
5738,BEAVER_6,51,0,PNW
5739,BEAVER_6,52,0,PNW
5740,BEAVER_6,53,0,PNW
5741,BEAVER_6,54,0,PNW
5742,BEAVER_6,55,0,PNW
5743,BEAVER_6,56,0,PNW
5744,BEAVER_6,57,0,PNW
5745,BEAVER_6,58,0,PNW
5746,BEAVER_6,59,0,PNW
5747,BEAVER_6,60,0,PNW
5748,BEAVER_6,61,0,PNW
5749,BEAVER_6,62,0,PNW
5750,BEAVER_6,63,0,PNW
5751,BEAVER_6,64,0,PNW
5752,BEAVER_6,65,0,PNW
5753,BEAVER_6,66,0,PNW
5754,BEAVER_6,67,0,PNW
5755,BEAVER_6,68,0,PNW
5756,BEAVER_6,69,0,PNW
5757,BEAVER_6,70,0,PNW
5758,BEAVER_6,71,0,PNW
5759,BEAVER_6,72,0,PNW
5760,BEAVER_7,49,0,PNW
5761,BEAVER_7,50,0,PNW
5762,BEAVER_7,51,0,PNW
5763,BEAVER_7,52,0,PNW
5764,BEAVER_7,53,0,PNW
5765,BEAVER_7,54,0,PNW
5766,BEAVER_7,55,0,PNW
5767,BEAVER_7,56,0,PNW
5768,BEAVER_7,57,0,PNW
5769,BEAVER_7,58,0,PNW
5770,BEAVER_7,59,0,PNW
5771,BEAVER_7,60,0,PNW
5772,BEAVER_7,61,0,PNW
5773,BEAVER_7,62,0,PNW
5774,BEAVER_7,63,0,PNW
5775,BEAVER_7,64,0,PNW
5776,BEAVER_7,65,0,PNW
5777,BEAVER_7,66,0,PNW
5778,BEAVER_7,67,0,PNW
5779,BEAVER_7,68,0,PNW
5780,BEAVER_7,69,0,PNW
5781,BEAVER_7,70,0,PNW
5782,BEAVER_7,71,0,PNW
5783,BEAVER_7,72,0,PNW
5784,BEAVER_4,49,0,PNW
5785,BEAVER_4,50,0,PNW
5786,BEAVER_4,51,0,PNW
5787,BEAVER_4,52,0,PNW
5788,BEAVER_4,53,0,PNW
5789,BEAVER_4,54,0,PNW
5790,BEAVER_4,55,0,PNW
5791,BEAVER_4,56,0,PNW
5792,BEAVER_4,57,0,PNW
5793,BEAVER_4,58,0,PNW
5794,BEAVER_4,59,0,PNW
5795,BEAVER_4,60,0,PNW
5796,BEAVER_4,61,0,PNW
5797,BEAVER_4,62,0,PNW
5798,BEAVER_4,63,0,PNW
5799,BEAVER_4,64,0,PNW
5800,BEAVER_4,65,0,PNW
5801,BEAVER_4,66,0,PNW
5802,BEAVER_4,67,0,PNW
5803,BEAVER_4,68,0,PNW
5804,BEAVER_4,69,0,PNW
5805,BEAVER_4,70,0,PNW
5806,BEAVER_4,71,0,PNW
5807,BEAVER_4,72,0,PNW
5808,BEAVER_5,49,0,PNW
5809,BEAVER_5,50,0,PNW
5810,BEAVER_5,51,0,PNW
5811,BEAVER_5,52,0,PNW
5812,BEAVER_5,53,0,PNW
5813,BEAVER_5,54,0,PNW
5814,BEAVER_5,55,0,PNW
5815,BEAVER_5,56,0,PNW
5816,BEAVER_5,57,0,PNW
5817,BEAVER_5,58,0,PNW
5818,BEAVER_5,59,0,PNW
5819,BEAVER_5,60,0,PNW
5820,BEAVER_5,61,0,PNW
5821,BEAVER_5,62,0,PNW
5822,BEAVER_5,63,0,PNW
5823,BEAVER_5,64,0,PNW
5824,BEAVER_5,65,0,PNW
5825,BEAVER_5,66,0,PNW
5826,BEAVER_5,67,0,PNW
5827,BEAVER_5,68,0,PNW
5828,BEAVER_5,69,0,PNW
5829,BEAVER_5,70,0,PNW
5830,BEAVER_5,71,0,PNW
5831,BEAVER_5,72,0,PNW
5832,BEAVER_2,49,0,PNW
5833,BEAVER_2,50,0,PNW
5834,BEAVER_2,51,0,PNW
5835,BEAVER_2,52,0,PNW
5836,BEAVER_2,53,0,PNW
5837,BEAVER_2,54,0,PNW
5838,BEAVER_2,55,0,PNW
5839,BEAVER_2,56,0,PNW
5840,BEAVER_2,57,0,PNW
5841,BEAVER_2,58,0,PNW
5842,BEAVER_2,59,0,PNW
5843,BEAVER_2,60,0,PNW
5844,BEAVER_2,61,0,PNW
5845,BEAVER_2,62,0,PNW
5846,BEAVER_2,63,0,PNW
5847,BEAVER_2,64,0,PNW
5848,BEAVER_2,65,0,PNW
5849,BEAVER_2,66,0,PNW
5850,BEAVER_2,67,0,PNW
5851,BEAVER_2,68,0,PNW
5852,BEAVER_2,69,0,PNW
5853,BEAVER_2,70,0,PNW
5854,BEAVER_2,71,0,PNW
5855,BEAVER_2,72,0,PNW
5856,BEAVER_3,49,0,PNW
5857,BEAVER_3,50,0,PNW
5858,BEAVER_3,51,0,PNW
5859,BEAVER_3,52,0,PNW
5860,BEAVER_3,53,0,PNW
5861,BEAVER_3,54,0,PNW
5862,BEAVER_3,55,0,PNW
5863,BEAVER_3,56,0,PNW
5864,BEAVER_3,57,0,PNW
5865,BEAVER_3,58,0,PNW
5866,BEAVER_3,59,0,PNW
5867,BEAVER_3,60,0,PNW
5868,BEAVER_3,61,0,PNW
5869,BEAVER_3,62,0,PNW
5870,BEAVER_3,63,0,PNW
5871,BEAVER_3,64,0,PNW
5872,BEAVER_3,65,0,PNW
5873,BEAVER_3,66,0,PNW
5874,BEAVER_3,67,0,PNW
5875,BEAVER_3,68,0,PNW
5876,BEAVER_3,69,0,PNW
5877,BEAVER_3,70,0,PNW
5878,BEAVER_3,71,0,PNW
5879,BEAVER_3,72,0,PNW
5880,BEAVER_1,49,0,PNW
5881,BEAVER_1,50,0,PNW
5882,BEAVER_1,51,0,PNW
5883,BEAVER_1,52,0,PNW
5884,BEAVER_1,53,0,PNW
5885,BEAVER_1,54,0,PNW
5886,BEAVER_1,55,0,PNW
5887,BEAVER_1,56,0,PNW
5888,BEAVER_1,57,0,PNW
5889,BEAVER_1,58,0,PNW
5890,BEAVER_1,59,0,PNW
5891,BEAVER_1,60,0,PNW
5892,BEAVER_1,61,0,PNW
5893,BEAVER_1,62,0,PNW
5894,BEAVER_1,63,0,PNW
5895,BEAVER_1,64,0,PNW
5896,BEAVER_1,65,0,PNW
5897,BEAVER_1,66,0,PNW
5898,BEAVER_1,67,0,PNW
5899,BEAVER_1,68,0,PNW
5900,BEAVER_1,69,0,PNW
5901,BEAVER_1,70,0,PNW
5902,BEAVER_1,71,0,PNW
5903,BEAVER_1,72,0,PNW
5904,GOLDENDALE_G2,49,0,PNW
5905,GOLDENDALE_G2,50,0,PNW
5906,GOLDENDALE_G2,51,0,PNW
5907,GOLDENDALE_G2,52,0,PNW
5908,GOLDENDALE_G2,53,0,PNW
5909,GOLDENDALE_G2,54,0,PNW
5910,GOLDENDALE_G2,55,0,PNW
5911,GOLDENDALE_G2,56,0,PNW
5912,GOLDENDALE_G2,57,0,PNW
5913,GOLDENDALE_G2,58,0,PNW
5914,GOLDENDALE_G2,59,0,PNW
5915,GOLDENDALE_G2,60,0,PNW
5916,GOLDENDALE_G2,61,0,PNW
5917,GOLDENDALE_G2,62,0,PNW
5918,GOLDENDALE_G2,63,0,PNW
5919,GOLDENDALE_G2,64,0,PNW
5920,GOLDENDALE_G2,65,0,PNW
5921,GOLDENDALE_G2,66,0,PNW
5922,GOLDENDALE_G2,67,0,PNW
5923,GOLDENDALE_G2,68,0,PNW
5924,GOLDENDALE_G2,69,0,PNW
5925,GOLDENDALE_G2,70,0,PNW
5926,GOLDENDALE_G2,71,0,PNW
5927,GOLDENDALE_G2,72,0,PNW
5928,GOLDENDALE_G1,49,0,PNW
5929,GOLDENDALE_G1,50,0,PNW
5930,GOLDENDALE_G1,51,0,PNW
5931,GOLDENDALE_G1,52,0,PNW
5932,GOLDENDALE_G1,53,0,PNW
5933,GOLDENDALE_G1,54,0,PNW
5934,GOLDENDALE_G1,55,0,PNW
5935,GOLDENDALE_G1,56,0,PNW
5936,GOLDENDALE_G1,57,0,PNW
5937,GOLDENDALE_G1,58,0,PNW
5938,GOLDENDALE_G1,59,0,PNW
5939,GOLDENDALE_G1,60,0,PNW
5940,GOLDENDALE_G1,61,0,PNW
5941,GOLDENDALE_G1,62,0,PNW
5942,GOLDENDALE_G1,63,0,PNW
5943,GOLDENDALE_G1,64,0,PNW
5944,GOLDENDALE_G1,65,0,PNW
5945,GOLDENDALE_G1,66,0,PNW
5946,GOLDENDALE_G1,67,0,PNW
5947,GOLDENDALE_G1,68,0,PNW
5948,GOLDENDALE_G1,69,0,PNW
5949,GOLDENDALE_G1,70,0,PNW
5950,GOLDENDALE_G1,71,0,PNW
5951,GOLDENDALE_G1,72,0,PNW
5952,WHITEHORN_3,49,0,PNW
5953,WHITEHORN_3,50,0,PNW
5954,WHITEHORN_3,51,0,PNW
5955,WHITEHORN_3,52,0,PNW
5956,WHITEHORN_3,53,0,PNW
5957,WHITEHORN_3,54,0,PNW
5958,WHITEHORN_3,55,0,PNW
5959,WHITEHORN_3,56,0,PNW
5960,WHITEHORN_3,57,0,PNW
5961,WHITEHORN_3,58,0,PNW
5962,WHITEHORN_3,59,0,PNW
5963,WHITEHORN_3,60,0,PNW
5964,WHITEHORN_3,61,0,PNW
5965,WHITEHORN_3,62,0,PNW
5966,WHITEHORN_3,63,0,PNW
5967,WHITEHORN_3,64,0,PNW
5968,WHITEHORN_3,65,0,PNW
5969,WHITEHORN_3,66,0,PNW
5970,WHITEHORN_3,67,0,PNW
5971,WHITEHORN_3,68,0,PNW
5972,WHITEHORN_3,69,0,PNW
5973,WHITEHORN_3,70,0,PNW
5974,WHITEHORN_3,71,0,PNW
5975,WHITEHORN_3,72,0,PNW
5976,GRIMES_WAY_1,49,0,PNW
5977,GRIMES_WAY_1,50,0,PNW
5978,GRIMES_WAY_1,51,0,PNW
5979,GRIMES_WAY_1,52,0,PNW
5980,GRIMES_WAY_1,53,0,PNW
5981,GRIMES_WAY_1,54,0,PNW
5982,GRIMES_WAY_1,55,0,PNW
5983,GRIMES_WAY_1,56,0,PNW
5984,GRIMES_WAY_1,57,0,PNW
5985,GRIMES_WAY_1,58,0,PNW
5986,GRIMES_WAY_1,59,0,PNW
5987,GRIMES_WAY_1,60,0,PNW
5988,GRIMES_WAY_1,61,0,PNW
5989,GRIMES_WAY_1,62,0,PNW
5990,GRIMES_WAY_1,63,0,PNW
5991,GRIMES_WAY_1,64,0,PNW
5992,GRIMES_WAY_1,65,0,PNW
5993,GRIMES_WAY_1,66,0,PNW
5994,GRIMES_WAY_1,67,0,PNW
5995,GRIMES_WAY_1,68,0,PNW
5996,GRIMES_WAY_1,69,0,PNW
5997,GRIMES_WAY_1,70,0,PNW
5998,GRIMES_WAY_1,71,0,PNW
5999,GRIMES_WAY_1,72,0,PNW
6000,GRIMES_WAY_2,49,0,PNW
6001,GRIMES_WAY_2,50,0,PNW
6002,GRIMES_WAY_2,51,0,PNW
6003,GRIMES_WAY_2,52,0,PNW
6004,GRIMES_WAY_2,53,0,PNW
6005,GRIMES_WAY_2,54,0,PNW
6006,GRIMES_WAY_2,55,0,PNW
6007,GRIMES_WAY_2,56,0,PNW
6008,GRIMES_WAY_2,57,0,PNW
6009,GRIMES_WAY_2,58,0,PNW
6010,GRIMES_WAY_2,59,0,PNW
6011,GRIMES_WAY_2,60,0,PNW
6012,GRIMES_WAY_2,61,0,PNW
6013,GRIMES_WAY_2,62,0,PNW
6014,GRIMES_WAY_2,63,0,PNW
6015,GRIMES_WAY_2,64,0,PNW
6016,GRIMES_WAY_2,65,0,PNW
6017,GRIMES_WAY_2,66,0,PNW
6018,GRIMES_WAY_2,67,0,PNW
6019,GRIMES_WAY_2,68,0,PNW
6020,GRIMES_WAY_2,69,0,PNW
6021,GRIMES_WAY_2,70,0,PNW
6022,GRIMES_WAY_2,71,0,PNW
6023,GRIMES_WAY_2,72,0,PNW
6024,GRIMES_WAY_3,49,0,PNW
6025,GRIMES_WAY_3,50,0,PNW
6026,GRIMES_WAY_3,51,0,PNW
6027,GRIMES_WAY_3,52,0,PNW
6028,GRIMES_WAY_3,53,0,PNW
6029,GRIMES_WAY_3,54,0,PNW
6030,GRIMES_WAY_3,55,0,PNW
6031,GRIMES_WAY_3,56,0,PNW
6032,GRIMES_WAY_3,57,0,PNW
6033,GRIMES_WAY_3,58,0,PNW
6034,GRIMES_WAY_3,59,0,PNW
6035,GRIMES_WAY_3,60,0,PNW
6036,GRIMES_WAY_3,61,0,PNW
6037,GRIMES_WAY_3,62,0,PNW
6038,GRIMES_WAY_3,63,0,PNW
6039,GRIMES_WAY_3,64,0,PNW
6040,GRIMES_WAY_3,65,0,PNW
6041,GRIMES_WAY_3,66,0,PNW
6042,GRIMES_WAY_3,67,0,PNW
6043,GRIMES_WAY_3,68,0,PNW
6044,GRIMES_WAY_3,69,0,PNW
6045,GRIMES_WAY_3,70,0,PNW
6046,GRIMES_WAY_3,71,0,PNW
6047,GRIMES_WAY_3,72,0,PNW
6048,WHITEHORN_2,49,0,PNW
6049,WHITEHORN_2,50,0,PNW
6050,WHITEHORN_2,51,0,PNW
6051,WHITEHORN_2,52,0,PNW
6052,WHITEHORN_2,53,0,PNW
6053,WHITEHORN_2,54,0,PNW
6054,WHITEHORN_2,55,0,PNW
6055,WHITEHORN_2,56,0,PNW
6056,WHITEHORN_2,57,0,PNW
6057,WHITEHORN_2,58,0,PNW
6058,WHITEHORN_2,59,0,PNW
6059,WHITEHORN_2,60,0,PNW
6060,WHITEHORN_2,61,0,PNW
6061,WHITEHORN_2,62,0,PNW
6062,WHITEHORN_2,63,0,PNW
6063,WHITEHORN_2,64,0,PNW
6064,WHITEHORN_2,65,0,PNW
6065,WHITEHORN_2,66,0,PNW
6066,WHITEHORN_2,67,0,PNW
6067,WHITEHORN_2,68,0,PNW
6068,WHITEHORN_2,69,0,PNW
6069,WHITEHORN_2,70,0,PNW
6070,WHITEHORN_2,71,0,PNW
6071,WHITEHORN_2,72,0,PNW
6072,COYOTE_SPRINGS_1_GEN_1,49,0,PNW
6073,COYOTE_SPRINGS_1_GEN_1,50,0,PNW
6074,COYOTE_SPRINGS_1_GEN_1,51,0,PNW
6075,COYOTE_SPRINGS_1_GEN_1,52,0,PNW
6076,COYOTE_SPRINGS_1_GEN_1,53,0,PNW
6077,COYOTE_SPRINGS_1_GEN_1,54,0,PNW
6078,COYOTE_SPRINGS_1_GEN_1,55,0,PNW
6079,COYOTE_SPRINGS_1_GEN_1,56,0,PNW
6080,COYOTE_SPRINGS_1_GEN_1,57,0,PNW
6081,COYOTE_SPRINGS_1_GEN_1,58,0,PNW
6082,COYOTE_SPRINGS_1_GEN_1,59,0,PNW
6083,COYOTE_SPRINGS_1_GEN_1,60,0,PNW
6084,COYOTE_SPRINGS_1_GEN_1,61,0,PNW
6085,COYOTE_SPRINGS_1_GEN_1,62,0,PNW
6086,COYOTE_SPRINGS_1_GEN_1,63,0,PNW
6087,COYOTE_SPRINGS_1_GEN_1,64,0,PNW
6088,COYOTE_SPRINGS_1_GEN_1,65,0,PNW
6089,COYOTE_SPRINGS_1_GEN_1,66,0,PNW
6090,COYOTE_SPRINGS_1_GEN_1,67,0,PNW
6091,COYOTE_SPRINGS_1_GEN_1,68,0,PNW
6092,COYOTE_SPRINGS_1_GEN_1,69,0,PNW
6093,COYOTE_SPRINGS_1_GEN_1,70,0,PNW
6094,COYOTE_SPRINGS_1_GEN_1,71,0,PNW
6095,COYOTE_SPRINGS_1_GEN_1,72,0,PNW
6096,COYOTE_SPRINGS_1_GEN_2,49,0,PNW
6097,COYOTE_SPRINGS_1_GEN_2,50,0,PNW
6098,COYOTE_SPRINGS_1_GEN_2,51,0,PNW
6099,COYOTE_SPRINGS_1_GEN_2,52,0,PNW
6100,COYOTE_SPRINGS_1_GEN_2,53,0,PNW
6101,COYOTE_SPRINGS_1_GEN_2,54,0,PNW
6102,COYOTE_SPRINGS_1_GEN_2,55,0,PNW
6103,COYOTE_SPRINGS_1_GEN_2,56,0,PNW
6104,COYOTE_SPRINGS_1_GEN_2,57,0,PNW
6105,COYOTE_SPRINGS_1_GEN_2,58,0,PNW
6106,COYOTE_SPRINGS_1_GEN_2,59,0,PNW
6107,COYOTE_SPRINGS_1_GEN_2,60,0,PNW
6108,COYOTE_SPRINGS_1_GEN_2,61,0,PNW
6109,COYOTE_SPRINGS_1_GEN_2,62,0,PNW
6110,COYOTE_SPRINGS_1_GEN_2,63,0,PNW
6111,COYOTE_SPRINGS_1_GEN_2,64,0,PNW
6112,COYOTE_SPRINGS_1_GEN_2,65,0,PNW
6113,COYOTE_SPRINGS_1_GEN_2,66,0,PNW
6114,COYOTE_SPRINGS_1_GEN_2,67,0,PNW
6115,COYOTE_SPRINGS_1_GEN_2,68,0,PNW
6116,COYOTE_SPRINGS_1_GEN_2,69,0,PNW
6117,COYOTE_SPRINGS_1_GEN_2,70,0,PNW
6118,COYOTE_SPRINGS_1_GEN_2,71,0,PNW
6119,COYOTE_SPRINGS_1_GEN_2,72,0,PNW
6120,RATHDRUM_1,49,0,PNW
6121,RATHDRUM_1,50,0,PNW
6122,RATHDRUM_1,51,0,PNW
6123,RATHDRUM_1,52,0,PNW
6124,RATHDRUM_1,53,0,PNW
6125,RATHDRUM_1,54,0,PNW
6126,RATHDRUM_1,55,0,PNW
6127,RATHDRUM_1,56,0,PNW
6128,RATHDRUM_1,57,0,PNW
6129,RATHDRUM_1,58,0,PNW
6130,RATHDRUM_1,59,0,PNW
6131,RATHDRUM_1,60,0,PNW
6132,RATHDRUM_1,61,0,PNW
6133,RATHDRUM_1,62,0,PNW
6134,RATHDRUM_1,63,0,PNW
6135,RATHDRUM_1,64,0,PNW
6136,RATHDRUM_1,65,0,PNW
6137,RATHDRUM_1,66,0,PNW
6138,RATHDRUM_1,67,0,PNW
6139,RATHDRUM_1,68,0,PNW
6140,RATHDRUM_1,69,0,PNW
6141,RATHDRUM_1,70,0,PNW
6142,RATHDRUM_1,71,0,PNW
6143,RATHDRUM_1,72,0,PNW
6144,RATHDRUM_2,49,0,PNW
6145,RATHDRUM_2,50,0,PNW
6146,RATHDRUM_2,51,0,PNW
6147,RATHDRUM_2,52,0,PNW
6148,RATHDRUM_2,53,0,PNW
6149,RATHDRUM_2,54,0,PNW
6150,RATHDRUM_2,55,0,PNW
6151,RATHDRUM_2,56,0,PNW
6152,RATHDRUM_2,57,0,PNW
6153,RATHDRUM_2,58,0,PNW
6154,RATHDRUM_2,59,0,PNW
6155,RATHDRUM_2,60,0,PNW
6156,RATHDRUM_2,61,0,PNW
6157,RATHDRUM_2,62,0,PNW
6158,RATHDRUM_2,63,0,PNW
6159,RATHDRUM_2,64,0,PNW
6160,RATHDRUM_2,65,0,PNW
6161,RATHDRUM_2,66,0,PNW
6162,RATHDRUM_2,67,0,PNW
6163,RATHDRUM_2,68,0,PNW
6164,RATHDRUM_2,69,0,PNW
6165,RATHDRUM_2,70,0,PNW
6166,RATHDRUM_2,71,0,PNW
6167,RATHDRUM_2,72,0,PNW
6168,COLUMBIA_2,49,0,PNW
6169,COLUMBIA_2,50,0,PNW
6170,COLUMBIA_2,51,0,PNW
6171,COLUMBIA_2,52,0,PNW
6172,COLUMBIA_2,53,0,PNW
6173,COLUMBIA_2,54,0,PNW
6174,COLUMBIA_2,55,0,PNW
6175,COLUMBIA_2,56,0,PNW
6176,COLUMBIA_2,57,0,PNW
6177,COLUMBIA_2,58,0,PNW
6178,COLUMBIA_2,59,0,PNW
6179,COLUMBIA_2,60,0,PNW
6180,COLUMBIA_2,61,0,PNW
6181,COLUMBIA_2,62,0,PNW
6182,COLUMBIA_2,63,0,PNW
6183,COLUMBIA_2,64,0,PNW
6184,COLUMBIA_2,65,0,PNW
6185,COLUMBIA_2,66,0,PNW
6186,COLUMBIA_2,67,0,PNW
6187,COLUMBIA_2,68,0,PNW
6188,COLUMBIA_2,69,0,PNW
6189,COLUMBIA_2,70,0,PNW
6190,COLUMBIA_2,71,0,PNW
6191,COLUMBIA_2,72,0,PNW
6192,P65I,49,0,PNW
6193,P65I,50,0,PNW
6194,P65I,51,0,PNW
6195,P65I,52,0,PNW
6196,P65I,53,0,PNW
6197,P65I,54,0,PNW
6198,P65I,55,0,PNW
6199,P65I,56,0,PNW
6200,P65I,57,0,PNW
6201,P65I,58,0,PNW
6202,P65I,59,0,PNW
6203,P65I,60,0,PNW
6204,P65I,61,0,PNW
6205,P65I,62,0,PNW
6206,P65I,63,0,PNW
6207,P65I,64,0,PNW
6208,P65I,65,0,PNW
6209,P65I,66,0,PNW
6210,P65I,67,0,PNW
6211,P65I,68,0,PNW
6212,P65I,69,0,PNW
6213,P65I,70,0,PNW
6214,P65I,71,0,PNW
6215,P65I,72,0,PNW
6216,NORTHEAST_1,49,0,PNW
6217,NORTHEAST_1,50,0,PNW
6218,NORTHEAST_1,51,0,PNW
6219,NORTHEAST_1,52,0,PNW
6220,NORTHEAST_1,53,0,PNW
6221,NORTHEAST_1,54,0,PNW
6222,NORTHEAST_1,55,0,PNW
6223,NORTHEAST_1,56,0,PNW
6224,NORTHEAST_1,57,0,PNW
6225,NORTHEAST_1,58,0,PNW
6226,NORTHEAST_1,59,0,PNW
6227,NORTHEAST_1,60,0,PNW
6228,NORTHEAST_1,61,0,PNW
6229,NORTHEAST_1,62,0,PNW
6230,NORTHEAST_1,63,0,PNW
6231,NORTHEAST_1,64,0,PNW
6232,NORTHEAST_1,65,0,PNW
6233,NORTHEAST_1,66,0,PNW
6234,NORTHEAST_1,67,0,PNW
6235,NORTHEAST_1,68,0,PNW
6236,NORTHEAST_1,69,0,PNW
6237,NORTHEAST_1,70,0,PNW
6238,NORTHEAST_1,71,0,PNW
6239,NORTHEAST_1,72,0,PNW
6240,P3I,49,0,PNW
6241,P3I,50,0,PNW
6242,P3I,51,0,PNW
6243,P3I,52,0,PNW
6244,P3I,53,0,PNW
6245,P3I,54,0,PNW
6246,P3I,55,0,PNW
6247,P3I,56,0,PNW
6248,P3I,57,0,PNW
6249,P3I,58,0,PNW
6250,P3I,59,0,PNW
6251,P3I,60,0,PNW
6252,P3I,61,0,PNW
6253,P3I,62,0,PNW
6254,P3I,63,0,PNW
6255,P3I,64,0,PNW
6256,P3I,65,0,PNW
6257,P3I,66,0,PNW
6258,P3I,67,0,PNW
6259,P3I,68,0,PNW
6260,P3I,69,0,PNW
6261,P3I,70,0,PNW
6262,P3I,71,0,PNW
6263,P3I,72,0,PNW
6264,UNIV_OF_WA_TG2,49,0,PNW
6265,UNIV_OF_WA_TG2,50,0,PNW
6266,UNIV_OF_WA_TG2,51,0,PNW
6267,UNIV_OF_WA_TG2,52,0,PNW
6268,UNIV_OF_WA_TG2,53,0,PNW
6269,UNIV_OF_WA_TG2,54,0,PNW
6270,UNIV_OF_WA_TG2,55,0,PNW
6271,UNIV_OF_WA_TG2,56,0,PNW
6272,UNIV_OF_WA_TG2,57,0,PNW
6273,UNIV_OF_WA_TG2,58,0,PNW
6274,UNIV_OF_WA_TG2,59,0,PNW
6275,UNIV_OF_WA_TG2,60,0,PNW
6276,UNIV_OF_WA_TG2,61,0,PNW
6277,UNIV_OF_WA_TG2,62,0,PNW
6278,UNIV_OF_WA_TG2,63,0,PNW
6279,UNIV_OF_WA_TG2,64,0,PNW
6280,UNIV_OF_WA_TG2,65,0,PNW
6281,UNIV_OF_WA_TG2,66,0,PNW
6282,UNIV_OF_WA_TG2,67,0,PNW
6283,UNIV_OF_WA_TG2,68,0,PNW
6284,UNIV_OF_WA_TG2,69,0,PNW
6285,UNIV_OF_WA_TG2,70,0,PNW
6286,UNIV_OF_WA_TG2,71,0,PNW
6287,UNIV_OF_WA_TG2,72,0,PNW
6288,PNWH,49,0,PNW
6289,PNWH,50,0,PNW
6290,PNWH,51,0,PNW
6291,PNWH,52,0,PNW
6292,PNWH,53,0,PNW
6293,PNWH,54,0,PNW
6294,PNWH,55,0,PNW
6295,PNWH,56,0,PNW
6296,PNWH,57,0,PNW
6297,PNWH,58,0,PNW
6298,PNWH,59,0,PNW
6299,PNWH,60,0,PNW
6300,PNWH,61,0,PNW
6301,PNWH,62,0,PNW
6302,PNWH,63,0,PNW
6303,PNWH,64,0,PNW
6304,PNWH,65,0,PNW
6305,PNWH,66,0,PNW
6306,PNWH,67,0,PNW
6307,PNWH,68,0,PNW
6308,PNWH,69,0,PNW
6309,PNWH,70,0,PNW
6310,PNWH,71,0,PNW
6311,PNWH,72,0,PNW
6312,UNIV_OF_WA_DG5,49,0,PNW
6313,UNIV_OF_WA_DG5,50,0,PNW
6314,UNIV_OF_WA_DG5,51,0,PNW
6315,UNIV_OF_WA_DG5,52,0,PNW
6316,UNIV_OF_WA_DG5,53,0,PNW
6317,UNIV_OF_WA_DG5,54,0,PNW
6318,UNIV_OF_WA_DG5,55,0,PNW
6319,UNIV_OF_WA_DG5,56,0,PNW
6320,UNIV_OF_WA_DG5,57,0,PNW
6321,UNIV_OF_WA_DG5,58,0,PNW
6322,UNIV_OF_WA_DG5,59,0,PNW
6323,UNIV_OF_WA_DG5,60,0,PNW
6324,UNIV_OF_WA_DG5,61,0,PNW
6325,UNIV_OF_WA_DG5,62,0,PNW
6326,UNIV_OF_WA_DG5,63,0,PNW
6327,UNIV_OF_WA_DG5,64,0,PNW
6328,UNIV_OF_WA_DG5,65,0,PNW
6329,UNIV_OF_WA_DG5,66,0,PNW
6330,UNIV_OF_WA_DG5,67,0,PNW
6331,UNIV_OF_WA_DG5,68,0,PNW
6332,UNIV_OF_WA_DG5,69,0,PNW
6333,UNIV_OF_WA_DG5,70,0,PNW
6334,UNIV_OF_WA_DG5,71,0,PNW
6335,UNIV_OF_WA_DG5,72,0,PNW
6336,UNIV_OF_WA_DG4,49,0,PNW
6337,UNIV_OF_WA_DG4,50,0,PNW
6338,UNIV_OF_WA_DG4,51,0,PNW
6339,UNIV_OF_WA_DG4,52,0,PNW
6340,UNIV_OF_WA_DG4,53,0,PNW
6341,UNIV_OF_WA_DG4,54,0,PNW
6342,UNIV_OF_WA_DG4,55,0,PNW
6343,UNIV_OF_WA_DG4,56,0,PNW
6344,UNIV_OF_WA_DG4,57,0,PNW
6345,UNIV_OF_WA_DG4,58,0,PNW
6346,UNIV_OF_WA_DG4,59,0,PNW
6347,UNIV_OF_WA_DG4,60,0,PNW
6348,UNIV_OF_WA_DG4,61,0,PNW
6349,UNIV_OF_WA_DG4,62,0,PNW
6350,UNIV_OF_WA_DG4,63,0,PNW
6351,UNIV_OF_WA_DG4,64,0,PNW
6352,UNIV_OF_WA_DG4,65,0,PNW
6353,UNIV_OF_WA_DG4,66,0,PNW
6354,UNIV_OF_WA_DG4,67,0,PNW
6355,UNIV_OF_WA_DG4,68,0,PNW
6356,UNIV_OF_WA_DG4,69,0,PNW
6357,UNIV_OF_WA_DG4,70,0,PNW
6358,UNIV_OF_WA_DG4,71,0,PNW
6359,UNIV_OF_WA_DG4,72,0,PNW
6360,UNIV_OF_WA_DG7,49,0,PNW
6361,UNIV_OF_WA_DG7,50,0,PNW
6362,UNIV_OF_WA_DG7,51,0,PNW
6363,UNIV_OF_WA_DG7,52,0,PNW
6364,UNIV_OF_WA_DG7,53,0,PNW
6365,UNIV_OF_WA_DG7,54,0,PNW
6366,UNIV_OF_WA_DG7,55,0,PNW
6367,UNIV_OF_WA_DG7,56,0,PNW
