Year,Month,Day,Hour,PNW
2011,3,19,23,747.0425734
2011,3,20,0,695.3230291
2011,3,20,1,715.4995541
2011,3,20,2,874.0477475
2011,3,20,3,1214.710233
2011,3,20,4,1573.597008
2011,3,20,5,1740.361688
2011,3,20,6,1942.480877
2011,3,20,7,2224.437297
2011,3,20,8,2559.875989
2011,3,20,9,2587.729094
2011,3,20,10,2456.311762
2011,3,20,11,2577.091999
2011,3,20,12,2469.619755
2011,3,20,13,2425.32294
2011,3,20,14,1615.419588
2011,3,20,15,925.9317637
2011,3,20,16,740.5709222
2011,3,20,17,361.9223796
2011,3,20,18,379.9083123
2011,3,20,19,349.6405526
2011,3,20,20,143.2033618
2011,3,20,21,129.082538
2011,3,20,22,268.3501315
2011,3,20,23,182.9223482
2011,3,21,0,86.60565167
2011,3,21,1,39.25894037
2011,3,21,2,16.48303409
2011,3,21,3,78.3462563
2011,3,21,4,68.22045375
2011,3,21,5,72.16780068
2011,3,21,6,81.75727972
2011,3,21,7,154.761745
2011,3,21,8,282.6929755
2011,3,21,9,393.0184631
2011,3,21,10,577.4282128
2011,3,21,11,1036.175526
2011,3,21,12,1521.051536
2011,3,21,13,2252.769533
2011,3,21,14,2801.650993
2011,3,21,15,3167.935496
2011,3,21,16,3275.01084
2011,3,21,17,3342.569818
2011,3,21,18,3540.405562
2011,3,21,19,3517.608217
2011,3,21,20,3258.55642
2011,3,21,21,3219.66217
2011,3,21,22,3032.07022
2011,3,21,23,3019.51667
2011,3,22,0,2803.088358
2011,3,22,1,2625.307556
2011,3,22,2,2619.607198
2011,3,22,3,2654.655233
2011,3,22,4,2512.481273
2011,3,22,5,2043.91053
2011,3,22,6,1573.078557
2011,3,22,7,1136.610681
2011,3,22,8,856.4884879
2011,3,22,9,946.7482966
2011,3,22,10,888.5714127
2011,3,22,11,765.4849809
2011,3,22,12,630.2883432
2011,3,22,13,484.8279919
2011,3,22,14,380.9297116
2011,3,22,15,238.5213024
2011,3,22,16,162.6135344
2011,3,22,17,78.17463309
2011,3,22,18,85.57590873
2011,3,22,19,116.1034894
2011,3,22,20,45.80209709
2011,3,22,21,18.77135127
2011,3,22,22,30.35595662
2011,3,22,23,34.6465512
2011,3,23,0,45.05124304
2011,3,23,1,108.4662305
2011,3,23,2,174.7344641
2011,3,23,3,280.2401854
2011,3,23,4,508.449759
2011,3,23,5,642.4450289
2011,3,23,6,811.7804937
2011,3,23,7,901.9830889
2011,3,23,8,893.0300539
2011,3,23,9,966.8119329
2011,3,23,10,974.3833043
2011,3,23,11,1127.046229
2011,3,23,12,1195.600995
2011,3,23,13,1155.365181
2011,3,23,14,801.2470827
2011,3,23,15,724.2952729
2011,3,23,16,658.0055867
2011,3,23,17,751.6049048
2011,3,23,18,888.3247049
2011,3,23,19,853.6423943
2011,3,23,20,821.4986878
2011,3,23,21,460.4952137
2011,3,23,22,119.7719474
2011,3,23,23,223.7187511
2011,3,24,0,320.3667802
2011,3,24,1,347.1734607
2011,3,24,2,300.1485432
2011,3,24,3,246.3087322
2011,3,24,4,206.3454209
2011,3,24,5,237.5809475
2011,3,24,6,321.2940249
2011,3,24,7,230.4049271
2011,3,24,8,100.7574625
2011,3,24,9,51.4013231
2011,3,24,10,201.9082292
2011,3,24,11,246.5375637
2011,3,24,12,463.8883603
2011,3,24,13,530.9825314
2011,3,24,14,409.2553006
2011,3,24,15,886.5619839
2011,3,24,16,1127.315419
2011,3,24,17,1014.051382
2011,3,24,18,900.359824
2011,3,24,19,863.8759757
2011,3,24,20,837.7171432
2011,3,24,21,649.145505
2011,3,24,22,679.1653686
2011,3,24,23,517.1239112
2011,3,25,0,652.2990914
2011,3,25,1,569.447714
2011,3,25,2,480.5465925
2011,3,25,3,227.5087774
2011,3,25,4,148.8836318
2011,3,25,5,104.4759779
2011,3,25,6,66.50421592
2011,3,25,7,121.5525444
2011,3,25,8,158.8592642
2011,3,25,9,134.8779054
2011,3,25,10,212.7419805
2011,3,25,11,127.3090923
2011,3,25,12,226.8437355
2011,3,25,13,417.3139549
2011,3,25,14,741.2002129
2011,3,25,15,560.9094302
2011,3,25,16,559.1610109
2011,3,25,17,675.6399265
2011,3,25,18,786.8521366
2011,3,25,19,654.0653903
2011,3,25,20,503.6800471
2011,3,25,21,309.7380231
2011,3,25,22,199.7271775
2011,3,25,23,108.5091367
2011,3,26,0,80.5344601
2011,3,26,1,108.7665725
2011,3,26,2,172.2673722
2011,3,26,3,398.5318765
2011,3,26,4,553.1863599
2011,3,26,5,447.8165071
2011,3,26,6,367.8970306
2011,3,26,7,342.2178243
2011,3,26,8,226.8866408
2011,3,26,9,92.09046193
2011,3,26,10,92.59103143
2011,3,26,11,118.2487867
2011,3,26,12,302.4440107
2011,3,26,13,919.01318
2011,3,26,14,1048.363876
2011,3,26,15,790.5726967
2011,3,26,16,506.3315332
2011,3,26,17,652.0094782
2011,3,26,18,939.4757401
2011,3,26,19,1252.220757
2011,3,26,20,1687.362134
2011,3,26,21,2081.431785
2011,3,26,22,2242.007287
2011,3,26,23,2229.639643
2011,3,27,0,2044.915759
2011,3,27,1,1702.722457
2011,3,27,2,1239.182439
2011,3,27,3,956.2305133
2011,3,27,4,683.9315025
2011,3,27,5,547.5370782
2011,3,27,6,505.1102464
2011,3,27,7,422.0228851
2011,3,27,8,512.4650389
2011,3,27,9,539.453904
2011,3,27,10,525.8695723
2011,3,27,11,579.6986578
2011,3,27,12,638.6979079
2011,3,27,13,572.9552731
2011,3,27,14,232.0139017
2011,3,27,15,342.9043172
2011,3,27,16,849.6664451
2011,3,27,17,838.7993241
2011,3,27,18,1280.259789
2011,3,27,19,1601.764772
2011,3,27,20,1796.976088
2011,3,27,21,2005.488261
2011,3,27,22,2231.988746
2011,3,27,23,2346.832648
2011,3,28,0,2328.522541
2011,3,28,1,2293.698228
2011,3,28,2,2310.292097
2011,3,28,3,2227.194012
2011,3,28,4,2347.813352
2011,3,28,5,2424.055691
2011,3,28,6,2249.172572
2011,3,28,7,2266.989276
2011,3,28,8,2226.335893
2011,3,28,9,2255.297406
2011,3,28,10,2526.95691
2011,3,28,11,2333.257515
2011,3,28,12,2025.39663
2011,3,28,13,1567.783258
2011,3,28,14,1460.268111
2011,3,28,15,944.3813204
2011,3,28,16,787.7638945
2011,3,28,17,922.5667149
2011,3,28,18,942.2145688
2011,3,28,19,851.8331901
2011,3,28,20,759.6175915
2011,3,28,21,547.0957596
2011,3,28,22,544.9376925
2011,3,28,23,544.1761113
2011,3,29,0,409.2512137
2011,3,29,1,251.6219192
2011,3,29,2,276.2070258
2011,3,29,3,262.2196881
2011,3,29,4,302.8730717
2011,3,29,5,317.9616616
2011,3,29,6,348.1817498
2011,3,29,7,408.5575667
2011,3,29,8,491.0370949
2011,3,29,9,663.7764351
2011,3,29,10,915.2374554
2011,3,29,11,1153.994745
2011,3,29,12,1348.276443
2011,3,29,13,1330.170136
2011,3,29,14,1080.464681
2011,3,29,15,925.1380011
2011,3,29,16,931.366519
2011,3,29,17,914.2005661
2011,3,29,18,966.3062613
2011,3,29,19,1008.933314
2011,3,29,20,930.5226986
2011,3,29,21,1022.30567
2011,3,29,22,1202.188847
2011,3,29,23,1476.171915
2011,3,30,0,1782.341584
2011,3,30,1,2054.379591
2011,3,30,2,2145.897968
2011,3,30,3,2565.850636
2011,3,30,4,2830.848484
2011,3,30,5,2957.399576
2011,3,30,6,2963.513673
2011,3,30,7,2854.453916
2011,3,30,8,2690.578226
2011,3,30,9,2748.912426
2011,3,30,10,2873.32537
2011,3,30,11,3108.932645
2011,3,30,12,3317.648623
2011,3,30,13,3563.832224
2011,3,30,14,3711.149778
2011,3,30,15,3760.691821
2011,3,30,16,3861.052426
2011,3,30,17,3778.801723
2011,3,30,18,3491.192437
2011,3,30,19,3211.091717
2011,3,30,20,3041.012538
2011,3,30,21,2983.000132
2011,3,30,22,2901.686216
2011,3,30,23,2794.721672
2011,3,31,0,2749.949328
2011,3,31,1,2845.68322
2011,3,31,2,2914.994182
2011,3,31,3,3051.667506
2011,3,31,4,3079.663635
2011,3,31,5,3211.131025
2011,3,31,6,3253.289705
2011,3,31,7,3228.736788
2011,3,31,8,3278.443315
2011,3,31,9,3667.761141
2011,3,31,10,3736.614447
2011,3,31,11,3843.755967
2011,3,31,12,3879.055037
2011,3,31,13,3853.275724
2011,3,31,14,3888.244069
2011,3,31,15,3914.130648
2011,3,31,16,3942.073145
2011,3,31,17,3755.754076
2011,3,31,18,3253.933294
2011,3,31,19,3044.766808
2011,3,31,20,3035.316763
2011,3,31,21,2828.681739
2011,3,31,22,2709.066095
2011,3,31,23,2320.450087
2011,4,1,0,1835.84529
2011,4,1,1,1403.367669
2011,4,1,2,1186.596108
2011,4,1,3,1023.85028
2011,4,1,4,810.9795818
2011,4,1,5,514.4637439
2011,4,1,6,468.8046677
2011,4,1,7,259.0661001
2011,4,1,8,350.6488417
2011,4,1,9,299.2689717
2011,4,1,10,341.9746878
2011,4,1,11,484.2579574
2011,4,1,12,622.5193004
2011,4,1,13,1043.025662
2011,4,1,14,1618.455182
2011,4,1,15,2048.96629
2011,4,1,16,2318.996643
2011,4,1,17,2429.370408
2011,4,1,18,2717.841388
2011,4,1,19,2782.536399
2011,4,1,20,2912.72376
2011,4,1,21,2716.393286
2011,4,1,22,3169.394282
2011,4,1,23,3167.685194
2011,4,2,0,3527.244168
2011,4,2,1,3706.237042
2011,4,2,2,3046.751208
2011,4,2,3,3170.963921
2011,4,2,4,3851.559486
2011,4,2,5,3781.032837
2011,4,2,6,3713.852848
2011,4,2,7,3725.051315
2011,4,2,8,3917.36648
2011,4,2,9,3957.866116
2011,4,2,10,3939.688309
2011,4,2,11,3974.935527
2011,4,2,12,4014.773714
2011,4,2,13,4030.430796
2011,4,2,14,4032.316102
2011,4,2,15,4016.618664
2011,4,2,16,3996.635215
2011,4,2,17,3888.404967
2011,4,2,18,3934.968655
2011,4,2,19,3887.900827
2011,4,2,20,3845.552653
2011,4,2,21,3622.477482
2011,4,2,22,3732.903098
2011,4,2,23,3541.199338
2011,4,3,0,3091.643099
2011,4,3,1,3106.015046
2011,4,3,2,3063.581055
2011,4,3,3,2995.736028
2011,4,3,4,2873.46482
2011,4,3,5,2702.216464
2011,4,3,6,2337.666098
2011,4,3,7,1849.675322
2011,4,3,8,1559.291461
2011,4,3,9,1440.427692
2011,4,3,10,1233.009616
2011,4,3,11,1061.868518
2011,4,3,12,1140.7082
2011,4,3,13,1116.391254
2011,4,3,14,1331.285686
2011,4,3,15,1385.295071
2011,4,3,16,1622.720742
2011,4,3,17,1719.016504
2011,4,3,18,1922.170278
2011,4,3,19,1995.433974
2011,4,3,20,1952.510142
2011,4,3,21,1591.42445
2011,4,3,22,1030.107401
2011,4,3,23,961.8869476
2011,4,4,0,1001.621424
2011,4,4,1,1057.899725
2011,4,4,2,1060.885262
2011,4,4,3,1340.220848
2011,4,4,4,1237.986708
2011,4,4,5,1085.667026
2011,4,4,6,982.81432
2011,4,4,7,989.893801
2011,4,4,8,967.243035
2011,4,4,9,1036.779271
2011,4,4,10,883.9912017
2011,4,4,11,1075.802234
2011,4,4,12,1056.380137
2011,4,4,13,1098.692552
2011,4,4,14,1208.678116
2011,4,4,15,1356.09246
2011,4,4,16,1322.790314
2011,4,4,17,1428.285302
2011,4,4,18,1360.13636
2011,4,4,19,1694.109083
2011,4,4,20,1876.856241
2011,4,4,21,2165.017158
2011,4,4,22,2451.645741
2011,4,4,23,2782.39695
2011,4,5,0,2564.037871
2011,4,5,1,2643.092076
2011,4,5,2,3113.920461
2011,4,5,3,3203.454438
2011,4,5,4,3667.707508
2011,4,5,5,3681.491043
2011,4,5,6,3670.639406
2011,4,5,7,3558.372427
2011,4,5,8,3746.804609
2011,4,5,9,3837.829583
2011,4,5,10,3880.563895
2011,4,5,11,3802.739674
2011,4,5,12,3603.218332
2011,4,5,13,3636.632882
2011,4,5,14,3605.429517
2011,4,5,15,3526.827024
2011,4,5,16,3266.4368
2011,4,5,17,2781.914258
2011,4,5,18,2399.586535
2011,4,5,19,2155.27292
2011,4,5,20,1903.668882
2011,4,5,21,1965.660812
2011,4,5,22,1977.695937
2011,4,5,23,1956.276327
2011,4,6,0,1805.503645
2011,4,6,1,1845.08438
2011,4,6,2,1857.112357
2011,4,6,3,2063.271838
2011,4,6,4,2259.627335
2011,4,6,5,1831.150685
2011,4,6,6,1940.517938
2011,4,6,7,2415.712011
2011,4,6,8,2464.803573
2011,4,6,9,2394.21613
2011,4,6,10,2441.598603
2011,4,6,11,2670.734226
2011,4,6,12,2718.735253
2011,4,6,13,2570.763372
2011,4,6,14,2475.522897
2011,4,6,15,2402.325351
2011,4,6,16,2820.6573
2011,4,6,17,2912.026538
2011,4,6,18,2552.785771
2011,4,6,19,2112.406308
2011,4,6,20,1742.106536
2011,4,6,21,1524.587702
2011,4,6,22,1230.320839
2011,4,6,23,933.2257745
2011,4,7,0,770.5693315
2011,4,7,1,678.3430024
2011,4,7,2,652.0416596
2011,4,7,3,667.7094791
2011,4,7,4,695.4195701
2011,4,7,5,558.3994297
2011,4,7,6,613.8982732
2011,4,7,7,568.975746
2011,4,7,8,380.8975335
2011,4,7,9,189.3153356
2011,4,7,10,65.15267879
2011,4,7,11,53.50371428
2011,4,7,12,57.38670286
2011,4,7,13,83.54502678
2011,4,7,14,246.3873935
2011,4,7,15,829.4041096
2011,4,7,16,911.5582719
2011,4,7,17,954.2210778
2011,4,7,18,691.697478
2011,4,7,19,728.2855239
2011,4,7,20,758.4341033
2011,4,7,21,709.3353924
2011,4,7,22,790.6546774
2011,4,7,23,762.0453494
2011,4,8,0,755.7167224
2011,4,8,1,677.3990729
2011,4,8,2,673.1704548
2011,4,8,3,642.2376484
2011,4,8,4,643.52483
2011,4,8,5,579.1945117
2011,4,8,6,615.1854516
2011,4,8,7,499.4395104
2011,4,8,8,405.8759418
2011,4,8,9,357.5566983
2011,4,8,10,386.797101
2011,4,8,11,386.4025209
2011,4,8,12,322.3952771
2011,4,8,13,272.9461746
2011,4,8,14,269.3236858
2011,4,8,15,202.1278672
2011,4,8,16,464.9931871
2011,4,8,17,607.2156669
2011,4,8,18,1267.452362
2011,4,8,19,1950.854686
2011,4,8,20,2304.41399
2011,4,8,21,2247.985522
2011,4,8,22,2048.494322
2011,4,8,23,1835.26607
2011,4,9,0,1673.8253
2011,4,9,1,2068.978337
2011,4,9,2,2210.943385
2011,4,9,3,2364.957857
2011,4,9,4,2457.223513
2011,4,9,5,2515.858073
2011,4,9,6,2557.087102
2011,4,9,7,2542.005665
2011,4,9,8,2529.648745
2011,4,9,9,2663.483111
2011,4,9,10,2626.519654
2011,4,9,11,2881.062739
2011,4,9,12,3122.319305
2011,4,9,13,3051.926738
2011,4,9,14,3190.310904
2011,4,9,15,3274.860679
2011,4,9,16,3326.047467
2011,4,9,17,3434.184225
2011,4,9,18,3453.285018
2011,4,9,19,3638.817513
2011,4,9,20,3349.474103
2011,4,9,21,3373.826789
2011,4,9,22,2960.295727
2011,4,9,23,2911.972906
2011,4,10,0,2713.511433
2011,4,10,1,2673.301434
2011,4,10,2,2497.909082
2011,4,10,3,2521.597752
2011,4,10,4,2377.043027
2011,4,10,5,1922.114864
2011,4,10,6,1347.804469
2011,4,10,7,946.0224715
2011,4,10,8,871.3589701
2011,4,10,9,1034.387265
2011,4,10,10,1081.497995
2011,4,10,11,1118.686725
2011,4,10,12,1075.594853
2011,4,10,13,820.157877
2011,4,10,14,686.1697629
2011,4,10,15,877.212061
2011,4,10,16,702.9424091
2011,4,10,17,506.1614408
2011,4,10,18,545.3560248
2011,4,10,19,1028.155179
2011,4,10,20,1161.50686
2011,4,10,21,1416.260913
2011,4,10,22,1720.571333
2011,4,10,23,1867.778061
2011,4,11,0,1789.0528
2011,4,11,1,1592.561442
2011,4,11,2,1561.132836
2011,4,11,3,2420.757021
2011,4,11,4,2660.98026
2011,4,11,5,3377.892143
2011,4,11,6,3719.183906
2011,4,11,7,3763.019489
2011,4,11,8,3912.485929
2011,4,11,9,3935.51569
2011,4,11,10,3704.552989
2011,4,11,11,3783.921839
2011,4,11,12,3765.801227
2011,4,11,13,3803.311744
2011,4,11,14,3716.849114
2011,4,11,15,3718.486684
2011,4,11,16,3488.143061
2011,4,11,17,3292.141033
2011,4,11,18,2767.336973
2011,4,11,19,2445.000674
2011,4,11,20,2141.103221
2011,4,11,21,1679.392349
2011,4,11,22,1381.571453
2011,4,11,23,1087.254545
2011,4,12,0,900.166742
2011,4,12,1,761.6019915
2011,4,12,2,546.7826462
2011,4,12,3,367.9971462
2011,4,12,4,223.5542792
2011,4,12,5,94.96516021
2011,4,12,6,22.52562152
2011,4,12,7,9.010248609
2011,4,12,8,4.183329711
2011,4,12,9,0.214529729
2011,4,12,10,6.178456179
2011,4,12,11,13.21503127
2011,4,12,12,19.30767559
2011,4,12,13,26.8162161
2011,4,12,14,33.10193719
2011,4,12,15,21.56023774
2011,4,12,16,28.01758266
2011,4,12,17,54.87670446
2011,4,12,18,39.79526469
2011,4,12,19,45.90936196
2011,4,12,20,34.11022688
2011,4,12,21,53.95422679
2011,4,12,22,59.21020514
2011,4,12,23,82.48668072
2011,4,13,0,98.46914551
2011,4,13,1,60.92644297
2011,4,13,2,88.42915437
2011,4,13,3,120.1366481
2011,4,13,4,121.5525448
2011,4,13,5,158.1513154
2011,4,13,6,177.8665978
2011,4,13,7,81.67146791
2011,4,13,8,85.94060902
2011,4,13,9,90.72462263
2011,4,13,10,114.0010982
2011,4,13,11,271.456724
2011,4,13,12,648.4661598
2011,4,13,13,1369.872945
2011,4,13,14,2283.928182
2011,4,13,15,3024.779784
2011,4,13,16,3419.089
2011,4,13,17,3623.34275
2011,4,13,18,3562.427044
2011,4,13,19,3279.301434
2011,4,13,20,2545.405943
2011,4,13,21,1986.562651
2011,4,13,22,1403.796741
2011,4,13,23,1251.104009
2011,4,14,0,1168.56488
2011,4,14,1,831.5458388
2011,4,14,2,636.1940419
2011,4,14,3,581.7831702
2011,4,14,4,474.2394198
2011,4,14,5,431.7196249
2011,4,14,6,397.8239277
2011,4,14,7,421.4221979
2011,4,14,8,559.5941589
2011,4,14,9,799.380678
2011,4,14,10,1138.963366
2011,4,14,11,1596.970025
2011,4,14,12,1264.252295
2011,4,14,13,1029.27073
2011,4,14,14,1458.380246
2011,4,14,15,1684.573248
2011,4,14,16,2145.340196
2011,4,14,17,2377.171753
2011,4,14,18,2350.119546
2011,4,14,19,2339.360888
2011,4,14,20,1987.939732
2011,4,14,21,1554.58968
2011,4,14,22,1322.404157
2011,4,14,23,1032.617395
2011,4,15,0,982.6534227
2011,4,15,1,694.6472618
2011,4,15,2,514.6997246
2011,4,15,3,259.3235352
2011,4,15,4,152.4233723
2011,4,15,5,98.89820497
2011,4,15,6,43.33500521
2011,4,15,7,12.87178373
2011,4,15,8,21.23844315
2011,4,15,9,66.50421592
2011,4,15,10,47.08927547
2011,4,15,11,24.24185935
2011,4,15,12,25.74356745
2011,4,15,13,13.40810805
2011,4,15,14,27.67433501
2011,4,15,15,12.97904859
2011,4,15,16,7.07948105
2011,4,15,17,5.470508084
2011,4,15,18,33.68116742
2011,4,15,19,45.58756737
2011,4,15,20,90.63881041
2011,4,15,21,60.92644297
2011,4,15,22,84.35308952
2011,4,15,23,202.4946113
2011,4,16,0,395.1208551
2011,4,16,1,707.5619541
2011,4,16,2,965.8557475
2011,4,16,3,1321.395858
2011,4,16,4,1491.914814
2011,4,16,5,1713.252287
2011,4,16,6,1780.521656
2011,4,16,7,1731.23345
2011,4,16,8,1891.025927
2011,4,16,9,2264.329116
2011,4,16,10,2721.540219
2011,4,16,11,3102.604018
2011,4,16,12,3520.451259
2011,4,16,13,3738.588136
2011,4,16,14,3914.695595
2011,4,16,15,4026.315398
2011,4,16,16,4023.741041
2011,4,16,17,3786.67498
2011,4,16,18,3553.009183
2011,4,16,19,3311.545263
2011,4,16,20,3231.00006
2011,4,16,21,3082.327397
2011,4,16,22,2870.407771
2011,4,16,23,2742.837663
2011,4,17,0,2441.844793
2011,4,17,1,2249.623092
2011,4,17,2,2335.013074
2011,4,17,3,2273.822043
2011,4,17,4,2007.37612
2011,4,17,5,1908.227626
2011,4,17,6,1738.774176
2011,4,17,7,1696.018403
2011,4,17,8,1907.083472
2011,4,17,9,1954.580359
2011,4,17,10,2055.752574
2011,4,17,11,2133.991568
2011,4,17,12,1923.580813
2011,4,17,13,2013.951461
2011,4,17,14,2078.911061
2011,4,17,15,2221.412433
2011,4,17,16,2284.151655
2011,4,17,17,2476.695674
2011,4,17,18,2463.831026
2011,4,17,19,2185.64675
2011,4,17,20,1963.000651
2011,4,17,21,1715.379711
2011,4,17,22,1559.688335
2011,4,17,23,1411.165832
2011,4,18,0,1510.160578
2011,4,18,1,1612.001418
2011,4,18,2,1847.88399
2011,4,18,3,1926.777311
2011,4,18,4,2042.537548
2011,4,18,5,2359.440866
2011,4,18,6,2479.180626
2011,4,18,7,2538.154854
2011,4,18,8,2580.792637
2011,4,18,9,2398.667621
2011,4,18,10,2014.80958
2011,4,18,11,2230.626487
2011,4,18,12,2303.781125
2011,4,18,13,2272.706499
2011,4,18,14,2767.998423
2011,4,18,15,2893.845144
2011,4,18,16,3073.513792
2011,4,18,17,2955.200646
2011,4,18,18,2606.42894
2011,4,18,19,2918.619766
2011,4,18,20,2894.220571
2011,4,18,21,2769.149739
2011,4,18,22,2548.345016
2011,4,18,23,2529.863274
2011,4,19,0,2398.217101
2011,4,19,1,2232.739613
2011,4,19,2,2500.043642
2011,4,19,3,2532.59752
2011,4,19,4,2259.920519
2011,4,19,5,1941.300977
2011,4,19,6,1419.651502
2011,4,19,7,1306.664825
2011,4,19,8,1163.48053
2011,4,19,9,936.7226064
2011,4,19,10,713.221963
2011,4,19,11,527.8851291
2011,4,19,12,440.6333358
2011,4,19,13,379.0096712
2011,4,19,14,349.4474739
2011,4,19,15,311.1038611
2011,4,19,16,301.671704
2011,4,19,17,215.3449424
2011,4,19,18,175.592583
2011,4,19,19,131.7784613
2011,4,19,20,45.22286666
2011,4,19,21,39.81671774
2011,4,19,22,43.76406467
2011,4,19,23,32.50125391
2011,4,20,0,21.9892972
2011,4,20,1,16.62605398
2011,4,20,2,27.99612961
2011,4,20,3,59.31747001
2011,4,20,4,121.3165616
2011,4,20,5,130.7558697
2011,4,20,6,89.67342663
2011,4,20,7,38.72261605
2011,4,20,8,44.51491872
2011,4,20,9,35.50467011
2011,4,20,10,34.61079618
2011,4,20,11,15.01708101
2011,4,20,12,7.508540507
2011,4,20,13,6.757686457
2011,4,20,14,51.50858755
2011,4,20,15,202.9665761
2011,4,20,16,618.3819432
2011,4,20,17,999.1722118
2011,4,20,18,1424.820641
2011,4,20,19,1961.820737
2011,4,20,20,2187.194941
2011,4,20,21,2465.679565
2011,4,20,22,2579.076399
2011,4,20,23,2720.708929
2011,4,21,0,2990.834029
2011,4,21,1,2814.862458
2011,4,21,2,3107.134151
2011,4,21,3,3246.778733
2011,4,21,4,3712.858867
2011,4,21,5,3849.660903
2011,4,21,6,3844.394188
2011,4,21,7,3881.64728
2011,4,21,8,3996.310356
2011,4,21,9,3869.987568
2011,4,21,10,3888.887658
2011,4,21,11,3902.681931
2011,4,21,12,3910.533713
2011,4,21,13,3978.95796
2011,4,21,14,4051.286663
2011,4,21,15,4017.551863
2011,4,21,16,3767.088405
2011,4,21,17,3990.850035
2011,4,21,18,3714.088825
2011,4,21,19,3759.851588
2011,4,21,20,3656.551962
2011,4,21,21,3307.31545
2011,4,21,22,2893.469717
2011,4,21,23,2506.89787
2011,4,22,0,2209.091285
2011,4,22,1,2108.934499
2011,4,22,2,1722.523549
2011,4,22,3,1447.64661
2011,4,22,4,1229.963291
2011,4,22,5,918.0477962
2011,4,22,6,533.2994547
2011,4,22,7,387.9984688
2011,4,22,8,246.4875059
2011,4,22,9,133.4589439
2011,4,22,10,56.14719717
2011,4,22,11,28.53245393
2011,4,22,12,40.67483666
2011,4,22,13,149.1196141
2011,4,22,14,260.2460137
2011,4,22,15,346.7992269
2011,4,22,16,410.0592715
2011,4,22,17,375.6522822
2011,4,22,18,358.3504593
2011,4,22,19,403.2443813
2011,4,22,20,533.2279427
2011,4,22,21,561.7460948
2011,4,22,22,491.4017981
2011,4,22,23,445.0419224
2011,4,23,0,379.2957097
2011,4,23,1,339.2787661
2011,4,23,2,233.4083449
2011,4,23,3,225.8998044
2011,4,23,4,161.6481506
2011,4,23,5,118.2058806
2011,4,23,6,99.21999956
2011,4,23,7,78.08882128
2011,4,23,8,87.49237452
2011,4,23,9,146.8455994
2011,4,23,10,172.9109614
2011,4,23,11,165.9172942
2011,4,23,12,123.8020414
2011,4,23,13,111.9201597
2011,4,23,14,102.2949254
2011,4,23,15,83.85252002
2011,4,23,16,89.7806915
2011,4,23,17,191.7967284
2011,4,23,18,397.3734173
2011,4,23,19,524.0961274
2011,4,23,20,626.0621082
2011,4,23,21,606.6257134
2011,4,23,22,411.1462268
2011,4,23,23,290.0441933
2011,4,24,0,191.3605181
2011,4,24,1,128.031342
2011,4,24,2,159.6029657
2011,4,24,3,379.8177356
2011,4,24,4,749.3676755
2011,4,24,5,1034.040449
2011,4,24,6,1075.705693
2011,4,24,7,1117.313736
2011,4,24,8,1128.033067
2011,4,24,9,1677.300684
2011,4,24,10,2432.427457
2011,4,24,11,2702.216464
2011,4,24,12,2958.36496
2011,4,24,13,3297.429196
2011,4,24,14,3384.957326
2011,4,24,15,3454.196796
2011,4,24,16,3436.676876
2011,4,24,17,3236.374041
2011,4,24,18,2800.885814
2011,4,24,19,2792.748009
2011,4,24,20,2659.203253
2011,4,24,21,1996.274206
2011,4,24,22,1492.258056
2011,4,24,23,1076.671076
2011,4,25,0,767.8519506
2011,4,25,1,517.338441
2011,4,25,2,387.0759903
2011,4,25,3,206.1630694
2011,4,25,4,204.8329857
2011,4,25,5,287.7487259
2011,4,25,6,288.9357903
2011,4,25,7,227.2298881
2011,4,25,8,203.0309356
2011,4,25,9,457.6669982
2011,4,25,10,1391.05367
2011,4,25,11,3143.547011
2011,4,25,12,3686.478859
2011,4,25,13,3874.835935
2011,4,25,14,3927.520896
2011,4,25,15,4081.495497
2011,4,25,16,4099.341322
2011,4,25,17,4140.563215
2011,4,25,18,4008.720398
2011,4,25,19,3771.915324
2011,4,25,20,3797.412177
2011,4,25,21,2937.802291
2011,4,25,22,2568.314167
2011,4,25,23,2431.462073
2011,4,26,0,2545.255796
2011,4,26,1,2251.435871
2011,4,26,2,1966.690565
2011,4,26,3,1762.277437
2011,4,26,4,2009.688456
2011,4,26,5,1984.282002
2011,4,26,6,2047.042672
2011,4,26,7,2169.753677
2011,4,26,8,2762.510041
2011,4,26,9,3355.531007
2011,4,26,10,3664.900735
2011,4,26,11,3559.209098
2011,4,26,12,3791.705691
2011,4,26,13,3793.958254
2011,4,26,14,3819.487291
2011,4,26,15,3747.190773
2011,4,26,16,3674.057583
2011,4,26,17,3670.889708
2011,4,26,18,3254.201456
2011,4,26,19,3128.487035
2011,4,26,20,2845.822669
2011,4,26,21,2861.48334
2011,4,26,22,2770.469102
2011,4,26,23,2510.611614
2011,4,27,0,2317.700522
2011,4,27,1,2099.977883
2011,4,27,2,1751.681719
2011,4,27,3,1317.437788
2011,4,27,4,1408.98835
2011,4,27,5,1296.596226
2011,4,27,6,1050.06939
2011,4,27,7,901.9366122
2011,4,27,8,762.1168615
2011,4,27,9,678.185683
2011,4,27,10,757.52082
2011,4,27,11,917.5686789
2011,4,27,12,1183.002735
2011,4,27,13,1405.520115
2011,4,27,14,1834.271566
2011,4,27,15,2333.032248
2011,4,27,16,2542.895955
2011,4,27,17,1835.956156
2011,4,27,18,1797.020018
2011,4,27,19,2173.486499
2011,4,27,20,2220.257555
