Year,Month,Day,Hour,reserves
2011,1,1,0,754.8162936
2011,1,1,1,747.1302468
2011,1,1,2,754.5308636
2011,1,1,3,765.3882864
2011,1,1,4,790.6985544
2011,1,1,5,842.491974
2011,1,1,6,947.4385868
2011,1,1,7,1016.034368
2011,1,1,8,1016.851647
2011,1,1,9,993.5326588
2011,1,1,10,965.4276652
2011,1,1,11,927.1509524
2011,1,1,12,889.9793704
2011,1,1,13,853.6410416
2011,1,1,14,833.8736416
2011,1,1,15,844.1597172
2011,1,1,16,907.6435656
2011,1,1,17,991.7106812
2011,1,1,18,1001.811981
2011,1,1,19,989.491008
2011,1,1,20,961.0845152
2011,1,1,21,902.4757664
2011,1,1,22,827.4941468
2011,1,1,23,772.612256
2011,1,2,0,745.5333836
2011,1,2,1,735.5635264
2011,1,2,2,741.114692
2011,1,2,3,751.200406
2011,1,2,4,774.278766
2011,1,2,5,827.9559168
2011,1,2,6,941.9958508
2011,1,2,7,1018.384062
2011,1,2,8,1026.979454
2011,1,2,9,1000.795026
2011,1,2,10,954.5211212
2011,1,2,11,906.2631612
2011,1,2,12,869.8436256
2011,1,2,13,838.9448316
2011,1,2,14,816.5424008
2011,1,2,15,833.6977496
2011,1,2,16,918.7659276
2011,1,2,17,1019.881982
2011,1,2,18,1033.250008
2011,1,2,19,1029.419232
2011,1,2,20,1006.316133
2011,1,2,21,942.0601164
2011,1,2,22,852.8406512
2011,1,2,23,792.6456768
2011,1,3,0,772.1696096
2011,1,3,1,767.9609684
2011,1,3,2,782.3200244
2011,1,3,3,806.7967708
2011,1,3,4,853.0978408
2011,1,3,5,947.7692284
2011,1,3,6,1110.728492
2011,1,3,7,1184.42477
2011,1,3,8,1150.237709
2011,1,3,9,1094.125779
2011,1,3,10,1035.430718
2011,1,3,11,974.6905636
2011,1,3,12,919.3283788
2011,1,3,13,876.6951836
2011,1,3,14,864.2395744
2011,1,3,15,875.3792116
2011,1,3,16,950.2878904
2011,1,3,17,1054.147472
2011,1,3,18,1074.485867
2011,1,3,19,1065.768422
2011,1,3,20,1033.586342
2011,1,3,21,958.6672992
2011,1,3,22,867.4672392
2011,1,3,23,807.9691716
2011,1,4,0,782.3707088
2011,1,4,1,783.213126
2011,1,4,2,789.7309972
2011,1,4,3,801.797672
2011,1,4,4,834.899602
2011,1,4,5,915.0855836
2011,1,4,6,1054.054964
2011,1,4,7,1117.439586
2011,1,4,8,1085.050737
2011,1,4,9,1045.575878
2011,1,4,10,1013.386847
2011,1,4,11,975.784824
2011,1,4,12,945.9094168
2011,1,4,13,918.738578
2011,1,4,14,910.441748
2011,1,4,15,926.461136
2011,1,4,16,983.3738652
2011,1,4,17,1040.674669
2011,1,4,18,1033.386231
2011,1,4,19,1003.038374
2011,1,4,20,962.5495908
2011,1,4,21,883.1012664
2011,1,4,22,800.7162844
2011,1,4,23,743.1836808
2011,1,5,0,705.0402808
2011,1,5,1,698.026754
2011,1,5,2,696.9486068
2011,1,5,3,705.7972632
2011,1,5,4,733.8371476
2011,1,5,5,803.6001412
2011,1,5,6,928.264902
2011,1,5,7,998.8992916
2011,1,5,8,976.428486
2011,1,5,9,943.9528596
2011,1,5,10,923.4850152
2011,1,5,11,915.2471504
2011,1,5,12,910.9782628
2011,1,5,13,898.6953984
2011,1,5,14,892.847622
2011,1,5,15,896.8582872
2011,1,5,16,940.824408
2011,1,5,17,977.875824
2011,1,5,18,958.223764
2011,1,5,19,921.6863028
2011,1,5,20,879.113246
2011,1,5,21,812.5458536
2011,1,5,22,746.6171904
2011,1,5,23,694.3951724
2011,1,6,0,640.9132884
2011,1,6,1,624.9586504
2011,1,6,2,613.5977532
2011,1,6,3,614.6054684
2011,1,6,4,628.9528548
2011,1,6,5,662.1553216
2011,1,6,6,719.35405
2011,1,6,7,750.5303964
2011,1,6,8,757.3096896
2011,1,6,9,764.6383728
2011,1,6,10,767.9387916
2011,1,6,11,764.709566
2011,1,6,12,756.022812
2011,1,6,13,745.3059668
2011,1,6,14,737.9265664
2011,1,6,15,738.8902384
2011,1,6,16,775.4399088
2011,1,6,17,818.8725872
2011,1,6,18,815.7266736
2011,1,6,19,796.6516664
2011,1,6,20,773.0665632
2011,1,6,21,736.1830376
2011,1,6,22,688.050042
2011,1,6,23,644.6625404
2011,1,7,0,612.6157624
2011,1,7,1,598.1800552
2011,1,7,2,592.134574
2011,1,7,3,596.4167948
2011,1,7,4,614.4552456
2011,1,7,5,649.4581384
2011,1,7,6,705.964826
2011,1,7,7,751.1796792
2011,1,7,8,764.2019028
2011,1,7,9,773.0124056
2011,1,7,10,772.4084232
2011,1,7,11,765.987368
2011,1,7,12,756.9807184
2011,1,7,13,749.2294604
2011,1,7,14,739.9500512
2011,1,7,15,744.9064508
2011,1,7,16,794.9175804
2011,1,7,17,860.982484
2011,1,7,18,862.2475572
2011,1,7,19,844.29448
2011,1,7,20,820.7915356
2011,1,7,21,786.6769712
2011,1,7,22,735.6033716
2011,1,7,23,697.062692
2011,1,8,0,668.1114176
2011,1,8,1,657.379866
2011,1,8,2,658.3982676
2011,1,8,3,669.7935452
2011,1,8,4,692.0497536
2011,1,8,5,734.8748672
2011,1,8,6,817.5952568
2011,1,8,7,889.1311424
2011,1,8,8,917.4233548
2011,1,8,9,917.2139664
2011,1,8,10,897.329176
2011,1,8,11,867.146396
2011,1,8,12,835.9183336
2011,1,8,13,811.288678
2011,1,8,14,789.4491604
2011,1,8,15,796.5200912
2011,1,8,16,850.1952052
2011,1,8,17,932.5504268
2011,1,8,18,940.3817656
2011,1,8,19,924.3127568
2011,1,8,20,900.4300056
2011,1,8,21,851.1047236
2011,1,8,22,787.1027356
2011,1,8,23,738.847504
2011,1,9,0,715.3933452
2011,1,9,1,710.813336
2011,1,9,2,717.3174416
2011,1,9,3,725.2988556
2011,1,9,4,743.8144964
2011,1,9,5,783.9809604
2011,1,9,6,871.3692496
2011,1,9,7,943.1804756
2011,1,9,8,968.3104984
2011,1,9,9,953.4300316
2011,1,9,10,928.309418
2011,1,9,11,895.8438584
2011,1,9,12,873.5159616
2011,1,9,13,853.7912872
2011,1,9,14,837.2733512
2011,1,9,15,849.8102056
2011,1,9,16,911.3791524
2011,1,9,17,993.4396568
2011,1,9,18,1000.451968
2011,1,9,19,987.2704944
2011,1,9,20,963.2852772
2011,1,9,21,902.2633072
2011,1,9,22,819.774414
2011,1,9,23,759.9386804
2011,1,10,0,731.5290284
2011,1,10,1,729.5963504
2011,1,10,2,740.2131824
2011,1,10,3,758.4175084
2011,1,10,4,796.6260728
2011,1,10,5,890.8732108
2011,1,10,6,1042.020118
2011,1,10,7,1113.476091
2011,1,10,8,1083.720977
2011,1,10,9,1031.98676
2011,1,10,10,988.9523356
2011,1,10,11,947.1065952
2011,1,10,12,912.8031336
2011,1,10,13,896.2435356
2011,1,10,14,884.599214
2011,1,10,15,901.139146
2011,1,10,16,966.6610348
2011,1,10,17,1049.020676
2011,1,10,18,1053.214249
2011,1,10,19,1045.073764
2011,1,10,20,1008.363914
2011,1,10,21,942.8396
2011,1,10,22,859.6103772
2011,1,10,23,803.4576264
2011,1,11,0,776.1815116
2011,1,11,1,768.8806204
2011,1,11,2,774.3770176
2011,1,11,3,789.1496172
2011,1,11,4,826.4339264
2011,1,11,5,899.342758
2011,1,11,6,1039.192687
2011,1,11,7,1102.552951
2011,1,11,8,1067.656686
2011,1,11,9,1036.147102
2011,1,11,10,1011.660966
2011,1,11,11,986.602932
2011,1,11,12,972.017578
2011,1,11,13,961.9010088
2011,1,11,14,959.476536
2011,1,11,15,976.3503152
2011,1,11,16,1025.311531
2011,1,11,17,1074.372152
2011,1,11,18,1072.106148
2011,1,11,19,1045.181862
2011,1,11,20,1005.606456
2011,1,11,21,930.1085332
2011,1,11,22,850.8672948
2011,1,11,23,796.9057864
2011,1,12,0,761.5074792
2011,1,12,1,745.1836728
2011,1,12,2,739.7730016
2011,1,12,3,746.2659076
2011,1,12,4,763.9928132
2011,1,12,5,817.3673188
2011,1,12,6,920.9802136
2011,1,12,7,979.6200972
2011,1,12,8,960.9139796
2011,1,12,9,933.0598944
2011,1,12,10,917.3427444
2011,1,12,11,904.7755536
2011,1,12,12,894.3809332
2011,1,12,13,883.3468864
2011,1,12,14,871.5497352
2011,1,12,15,870.731702
2011,1,12,16,906.5132968
2011,1,12,17,937.3807036
2011,1,12,18,919.2975232
2011,1,12,19,883.4485636
2011,1,12,20,841.584974
2011,1,12,21,781.7408164
2011,1,12,22,719.3626472
2011,1,12,23,670.7883508
2011,1,13,0,636.377374
2011,1,13,1,624.368648
2011,1,13,2,623.3055516
2011,1,13,3,626.9456568
2011,1,13,4,637.7863208
2011,1,13,5,669.5698876
2011,1,13,6,724.56601
2011,1,13,7,759.9229564
2011,1,13,8,770.4132948
2011,1,13,9,781.1133808
2011,1,13,10,783.1070812
2011,1,13,11,772.8228832
2011,1,13,12,753.6898684
2011,1,13,13,742.0772216
2011,1,13,14,726.681876
2011,1,13,15,724.6983728
2011,1,13,16,756.785996
2011,1,13,17,806.8691504
2011,1,13,18,798.2525
2011,1,13,19,768.0259336
2011,1,13,20,735.4045016
2011,1,13,21,699.4361172
2011,1,13,22,652.2006068
2011,1,13,23,609.3133692
2011,1,14,0,577.017946
2011,1,14,1,557.470532
2011,1,14,2,546.7055512
2011,1,14,3,543.9895796
2011,1,14,4,557.9688904
2011,1,14,5,591.8124536
2011,1,14,6,643.5362028
2011,1,14,7,684.2959108
2011,1,14,8,705.8415532
2011,1,14,9,718.6992652
2011,1,14,10,722.2262676
2011,1,14,11,720.4152324
2011,1,14,12,714.9985324
2011,1,14,13,701.0174376
2011,1,14,14,688.7454276
2011,1,14,15,687.0032872
2011,1,14,16,717.4522784
2011,1,14,17,764.4097056
2011,1,14,18,753.21825
2011,1,14,19,731.3944872
2011,1,14,20,702.806644
2011,1,14,21,669.7755388
2011,1,14,22,626.8858572
2011,1,14,23,583.9436416
2011,1,15,0,555.3518168
2011,1,15,1,534.1659812
2011,1,15,2,525.9387764
2011,1,15,3,525.9657996
2011,1,15,4,538.395604
2011,1,15,5,565.1883396
2011,1,15,6,625.5479624
2011,1,15,7,683.3515564
2011,1,15,8,715.5999508
2011,1,15,9,730.5853428
2011,1,15,10,739.31119
2011,1,15,11,737.2332472
2011,1,15,12,728.912634
2011,1,15,13,724.2958564
2011,1,15,14,722.6306968
2011,1,15,15,736.1431428
2011,1,15,16,775.3300408
2011,1,15,17,828.2258796
2011,1,15,18,821.3634512
2011,1,15,19,792.4508872
2011,1,15,20,756.984
2011,1,15,21,705.885542
2011,1,15,22,652.159692
2011,1,15,23,611.106912
2011,1,16,0,577.2647016
2011,1,16,1,561.2033048
2011,1,16,2,554.1980412
2011,1,16,3,554.6453468
2011,1,16,4,560.5217904
2011,1,16,5,586.1524296
2011,1,16,6,646.7078368
2011,1,16,7,698.8338948
2011,1,16,8,726.72464
2011,1,16,9,737.1914064
2011,1,16,10,739.0142504
2011,1,16,11,730.046416
2011,1,16,12,717.5111888
2011,1,16,13,704.7076128
2011,1,16,14,703.3040536
2011,1,16,15,711.2014596
2011,1,16,16,748.8491932
2011,1,16,17,800.8076068
2011,1,16,18,797.1068824
2011,1,16,19,774.3055728
2011,1,16,20,740.0723532
2011,1,16,21,726.690592
2011,1,16,22,671.41962
2011,1,16,23,626.294126
2011,1,17,0,597.7777324
2011,1,17,1,579.754712
2011,1,17,2,575.429558
2011,1,17,3,579.3218576
2011,1,17,4,600.9473528
2011,1,17,5,642.7371136
2011,1,17,6,691.6487556
2011,1,17,7,751.7514656
2011,1,17,8,757.8052456
2011,1,17,9,754.305788
2011,1,17,10,770.0059368
2011,1,17,11,778.0939028
2011,1,17,12,764.5742856
2011,1,17,13,759.0618028
2011,1,17,14,751.884818
2011,1,17,15,758.965006
2011,1,17,16,803.4328528
2011,1,17,17,841.460684
2011,1,17,18,846.5585796
2011,1,17,19,832.4221512
2011,1,17,20,803.100878
2011,1,17,21,743.0881252
2011,1,17,22,706.8047876
2011,1,17,23,668.6462924
2011,1,18,0,640.677166
2011,1,18,1,629.9372112
2011,1,18,2,628.4440136
2011,1,18,3,635.2182024
2011,1,18,4,668.7266528
2011,1,18,5,728.98036
2011,1,18,6,860.4039976
2011,1,18,7,926.222092
2011,1,18,8,893.6943088
2011,1,18,9,846.109664
2011,1,18,10,811.0973832
2011,1,18,11,801.7203368
2011,1,18,12,803.7450904
2011,1,18,13,804.2081896
2011,1,18,14,807.424252
2011,1,18,15,827.2083388
2011,1,18,16,883.1568124
2011,1,18,17,944.6831908
2011,1,18,18,944.4179176
2011,1,18,19,924.8194472
2011,1,18,20,896.6415012
2011,1,18,21,832.4365268
2011,1,18,22,771.9900016
2011,1,18,23,729.2350516
2011,1,19,0,706.5503136
2011,1,19,1,699.4493156
2011,1,19,2,703.900024
2011,1,19,3,717.9663184
2011,1,19,4,754.1997408
2011,1,19,5,825.7999896
2011,1,19,6,937.8221104
2011,1,19,7,1015.069157
2011,1,19,8,977.6147488
2011,1,19,9,926.3796136
2011,1,19,10,875.8496688
2011,1,19,11,841.4626944
2011,1,19,12,816.8493252
2011,1,19,13,797.3109216
2011,1,19,14,787.5384428
2011,1,19,15,800.1131092
2011,1,19,16,859.53479
2011,1,19,17,949.8488588
2011,1,19,18,967.7232476
2011,1,19,19,947.8068892
2011,1,19,20,925.5476228
2011,1,19,21,875.943414
2011,1,19,22,838.507366
2011,1,19,23,786.366232
2011,1,20,0,756.956982
2011,1,20,1,744.074768
2011,1,20,2,743.6511284
2011,1,20,3,750.3528628
2011,1,20,4,755.815884
2011,1,20,5,761.714672
2011,1,20,6,835.1725912
2011,1,20,7,890.5823308
2011,1,20,8,912.41202
2011,1,20,9,921.5982064
2011,1,20,10,923.2541488
2011,1,20,11,920.3431228
2011,1,20,12,906.6586096
2011,1,20,13,893.9294732
2011,1,20,14,880.9699812
2011,1,20,15,881.3907744
2011,1,20,16,909.0027136
2011,1,20,17,943.138822
2011,1,20,18,931.7905064
2011,1,20,19,902.8520088
2011,1,20,20,867.149244
2011,1,20,21,812.1642616
2011,1,20,22,745.8898228
2011,1,20,23,694.4812224
2011,1,21,0,660.8438144
2011,1,21,1,639.349702
2011,1,21,2,634.146954
2011,1,21,3,633.2355384
2011,1,21,4,644.4146244
2011,1,21,5,678.422334
2011,1,21,6,734.84087
2011,1,21,7,776.9528808
2011,1,21,8,791.7600404
2011,1,21,9,809.695064
2011,1,21,10,816.4835608
2011,1,21,11,814.1200276
2011,1,21,12,802.2970688
2011,1,21,13,787.7841084
2011,1,21,14,775.7829048
2011,1,21,15,769.495668
2011,1,21,16,787.2725692
2011,1,21,17,821.604764
2011,1,21,18,806.265544
2011,1,21,19,771.737706
2011,1,21,20,736.885102
2011,1,21,21,702.636364
2011,1,21,22,664.0826128
2011,1,21,23,622.432324
2011,1,22,0,590.8653716
2011,1,22,1,572.5572016
2011,1,22,2,570.7134124
2011,1,22,3,574.33337
2011,1,22,4,587.3745964
2011,1,22,5,609.0457644
2011,1,22,6,646.2740064
2011,1,22,7,701.6897204
2011,1,22,8,760.6530396
2011,1,22,9,784.9798176
2011,1,22,10,787.5544212
2011,1,22,11,771.8243944
2011,1,22,12,739.5988436
2011,1,22,13,712.2458528
2011,1,22,14,693.3109008
2011,1,22,15,692.0710364
2011,1,22,16,722.2557952
2011,1,22,17,788.4616776
2011,1,22,18,794.1327292
2011,1,22,19,773.4852976
2011,1,22,20,746.185818
2011,1,22,21,704.4248928
2011,1,22,22,661.9098696
2011,1,22,23,620.1744608
2011,1,23,0,587.5881416
2011,1,23,1,570.0250444
2011,1,23,2,568.4151168
2011,1,23,3,566.1254424
2011,1,23,4,575.3739824
2011,1,23,5,601.7019592
2011,1,23,6,668.4039328
2011,1,23,7,725.111458
2011,1,23,8,719.7262276
2011,1,23,9,763.5265116
2011,1,23,10,761.3885848
2011,1,23,11,748.0893356
2011,1,23,12,731.4612488
2011,1,23,13,714.55144
2011,1,23,14,703.4895116
2011,1,23,15,711.3886768
2011,1,23,16,738.2955612
2011,1,23,17,790.6545116
2011,1,23,18,785.261204
2011,1,23,19,766.9239056
2011,1,23,20,731.8869496
2011,1,23,21,690.2069292
2011,1,23,22,645.2460348
2011,1,23,23,593.6640212
2011,1,24,0,566.6503396
2011,1,24,1,558.3568404
2011,1,24,2,548.0314208
2011,1,24,3,549.374718
2011,1,24,4,576.0140268
2011,1,24,5,636.4410148
2011,1,24,6,727.653618
2011,1,24,7,767.1030436
2011,1,24,8,742.0903072
2011,1,24,9,726.6866696
2011,1,24,10,723.7041968
2011,1,24,11,718.8691
2011,1,24,12,714.7912524
2011,1,24,13,706.0213648
2011,1,24,14,692.57412
2011,1,24,15,691.115718
2011,1,24,16,721.3396688
2011,1,24,17,778.3952888
2011,1,24,18,790.3416896
2011,1,24,19,771.314942
2011,1,24,20,743.3635256
2011,1,24,21,708.8853248
2011,1,24,22,681.7449404
2011,1,24,23,625.4484992
2011,1,25,0,594.8159856
2011,1,25,1,580.9220956
2011,1,25,2,574.4160272
2011,1,25,3,580.4451864
2011,1,25,4,604.5307912
2011,1,25,5,672.524174
2011,1,25,6,736.8612856
2011,1,25,7,793.2240872
2011,1,25,8,762.3434676
2011,1,25,9,745.15252
2011,1,25,10,730.4427552
2011,1,25,11,711.0876004
2011,1,25,12,709.2073964
2011,1,25,13,705.0443936
2011,1,25,14,699.4920976
2011,1,25,15,699.6621768
2011,1,25,16,719.3938232
2011,1,25,17,780.2461572
2011,1,25,18,791.4056296
2011,1,25,19,780.3732816
2011,1,25,20,757.2957688
2011,1,25,21,717.1547768
2011,1,25,22,659.6123312
2011,1,25,23,607.2204788
2011,1,26,0,579.269184
2011,1,26,1,569.00887
2011,1,26,2,566.01872
2011,1,26,3,570.3086256
2011,1,26,4,598.8582056
2011,1,26,5,660.9101608
2011,1,26,6,756.9406276
2011,1,26,7,816.97827
2011,1,26,8,788.6356516
2011,1,26,9,763.5985576
2011,1,26,10,741.6791684
2011,1,26,11,721.899146
2011,1,26,12,707.6943376
2011,1,26,13,686.9549968
2011,1,26,14,679.5186436
2011,1,26,15,680.1849732
2011,1,26,16,699.786478
2011,1,26,17,755.7829812
2011,1,26,18,764.0033256
2011,1,26,19,745.875678
2011,1,26,20,728.9387516
2011,1,26,21,693.3339028
2011,1,26,22,650.2946412
2011,1,26,23,608.5769036
2011,1,27,0,579.1963824
2011,1,27,1,569.3083204
2011,1,27,2,571.5481572
2011,1,27,3,575.7034176
2011,1,27,4,590.4951392
2011,1,27,5,627.9080552
2011,1,27,6,686.5831436
2011,1,27,7,726.0505528
2011,1,27,8,733.4297744
2011,1,27,9,735.027532
2011,1,27,10,724.6207696
2011,1,27,11,708.7079816
2011,1,27,12,685.153984
2011,1,27,13,668.39
2011,1,27,14,655.3561556
2011,1,27,15,655.6576592
2011,1,27,16,677.054836
2011,1,27,17,721.2239248
2011,1,27,18,729.2744684
2011,1,27,19,715.7708608
2011,1,27,20,697.0464496
2011,1,27,21,662.9492468
2011,1,27,22,624.903064
2011,1,27,23,586.3733832
2011,1,28,0,561.3476188
2011,1,28,1,552.920722
2011,1,28,2,547.0816824
2011,1,28,3,550.2658124
2011,1,28,4,565.3883092
2011,1,28,5,600.5502608
2011,1,28,6,649.7658108
2011,1,28,7,679.7260456
2011,1,28,8,698.9361744
2011,1,28,9,707.4366252
2011,1,28,10,709.6543636
2011,1,28,11,703.4618524
2011,1,28,12,694.4819952
2011,1,28,13,680.7667532
2011,1,28,14,666.4521712
2011,1,28,15,663.2409332
2011,1,28,16,682.0818912
2011,1,28,17,722.2850908
2011,1,28,18,725.888738
2011,1,28,19,709.7780396
2011,1,28,20,690.7280892
2011,1,28,21,661.7031848
2011,1,28,22,624.884576
2011,1,28,23,584.5833828
2011,1,29,0,556.4909596
2011,1,29,1,541.8705148
2011,1,29,2,535.5996164
2011,1,29,3,535.0057244
2011,1,29,4,546.9681168
2011,1,29,5,580.4975912
2011,1,29,6,638.7947056
2011,1,29,7,700.3237828
2011,1,29,8,728.2952704
2011,1,29,9,737.2091848
2011,1,29,10,733.2414972
2011,1,29,11,714.8653908
2011,1,29,12,697.9940576
2011,1,29,13,680.6955152
2011,1,29,14,666.1276408
2011,1,29,15,663.1404656
2011,1,29,16,681.1455652
2011,1,29,17,744.9928008
2011,1,29,18,757.4274812
2011,1,29,19,741.0884628
2011,1,29,20,707.6924028
2011,1,29,21,679.3994284
2011,1,29,22,643.2505444
2011,1,29,23,604.9612028
2011,1,30,0,572.3683692
2011,1,30,1,558.9418188
2011,1,30,2,555.0894256
2011,1,30,3,561.3540528
2011,1,30,4,583.4473928
2011,1,30,5,617.8864264
2011,1,30,6,680.206324
2011,1,30,7,747.1773388
2011,1,30,8,771.5916332
2011,1,30,9,774.9615004
2011,1,30,10,765.227188
2011,1,30,11,748.3025232
2011,1,30,12,727.330124
2011,1,30,13,711.8615724
2011,1,30,14,702.1982888
2011,1,30,15,706.9256548
2011,1,30,16,748.6397976
2011,1,30,17,823.2560556
2011,1,30,18,840.6125552
2011,1,30,19,825.3971276
2011,1,30,20,791.61698
2011,1,30,21,737.8243268
2011,1,30,22,682.0793548
2011,1,30,23,633.4589964
2011,1,31,0,605.6495188
2011,1,31,1,599.6021692
2011,1,31,2,598.9540992
2011,1,31,3,612.9914204
2011,1,31,4,646.1729256
2011,1,31,5,720.91042
2011,1,31,6,828.8037004
2011,1,31,7,890.794672
2011,1,31,8,865.6384804
2011,1,31,9,847.0659348
2011,1,31,10,832.5268984
2011,1,31,11,810.9817144
2011,1,31,12,789.9589744
2011,1,31,13,779.5142724
2011,1,31,14,767.6010484
2011,1,31,15,777.605896
2011,1,31,16,810.0500412
2011,1,31,17,880.3241704
2011,1,31,18,897.8982436
2011,1,31,19,881.5684492
2011,1,31,20,847.01054
2011,1,31,21,794.9269384
2011,1,31,22,729.8192772
2011,1,31,23,680.5367824
2011,2,1,0,666.9343336
2011,2,1,1,659.1602904
2011,2,1,2,663.5424296
2011,2,1,3,676.0388032
2011,2,1,4,714.393524
2011,2,1,5,797.5117936
2011,2,1,6,921.7223628
2011,2,1,7,979.1543992
2011,2,1,8,936.0851712
2011,2,1,9,882.2695596
2011,2,1,10,841.5099092
2011,2,1,11,802.4599432
2011,2,1,12,778.2451828
2011,2,1,13,756.8404052
2011,2,1,14,743.8752572
2011,2,1,15,751.7809904
2011,2,1,16,789.5587524
2011,2,1,17,881.3491964
2011,2,1,18,922.4345768
2011,2,1,19,914.9889516
2011,2,1,20,899.741024
2011,2,1,21,848.6835176
2011,2,1,22,789.4241936
2011,2,1,23,736.2413824
2011,2,2,0,709.5015696
2011,2,2,1,704.7443572
2011,2,2,2,707.1375704
2011,2,2,3,720.7787268
2011,2,2,4,753.9390132
2011,2,2,5,836.589912
2011,2,2,6,951.6714852
2011,2,2,7,1009.2807
2011,2,2,8,973.1889756
2011,2,2,9,928.635974
2011,2,2,10,890.83544
2011,2,2,11,850.9510964
2011,2,2,12,821.4999848
2011,2,2,13,799.4880088
2011,2,2,14,786.2859408
2011,2,2,15,786.6011128
2011,2,2,16,821.3855272
2011,2,2,17,883.8794164
2011,2,2,18,901.19847
2011,2,2,19,877.188622
2011,2,2,20,846.708642
2011,2,2,21,805.044266
2011,2,2,22,749.882014
2011,2,2,23,699.07418
2011,2,3,0,671.6909732
2011,2,3,1,656.7524224
2011,2,3,2,651.674814
2011,2,3,3,655.4584156
2011,2,3,4,675.3329656
2011,2,3,5,718.9418992
2011,2,3,6,779.476956
2011,2,3,7,818.4343252
2011,2,3,8,826.8378752
2011,2,3,9,828.856264
2011,2,3,10,810.0353352
2011,2,3,11,782.0855748
2011,2,3,12,756.333774
2011,2,3,13,740.0158916
2011,2,3,14,731.6603004
2011,2,3,15,734.6857656
2011,2,3,16,755.3061008
2011,2,3,17,809.4081392
2011,2,3,18,811.5865496
2011,2,3,19,786.4545304
2011,2,3,20,754.9191008
2011,2,3,21,718.113778
2011,2,3,22,674.7631552
2011,2,3,23,632.578364
2011,2,4,0,601.509982
2011,2,4,1,586.480628
2011,2,4,2,576.8423536
2011,2,4,3,577.1972088
2011,2,4,4,588.1245472
2011,2,4,5,621.3807324
2011,2,4,6,681.1464744
2011,2,4,7,726.2239476
2011,2,4,8,742.3492516
2011,2,4,9,750.8442924
2011,2,4,10,751.939246
2011,2,4,11,741.9087892
2011,2,4,12,731.2695892
2011,2,4,13,720.0285272
2011,2,4,14,707.793694
2011,2,4,15,701.7346232
2011,2,4,16,710.4778936
2011,2,4,17,755.1918228
2011,2,4,18,764.2709444
2011,2,4,19,744.8003904
2011,2,4,20,721.3252264
2011,2,4,21,687.5612252
2011,2,4,22,647.3274284
2011,2,4,23,604.067098
2011,2,5,0,567.9942632
2011,2,5,1,551.7154064
2011,2,5,2,543.5621704
2011,2,5,3,543.6795536
2011,2,5,4,554.7288184
2011,2,5,5,583.5633436
2011,2,5,6,639.7290232
2011,2,5,7,693.8856688
2011,2,5,8,726.4819588
2011,2,5,9,744.074248
2011,2,5,10,746.6899564
2011,2,5,11,735.2279808
2011,2,5,12,722.4840052
2011,2,5,13,705.076702
2011,2,5,14,691.475114
2011,2,5,15,688.9754636
2011,2,5,16,709.6538588
2011,2,5,17,768.2843148
2011,2,5,18,784.053412
2011,2,5,19,762.972994
2011,2,5,20,735.6808916
2011,2,5,21,694.1560688
2011,2,5,22,646.2633192
2011,2,5,23,603.860268
2011,2,6,0,569.0532464
2011,2,6,1,550.55546
2011,2,6,2,544.960916
2011,2,6,3,548.0571032
2011,2,6,4,563.0900788
2011,2,6,5,592.4293032
2011,2,6,6,651.9832572
2011,2,6,7,709.3913176
2011,2,6,8,744.5072056
2011,2,6,9,754.9926256
2011,2,6,10,750.5574568
2011,2,6,11,737.775322
2011,2,6,12,722.5795368
2011,2,6,13,708.3317532
2011,2,6,14,694.6073996
2011,2,6,15,681.7032972
2011,2,6,16,689.6202516
2011,2,6,17,749.0312068
2011,2,6,18,770.6188388
2011,2,6,19,777.6267828
2011,2,6,20,771.7414276
2011,2,6,21,728.90542
2011,2,6,22,660.6634856
2011,2,6,23,606.8779544
2011,2,7,0,573.8256196
2011,2,7,1,561.469416
2011,2,7,2,559.7673864
2011,2,7,3,565.8106116
2011,2,7,4,598.1705784
2011,2,7,5,672.99444
2011,2,7,6,794.812134
2011,2,7,7,853.7909548
2011,2,7,8,827.2702584
2011,2,7,9,807.965722
2011,2,7,10,787.9574856
2011,2,7,11,767.0051304
2011,2,7,12,751.4135
2011,2,7,13,743.8243692
2011,2,7,14,734.2456288
2011,2,7,15,740.071412
2011,2,7,16,762.3141344
2011,2,7,17,834.8696856
2011,2,7,18,873.4315384
2011,2,7,19,855.9029028
2011,2,7,20,831.4573364
2011,2,7,21,775.8129492
2011,2,7,22,710.6608356
2011,2,7,23,658.4282372
2011,2,8,0,627.0136524
2011,2,8,1,612.0263604
2011,2,8,2,606.9156324
2011,2,8,3,614.9404972
2011,2,8,4,647.020632
2011,2,8,5,723.5390112
2011,2,8,6,857.3413572
2011,2,8,7,916.0384044
2011,2,8,8,886.9047568
2011,2,8,9,850.8667048
2011,2,8,10,819.7318256
2011,2,8,11,785.0914632
2011,2,8,12,758.4266544
2011,2,8,13,733.9443312
2011,2,8,14,718.7063048
2011,2,8,15,718.331844
2011,2,8,16,744.2308976
2011,2,8,17,825.3025932
2011,2,8,18,871.413908
2011,2,8,19,872.9184228
2011,2,8,20,856.4797084
2011,2,8,21,806.0457912
2011,2,8,22,744.7638004
2011,2,8,23,697.7191176
2011,2,9,0,673.371924
2011,2,9,1,665.3543508
2011,2,9,2,670.126196
2011,2,9,3,687.6993072
2011,2,9,4,725.2028828
2011,2,9,5,803.3309516
2011,2,9,6,929.2049828
2011,2,9,7,989.7985164
