Year,Month,Day,Hour,Wind
2010,3,26,23,1616.587961
2010,3,27,0,1548.828801
2010,3,27,1,967.2200103
2010,3,27,2,591.5766668
2010,3,27,3,373.6273685
2010,3,27,4,220.7492636
2010,3,27,5,103.3747186
2010,3,27,6,54.99131833
2010,3,27,7,16.46379591
2010,3,27,8,17.80777925
2010,3,27,9,52.52734887
2010,3,27,10,162.2859883
2010,3,27,11,235.3090831
2010,3,27,12,294.2203528
2010,3,27,13,375.4193463
2010,3,27,14,423.6907479
2010,3,27,15,548.9051958
2010,3,27,16,673.6716492
2010,3,27,17,935.0764088
2010,3,27,18,1160.977608
2010,3,27,19,1046.179032
2010,3,27,20,1048.195007
2010,3,27,21,818.5978526
2010,3,27,22,517.7695817
2010,3,27,23,395.3550992
2010,3,28,0,663.5917741
2010,3,28,1,1169.041509
2010,3,28,2,1047.635013
2010,3,28,3,696.0713715
2010,3,28,4,841.4455694
2010,3,28,5,1068.242758
2010,3,28,6,1453.181986
2010,3,28,7,1267.712285
2010,3,28,8,992.5316966
2010,3,28,9,630.6641823
2010,3,28,10,620.8083044
2010,3,28,11,704.583266
2010,3,28,12,599.304571
2010,3,28,13,630.4401851
2010,3,28,14,528.5214484
2010,3,28,15,449.33843
2010,3,28,16,359.4035448
2010,3,28,17,428.3946896
2010,3,28,18,360.7475282
2010,3,28,19,205.069458
2010,3,28,20,197.3415538
2010,3,28,21,128.2384104
2010,3,28,22,177.6297981
2010,3,28,23,314.3801029
2010,3,29,0,366.7954532
2010,3,29,1,637.7200948
2010,3,29,2,813.3339179
2010,3,29,3,759.5745843
2010,3,29,4,900.0208433
2010,3,29,5,1274.096206
2010,3,29,6,1854.249015
2010,3,29,7,2543.488471
2010,3,29,8,3088.249718
2010,3,29,9,3296.455137
2010,3,29,10,3175.272639
2010,3,29,11,2614.047596
2010,3,29,12,2560.400261
2010,3,29,13,3094.745637
2010,3,29,14,2659.183037
2010,3,29,15,3022.618532
2010,3,29,16,2554.912329
2010,3,29,17,1603.148127
2010,3,29,18,2068.614357
2010,3,29,19,1556.668704
2010,3,29,20,1345.215325
2010,3,29,21,1234.112702
2010,3,29,22,1008.995492
2010,3,29,23,1464.717843
2010,3,30,0,1630.251791
2010,3,30,1,1487.005567
2010,3,30,2,1255.392438
2010,3,30,3,969.5719812
2010,3,30,4,660.2318158
2010,3,30,5,599.9765627
2010,3,30,6,764.7265204
2010,3,30,7,678.4875895
2010,3,30,8,596.2806085
2010,3,30,9,721.2710591
2010,3,30,10,925.1085323
2010,3,30,11,1431.790251
2010,3,30,12,1973.303539
2010,3,30,13,2484.241205
2010,3,30,14,2868.172446
2010,3,30,15,3140.665068
2010,3,30,16,3293.095179
2010,3,30,17,3125.769253
2010,3,30,18,2582.575986
2010,3,30,19,2261.811963
2010,3,30,20,1843.721145
2010,3,30,21,1440.862139
2010,3,30,22,1225.936803
2010,3,30,23,1121.890093
2010,3,31,0,1052.002959
2010,3,31,1,843.7975403
2010,3,31,2,709.0632104
2010,3,31,3,500.5217955
2010,3,31,4,355.3715948
2010,3,31,5,218.5092914
2010,3,31,6,111.4386186
2010,3,31,7,47.26341412
2010,3,31,8,18.47977092
2010,3,31,9,16.23979869
2010,3,31,10,35.16756406
2010,3,31,11,72.12710591
2010,3,31,12,121.7424909
2010,3,31,13,373.4033713
2010,3,31,14,800.6780748
2010,3,31,15,1307.919787
2010,3,31,16,1325.951563
2010,3,31,17,1169.489503
2010,3,31,18,1743.594386
2010,3,31,19,2004.66315
2010,3,31,20,1845.625122
2010,3,31,21,1719.626683
2010,3,31,22,2130.213594
2010,3,31,23,2018.438979
2010,4,1,0,2132.229569
2010,4,1,1,2267.63589
2010,4,1,2,2306.38741
2010,4,1,3,2538.224536
2010,4,1,4,2794.141364
2010,4,1,5,2718.094306
2010,4,1,6,2365.410678
2010,4,1,7,2012.167057
2010,4,1,8,2332.707084
2010,4,1,9,2361.042732
2010,4,1,10,2245.348167
2010,4,1,11,2212.756571
2010,4,1,12,2194.388798
2010,4,1,13,2204.804669
2010,4,1,14,2260.803975
2010,4,1,15,2471.361365
2010,4,1,16,2426.897916
2010,4,1,17,2343.682948
2010,4,1,18,2130.213594
2010,4,1,19,2030.646828
2010,4,1,20,1629.803797
2010,4,1,21,1271.184242
2010,4,1,22,910.3247156
2010,4,1,23,581.0487973
2010,4,2,0,391.0991519
2010,4,2,1,314.0441071
2010,4,2,2,237.1010609
2010,4,2,3,269.8046555
2010,4,2,4,444.0744952
2010,4,2,5,596.8406016
2010,4,2,6,964.3080464
2010,4,2,7,832.9336749
2010,4,2,8,849.7334667
2010,4,2,9,607.5924683
2010,4,2,10,535.8013582
2010,4,2,11,727.0949869
2010,4,2,12,1549.72479
2010,4,2,13,2414.578069
2010,4,2,14,2552.224363
2010,4,2,15,2837.036832
2010,4,2,16,3110.313444
2010,4,2,17,3134.393146
2010,4,2,18,3185.912507
2010,4,2,19,2822.141017
2010,4,2,20,2484.465203
2010,4,2,21,2575.632072
2010,4,2,22,2624.23947
2010,4,2,23,2812.733133
2010,4,3,0,2806.237214
2010,4,3,1,2815.645097
2010,4,3,2,2458.257527
2010,4,3,3,2418.162024
2010,4,3,4,2271.107847
2010,4,3,5,2234.148305
2010,4,3,6,1923.352158
2010,4,3,7,1908.344344
2010,4,3,8,1973.975531
2010,4,3,9,1742.362402
2010,4,3,10,1502.573374
2010,4,3,11,1360.783132
2010,4,3,12,1261.888358
2010,4,3,13,886.2450141
2010,4,3,14,946.2762699
2010,4,3,15,686.6634881
2010,4,3,16,361.7555157
2010,4,3,17,290.4124
2010,4,3,18,247.8529276
2010,4,3,19,199.2455301
2010,4,3,20,152.8781049
2010,4,3,21,162.6219841
2010,4,3,22,220.4132678
2010,4,3,23,244.8289651
2010,4,4,0,207.8694232
2010,4,4,1,200.2535177
2010,4,4,2,170.0138925
2010,4,4,3,215.149333
2010,4,4,4,322.444003
2010,4,4,5,398.8270561
2010,4,4,6,616.6643558
2010,4,4,7,845.7015167
2010,4,4,8,944.2602949
2010,4,4,9,1084.818553
2010,4,4,10,1328.415533
2010,4,4,11,1542.332881
2010,4,4,12,1285.07207
2010,4,4,13,986.0357771
2010,4,4,14,955.5721547
2010,4,4,15,970.3559714
2010,4,4,16,1385.08683
2010,4,4,17,1782.233907
2010,4,4,18,1637.6437
2010,4,4,19,1282.720099
2010,4,4,20,1273.76021
2010,4,4,21,1675.723228
2010,4,4,22,1805.193623
2010,4,4,23,1135.329926
2010,4,5,0,1006.867519
2010,4,5,1,1058.050884
2010,4,5,2,1009.779483
2010,4,5,3,1252.592473
2010,4,5,4,1257.63241
2010,4,5,5,1243.072591
2010,4,5,6,1139.361876
2010,4,5,7,906.5167628
2010,4,5,8,911.3327031
2010,4,5,9,1196.033174
2010,4,5,10,1353.727219
2010,4,5,11,1616.027968
2010,4,5,12,1670.571292
2010,4,5,13,1181.249357
2010,4,5,14,752.2946745
2010,4,5,15,782.1983039
2010,4,5,16,709.7352021
2010,4,5,17,1213.392959
2010,4,5,18,1546.364831
2010,4,5,19,2407.970151
2010,4,5,20,2643.61523
2010,4,5,21,2750.685902
2010,4,5,22,2569.024154
2010,4,5,23,2113.413802
2010,4,6,0,1924.360146
2010,4,6,1,2382.21047
2010,4,6,2,2465.873433
2010,4,6,3,2568.688158
2010,4,6,4,2757.293821
2010,4,6,5,2831.5489
2010,4,6,6,2652.351121
2010,4,6,7,2484.577201
2010,4,6,8,2592.095868
2010,4,6,9,2199.204739
2010,4,6,10,1948.887842
2010,4,6,11,2510.000886
2010,4,6,12,3088.809711
2010,4,6,13,3231.495942
2010,4,6,14,3253.335672
2010,4,6,15,3225.560016
2010,4,6,16,3051.066179
2010,4,6,17,3098.441592
2010,4,6,18,2970.427179
2010,4,6,19,2848.684688
2010,4,6,20,2706.334452
2010,4,6,21,2502.160983
2010,4,6,22,2565.104203
2010,4,6,23,2408.418145
2010,4,7,0,2122.261692
2010,4,7,1,1937.911978
2010,4,7,2,1647.947572
2010,4,7,3,1410.95851
2010,4,7,4,1316.767677
2010,4,7,5,1109.346249
2010,4,7,6,759.7985815
2010,4,7,7,388.2991866
2010,4,7,8,321.7720113
2010,4,7,9,347.9796864
2010,4,7,10,435.5626008
2010,4,7,11,365.0034754
2010,4,7,12,256.3648221
2010,4,7,13,162.8459814
2010,4,7,14,64.62319893
2010,4,7,15,78.62302539
2010,4,7,16,68.31915311
2010,4,7,17,59.5832614
2010,4,7,18,121.6304923
2010,4,7,19,100.5747533
2010,4,7,20,125.8864395
2010,4,7,21,355.2595962
2010,4,7,22,1024.563299
2010,4,7,23,1712.122776
2010,4,8,0,2305.60342
2010,4,8,1,2097.509999
2010,4,8,2,2721.454265
2010,4,8,3,3312.134943
2010,4,8,4,3330.726712
2010,4,8,5,3367.686254
2010,4,8,6,3277.975366
2010,4,8,7,3215.032146
2010,4,8,8,3213.016171
2010,4,8,9,3278.535359
2010,4,8,10,3225.560016
2010,4,8,11,3245.943763
2010,4,8,12,3237.095873
2010,4,8,13,3250.087712
2010,4,8,14,3254.343659
2010,4,8,15,3252.215685
2010,4,8,16,3027.434472
2010,4,8,17,2806.909205
2010,4,8,18,2590.191892
2010,4,8,19,2662.430996
2010,4,8,20,2584.031968
2010,4,8,21,2337.635023
2010,4,8,22,2520.528755
2010,4,8,23,2366.194669
2010,4,9,0,2184.868916
2010,4,9,1,1953.81578
2010,4,9,2,1832.521284
2010,4,9,3,1934.552019
2010,4,9,4,1864.888883
2010,4,9,5,1709.322811
2010,4,9,6,1390.238767
2010,4,9,7,1122.898081
2010,4,9,8,1144.625811
2010,4,9,9,1275.104194
2010,4,9,10,1453.629981
2010,4,9,11,1508.285303
2010,4,9,12,1231.200738
2010,4,9,13,1051.330968
2010,4,9,14,915.4766517
2010,4,9,15,806.390004
2010,4,9,16,636.0401156
2010,4,9,17,563.6890125
2010,4,9,18,468.1541968
2010,4,9,19,318.5240516
2010,4,9,20,166.8779314
2010,4,9,21,298.5882987
2010,4,9,22,384.9392283
2010,4,9,23,408.0109423
2010,4,10,0,445.5304772
2010,4,10,1,663.7037727
2010,4,10,2,954.2281714
2010,4,10,3,1192.561217
2010,4,10,4,1322.143611
2010,4,10,5,1453.181986
2010,4,10,6,1344.879329
2010,4,10,7,1236.68867
2010,4,10,8,1406.92656
2010,4,10,9,1975.991506
2010,4,10,10,2511.344869
2010,4,10,11,2586.159942
2010,4,10,12,2592.431864
2010,4,10,13,2627.935424
2010,4,10,14,2608.335667
2010,4,10,15,2551.328374
2010,4,10,16,2500.928998
2010,4,10,17,2192.596821
2010,4,10,18,1877.768723
2010,4,10,19,1623.755872
2010,4,10,20,1354.511209
2010,4,10,21,1154.705686
2010,4,10,22,744.4547717
2010,4,10,23,611.9604141
2010,4,11,0,239.7890276
2010,4,11,1,259.7247804
2010,4,11,2,223.9972233
2010,4,11,3,122.9744756
2010,4,11,4,102.2547324
2010,4,11,5,78.17503094
2010,4,11,6,54.99131833
2010,4,11,7,50.95936831
2010,4,11,8,134.1743368
2010,4,11,9,164.8619564
2010,4,11,10,367.6914421
2010,4,11,11,476.442094
2010,4,11,12,542.7452721
2010,4,11,13,567.1609695
2010,4,11,14,742.3267981
2010,4,11,15,988.3877479
2010,4,11,16,1252.928469
2010,4,11,17,1232.208726
2010,4,11,18,1194.577192
2010,4,11,19,1123.122078
2010,4,11,20,1031.059219
2010,4,11,21,1080.786603
2010,4,11,22,1585.676344
2010,4,11,23,1630.587787
2010,4,12,0,1628.795809
2010,4,12,1,1362.911105
2010,4,12,2,1211.376984
2010,4,12,3,843.6855417
2010,4,12,4,572.200907
2010,4,12,5,313.7081113
2010,4,12,6,107.1826714
2010,4,12,7,170.2378897
2010,4,12,8,175.9498189
2010,4,12,9,170.9098814
2010,4,12,10,122.9744756
2010,4,12,11,152.4301105
2010,4,12,12,277.6445583
2010,4,12,13,280.2205264
2010,4,12,14,213.8053497
2010,4,12,15,176.9578064
2010,4,12,16,146.0461896
2010,4,12,17,176.2858148
2010,4,12,18,153.1021021
2010,4,12,19,407.8989437
2010,4,12,20,784.3262775
2010,4,12,21,712.7591646
2010,4,12,22,550.5851749
2010,4,12,23,943.4763046
2010,4,13,0,1141.265853
2010,4,13,1,1239.712632
2010,4,13,2,1662.171396
2010,4,13,3,1857.160979
2010,4,13,4,1988.423351
2010,4,13,5,2186.99689
2010,4,13,6,1953.927779
2010,4,13,7,1953.81578
2010,4,13,8,1951.911804
2010,4,13,9,2023.366918
2010,4,13,10,2176.917015
2010,4,13,11,2243.220193
2010,4,13,12,2242.996196
2010,4,13,13,2178.372997
2010,4,13,14,2151.49333
2010,4,13,15,2323.411199
2010,4,13,16,2746.093959
2010,4,13,17,2785.965465
2010,4,13,18,2905.915978
2010,4,13,19,2681.358762
2010,4,13,20,2521.872739
2010,4,13,21,2381.986473
2010,4,13,22,2519.408769
2010,4,13,23,2221.268465
2010,4,14,0,2023.366918
2010,4,14,1,1809.001576
2010,4,14,2,1581.868391
2010,4,14,3,1130.289989
2010,4,14,4,820.6138277
2010,4,14,5,627.6402198
2010,4,14,6,369.2594227
2010,4,14,7,140.7822549
2010,4,14,8,32.47959738
2010,4,14,9,0.895988893
2010,4,14,10,2.68796668
2010,4,14,11,3.35995835
2010,4,14,12,18.36777231
2010,4,14,13,66.97516977
2010,4,14,14,186.589687
2010,4,14,15,343.0517475
2010,4,14,16,683.8635228
2010,4,14,17,671.99167
2010,4,14,18,796.3101289
2010,4,14,19,1292.239981
2010,4,14,20,1423.726351
2010,4,14,21,1379.710897
2010,4,14,22,1330.543507
2010,4,14,23,795.3021414
2010,4,15,0,407.4509492
2010,4,15,1,349.0996726
2010,4,15,2,348.3156823
2010,4,15,3,381.4672713
2010,4,15,4,519.7855567
2010,4,15,5,498.953815
2010,4,15,6,452.9223856
2010,4,15,7,284.8124695
2010,4,15,8,86.57492682
2010,4,15,9,7.503906981
2010,4,15,10,10.5278695
2010,4,15,11,12.09585006
2010,4,15,12,9.967876438
2010,4,15,13,11.08786255
2010,4,15,14,14.11182507
2010,4,15,15,11.19986117
2010,4,15,16,17.2477862
2010,4,15,17,19.82375426
2010,4,15,18,33.37558628
2010,4,15,19,41.88748076
2010,4,15,20,206.6374385
2010,4,15,21,260.9567652
2010,4,15,22,369.0354254
2010,4,15,23,342.4917545
2010,4,16,0,263.0847388
2010,4,16,1,187.9336704
2010,4,16,2,117.7105409
2010,4,16,3,113.5665922
2010,4,16,4,113.4545936
2010,4,16,5,95.31081853
2010,4,16,6,102.3667311
2010,4,16,7,67.87115867
2010,4,16,8,64.95919476
2010,4,16,9,62.49522531
2010,4,16,10,18.92776537
2010,4,16,11,29.00764042
2010,4,16,12,37.29553768
2010,4,16,13,140.8942535
2010,4,16,14,306.6521987
2010,4,16,15,806.8379984
2010,4,16,16,1768.34608
2010,4,16,17,2217.012518
2010,4,16,18,2818.66906
2010,4,16,19,2888.444195
2010,4,16,20,2362.274717
2010,4,16,21,2372.690588
2010,4,16,22,2318.48326
2010,4,16,23,2237.508264
2010,4,17,0,2189.796855
2010,4,17,1,1902.408418
2010,4,17,2,1311.055748
2010,4,17,3,985.1397882
2010,4,17,4,935.1884074
2010,4,17,5,551.3691652
2010,4,17,6,471.7381523
2010,4,17,7,278.7645444
2010,4,17,8,140.3342604
2010,4,17,9,186.4776884
2010,4,17,10,388.0751894
2010,4,17,11,625.9602406
2010,4,17,12,835.7336402
2010,4,17,13,1124.802057
2010,4,17,14,1329.647518
2010,4,17,15,1737.210466
2010,4,17,16,1603.372125
2010,4,17,17,1347.119301
2010,4,17,18,1028.035256
2010,4,17,19,1347.007302
2010,4,17,20,1711.338786
2010,4,17,21,1520.829148
2010,4,17,22,1043.491065
2010,4,17,23,680.9515589
2010,4,18,0,350.5556545
2010,4,18,1,254.6848429
2010,4,18,2,261.1807624
2010,4,18,3,305.0842182
2010,4,18,4,269.356661
2010,4,18,5,160.1580147
2010,4,18,6,24.86369179
2010,4,18,7,2.239972233
2010,4,18,8,2.351970845
2010,4,18,9,0.223997223
2010,4,18,10,3.471956962
2010,4,18,11,16.68779314
2010,4,18,12,67.199167
2010,4,18,13,108.4146561
2010,4,18,14,150.5261341
2010,4,18,15,219.5172789
2010,4,18,16,279.8845305
2010,4,18,17,312.924121
2010,4,18,18,461.6582773
2010,4,18,19,625.2882489
2010,4,18,20,599.4165696
2010,4,18,21,660.0078185
2010,4,18,22,728.1029744
2010,4,18,23,528.9694429
2010,4,19,0,436.1225938
2010,4,19,1,436.7945855
2010,4,19,2,499.0658136
2010,4,19,3,543.641261
2010,4,19,4,583.2887695
2010,4,19,5,426.266716
2010,4,19,6,395.2431006
2010,4,19,7,278.9885417
2010,4,19,8,149.1821507
2010,4,19,9,112.8946006
2010,4,19,10,104.2707075
2010,4,19,11,70.22312951
2010,4,19,12,48.0474044
2010,4,19,13,58.68727251
2010,4,19,14,119.1665228
2010,4,19,15,372.2833852
2010,4,19,16,313.7081113
2010,4,19,17,259.9487777
2010,4,19,18,262.1887499
2010,4,19,19,223.6612275
2010,4,19,20,260.6207693
2010,4,19,21,765.7345079
2010,4,19,22,1407.150557
2010,4,19,23,1835.881242
2010,4,20,0,1679.979175
2010,4,20,1,1731.610535
2010,4,20,2,1950.679819
2010,4,20,3,1648.731562
2010,4,20,4,1759.498189
2010,4,20,5,1913.608279
2010,4,20,6,1425.070335
2010,4,20,7,1009.667484
2010,4,20,8,710.631191
2010,4,20,9,594.2646335
2010,4,20,10,704.2472701
2010,4,20,11,718.8070897
2010,4,20,12,868.4372348
2010,4,20,13,1289.776012
2010,4,20,14,1837.225226
2010,4,20,15,2347.4909
2010,4,20,16,2529.152649
2010,4,20,17,2977.819087
2010,4,20,18,3216.824124
2010,4,20,19,3432.869446
2010,4,20,20,3534.340188
2010,4,20,21,3517.876392
2010,4,20,22,3411.253714
2010,4,20,23,3287.38325
2010,4,21,0,3272.599433
2010,4,21,1,3330.390716
2010,4,21,2,3355.478405
2010,4,21,3,3376.87014
2010,4,21,4,3416.629647
2010,4,21,5,3401.733832
2010,4,21,6,3460.085109
2010,4,21,7,3403.52581
2010,4,21,8,3356.150397
2010,4,21,9,3102.753538
2010,4,21,10,3176.392625
2010,4,21,11,3100.009572
2010,4,21,12,3171.128691
2010,4,21,13,3264.871529
2010,4,21,14,3365.670279
2010,4,21,15,3360.854339
2010,4,21,16,3378.998114
2010,4,21,17,3326.582764
2010,4,21,18,3367.462257
2010,4,21,19,3429.621486
2010,4,21,20,3334.646664
2010,4,21,21,3215.480141
2010,4,21,22,3320.646837
2010,4,21,23,3357.718378
2010,4,22,0,3277.415373
2010,4,22,1,3138.985089
2010,4,22,2,3237.879863
2010,4,22,3,3410.917718
2010,4,22,4,3316.278891
2010,4,22,5,3119.161335
2010,4,22,6,2899.084063
2010,4,22,7,2731.758137
2010,4,22,8,2485.921184
2010,4,22,9,2281.075724
2010,4,22,10,1916.296246
2010,4,22,11,1929.176086
2010,4,22,12,2206.036654
2010,4,22,13,2597.919796
2010,4,22,14,2848.572689
2010,4,22,15,3094.969635
2010,4,22,16,3199.576338
2010,4,22,17,3251.543694
2010,4,22,18,3225.336019
2010,4,22,19,3183.448538
2010,4,22,20,3095.305631
2010,4,22,21,3184.232528
2010,4,22,22,3213.800162
2010,4,22,23,3066.969982
2010,4,23,0,2761.325771
2010,4,23,1,2202.004704
2010,4,23,2,1808.777578
2010,4,23,3,1417.678426
2010,4,23,4,922.0845698
2010,4,23,5,648.8079574
2010,4,23,6,431.754648
2010,4,23,7,195.2135801
2010,4,23,8,101.5827408
2010,4,23,9,83.77496152
2010,4,23,10,65.2951906
2010,4,23,11,67.31116561
2010,4,23,12,106.8466755
2010,4,23,13,171.2458772
2010,4,23,14,307.1001932
2010,4,23,15,831.3656944
2010,4,23,16,1138.24189
2010,4,23,17,1408.270543
2010,4,23,18,1945.975878
2010,4,23,19,2413.794079
2010,4,23,20,2668.59092
2010,4,23,21,2687.406687
2010,4,23,22,2769.165673
2010,4,23,23,2890.572168
2010,4,24,0,2780.253536
2010,4,24,1,2845.100732
2010,4,24,2,2719.102294
2010,4,24,3,2864.364493
2010,4,24,4,3195.096394
2010,4,24,5,3332.182694
2010,4,24,6,2968.075208
2010,4,24,7,2370.226619
2010,4,24,8,2555.248325
2010,4,24,9,2304.875429
2010,4,24,10,2623.567478
2010,4,24,11,3034.154389
2010,4,24,12,2936.043605
2010,4,24,13,2878.252321
2010,4,24,14,3071.337928
2010,4,24,15,3285.927268
2010,4,24,16,3329.494728
2010,4,24,17,3202.264305
2010,4,24,18,3088.025721
2010,4,24,19,3068.201967
2010,4,24,20,2789.661419
2010,4,24,21,2989.802938
2010,4,24,22,2801.645271
2010,4,24,23,2576.976056
2010,4,25,0,2463.185466
2010,4,25,1,2132.677563
2010,4,25,2,1531.357017
2010,4,25,3,1189.985249
2010,4,25,4,935.1884074
2010,4,25,5,642.8720309
2010,4,25,6,358.6195545
2010,4,25,7,240.9090137
2010,4,25,8,170.7978828
2010,4,25,9,105.3906936
2010,4,25,10,16.79979175
2010,4,25,11,10.19187366
2010,4,25,12,5.487931971
2010,4,25,13,0.783990282
2010,4,25,14,0
2010,4,25,15,1.455981952
2010,4,25,16,29.00764042
2010,4,25,17,116.3665575
2010,4,25,18,351.1156476
2010,4,25,19,480.9220385
2010,4,25,20,403.9789923
2010,4,25,21,298.9242945
2010,4,25,22,257.260811
2010,4,25,23,212.4613663
2010,4,26,0,169.005905
2010,4,26,1,163.6299716
2010,4,26,2,206.5254399
2010,4,26,3,254.7968415
2010,4,26,4,274.1726014
2010,4,26,5,240.4610192
2010,4,26,6,224.8932122
2010,4,26,7,198.5735385
2010,4,26,8,154.4460855
2010,4,26,9,119.9505131
2010,4,26,10,130.8143784
2010,4,26,11,260.8447666
2010,4,26,12,243.8209776
2010,4,26,13,628.7602059
2010,4,26,14,527.7374582
2010,4,26,15,85.67893792
2010,4,26,16,39.42351131
2010,4,26,17,58.91126973
2010,4,26,18,43.45546133
2010,4,26,19,140.2222618
2010,4,26,20,139.886266
2010,4,26,21,215.0373344
2010,4,26,22,388.6351825
2010,4,26,23,436.5705883
2010,4,27,0,499.513808
2010,4,27,1,482.2660218
2010,4,27,2,1384.414839
2010,4,27,3,1343.087351
2010,4,27,4,1589.596295
2010,4,27,5,1294.255956
2010,4,27,6,869.4452223
2010,4,27,7,438.4745647
2010,4,27,8,222.0932469
2010,4,27,9,220.9732608
2010,4,27,10,419.9947937
2010,4,27,11,724.2950216
2010,4,27,12,851.3014473
2010,4,27,13,747.0307398
2010,4,27,14,1186.289295
2010,4,27,15,2210.292601
2010,4,27,16,2797.053328
2010,4,27,17,3163.624784
2010,4,27,18,3259.047601
2010,4,27,19,3423.461563
2010,4,27,20,3480.692853
2010,4,27,21,3358.390369
2010,4,27,22,3392.773943
2010,4,27,23,3343.270557
2010,4,28,0,3236.53588
2010,4,28,1,2989.018948
2010,4,28,2,2652.239123
2010,4,28,3,2182.18095
2010,4,28,4,1923.016162
2010,4,28,5,2097.733996
2010,4,28,6,2011.383067
2010,4,28,7,2240.756224
2010,4,28,8,2430.369873
2010,4,28,9,2749.453918
2010,4,28,10,2923.723757
2010,4,28,11,3152.872917
2010,4,28,12,3274.615408
2010,4,28,13,3354.694415
2010,4,28,14,3269.015477
2010,4,28,15,3424.245553
2010,4,28,16,3467.589016
2010,4,28,17,3412.933693
2010,4,28,18,3466.245032
2010,4,28,19,3503.092576
2010,4,28,20,3526.94828
2010,4,28,21,3535.348176
2010,4,28,22,3499.50862
2010,4,28,23,3466.021035
2010,4,29,0,3418.533624
2010,4,29,1,3504.772555
2010,4,29,2,3477.668891
2010,4,29,3,3455.605164
2010,4,29,4,3473.972937
2010,4,29,5,3472.180959
2010,4,29,6,3473.748939
2010,4,29,7,3393.557933
2010,4,29,8,3340.694589
2010,4,29,9,3283.799294
2010,4,29,10,3253.223673
2010,4,29,11,3334.870661
2010,4,29,12,3282.791306
2010,4,29,13,3307.207004
2010,4,29,14,3314.822909
2010,4,29,15,3297.351126
2010,4,29,16,3301.719072
2010,4,29,17,3305.975019
2010,4,29,18,3324.342791
2010,4,29,19,3373.286185
2010,4,29,20,3429.173492
2010,4,29,21,3472.180959
2010,4,29,22,3441.717336
2010,4,29,23,3464.901049
2010,4,30,0,3419.429613
2010,4,30,1,3396.021903
2010,4,30,2,3425.925532
2010,4,30,3,3429.957482
2010,4,30,4,3305.751022
2010,4,30,5,3314.038919
2010,4,30,6,3291.639197
2010,4,30,7,3231.71994
2010,4,30,8,3296.007143
2010,4,30,9,3259.495595
2010,4,30,10,3269.57547
2010,4,30,11,3322.662812
2010,4,30,12,3352.566442
2010,4,30,13,3389.077989
2010,4,30,14,3434.437427
2010,4,30,15,3481.924838
2010,4,30,16,3510.03649
2010,4,30,17,3475.652916
2010,4,30,18,3472.628953
2010,4,30,19,3426.373527
2010,4,30,20,3392.325949
2010,4,30,21,3315.494901
2010,4,30,22,3385.046039
2010,4,30,23,3328.150744
2010,5,1,0,3268.567483
2010,5,1,1,3194.5364
2010,5,1,2,3253.783666
2010,5,1,3,3075.817872
2010,5,1,4,2724.478227
2010,5,1,5,2347.826896
2010,5,1,6,2062.006439
2010,5,1,7,2251.844086
2010,5,1,8,2664.55897
2010,5,1,9,3059.130079
2010,5,1,10,3351.11046
2010,5,1,11,3422.677572
2010,5,1,12,3458.741125
2010,5,1,13,3339.910598
2010,5,1,14,3302.615061
2010,5,1,15,3378.774117
2010,5,1,16,3380.678093
2010,5,1,17,3345.510529
2010,5,1,18,3230.711952
2010,5,1,19,3239.559842
2010,5,1,20,3240.791827
2010,5,1,21,2897.74008
2010,5,1,22,2937.275589
2010,5,1,23,2981.067047
2010,5,2,0,2919.46781
2010,5,2,1,3101.241557
2010,5,2,2,3252.775679
2010,5,2,3,3249.527719
2010,5,2,4,3284.247288
2010,5,2,5,3149.288961
2010,5,2,6,3046.250239
2010,5,2,7,3139.993077
2010,5,2,8,3151.864929
2010,5,2,9,2865.036485
2010,5,2,10,3009.402695
2010,5,2,11,3244.935776
2010,5,2,12,3284.471286
2010,5,2,13,3299.703097
2010,5,2,14,3405.653783
2010,5,2,15,3459.525116
2010,5,2,16,3323.558801
2010,5,2,17,3159.704832
2010,5,2,18,2948.811446
2010,5,2,19,2887.9962
2010,5,2,20,2311.315349
2010,5,2,21,2010.487078
2010,5,2,22,1995.255267
2010,5,2,23,2218.916494
2010,5,3,0,2520.416757
2010,5,3,1,2656.047076
2010,5,3,2,2649.21516
2010,5,3,3,3125.881252
2010,5,3,4,2948.811446
2010,5,3,5,2655.151087
2010,5,3,6,2426.56192
2010,5,3,7,2674.526847
2010,5,3,8,2892.924139
2010,5,3,9,3024.186512
2010,5,3,10,3032.922404
2010,5,3,11,2973.115145
2010,5,3,12,2768.157686
2010,5,3,13,2997.082848
2010,5,3,14,3013.770641
2010,5,3,15,2975.91511
2010,5,3,16,3075.257879
2010,5,3,17,3212.232181
2010,5,3,18,3280.88733
2010,5,3,19,3204.168281
2010,5,3,20,3290.295213
2010,5,3,21,3328.48674
2010,5,3,22,3320.870834
2010,5,3,23,3293.431175
2010,5,4,0,3276.07139
2010,5,4,1,3313.814922
2010,5,4,2,3320.982833
2010,5,4,3,3018.250586
2010,5,4,4,2750.237908
2010,5,4,5,2696.142579
2010,5,4,6,2578.768034
2010,5,4,7,2767.149698
2010,5,4,8,2813.965118
2010,5,4,9,2639.135285
2010,5,4,10,2438.321775
2010,5,4,11,2648.543169
2010,5,4,12,2562.304238
2010,5,4,13,2349.058881
2010,5,4,14,2315.907292
2010,5,4,15,1882.808661
2010,5,4,16,2039.38272
2010,5,4,17,2324.083191
2010,5,4,18,2129.205606
2010,5,4,19,1811.465545
2010,5,4,20,1561.372645
