Year,Month,Day,Hour,PGE_bay,PGE_valley,SCE,SDGE
2010,1,1,0,0,0,0,0
2010,1,1,1,0,0,0,0
2010,1,1,2,0,0,0,0
2010,1,1,3,0,0,0,0
2010,1,1,4,0,0,0,0
2010,1,1,5,0,0,0,0
2010,1,1,6,0,0,0,0
2010,1,1,7,0,0,0,0
2010,1,1,8,0,11.94240275,2.375871128,0.863108526
2010,1,1,9,0.257222535,49.83752638,33.50902889,35.87905535
2010,1,1,10,0.771306338,29.75233593,21.86962928,7.892955268
2010,1,1,11,0.514565493,31.00216769,8.576591544,9.813704687
2010,1,1,12,0.724582394,35.41795117,9.213149098,9.797303384
2010,1,1,13,0.549006338,22.99035676,13.52632019,15.68474435
2010,1,1,14,0.758300704,18.89829631,9.820269492,12.00668249
2010,1,1,15,0.593562676,23.97732575,4.928609284,3.066821948
2010,1,1,16,0.340795775,4.825972357,0.934621905,0.968181483
2010,1,1,17,0.009633803,0.047285252,0.003523724,0.001280102
2010,1,1,18,0,0,0,0
2010,1,1,19,0,0,0,0
2010,1,1,20,0,0,0,0
2010,1,1,21,0,0,0,0
2010,1,1,22,0,0,0,0
2010,1,1,23,0,0,0,0
2010,1,2,0,0,0,0,0
2010,1,2,1,0,0,0,0
2010,1,2,2,0,0,0,0
2010,1,2,3,0,0,0,0
2010,1,2,4,0,0,0,0
2010,1,2,5,0,0,0,0
2010,1,2,6,0,0,0,0
2010,1,2,7,0,0,0,0
2010,1,2,8,0,3.716478988,3.88161627,4.781973506
2010,1,2,9,0.301538028,26.19235951,20.5260505,23.6835431
2010,1,2,10,0.749871127,30.30574288,7.676686978,7.863723408
2010,1,2,11,0.834889437,47.56298715,23.57260969,12.54989608
2010,1,2,12,1.057550704,67.95500036,43.08294733,48.67254492
2010,1,2,13,0.980480282,60.9242997,58.29729981,25.17070978
2010,1,2,14,0.83031338,64.43640832,132.0899265,49.22610764
2010,1,2,15,0.674245775,44.06694788,114.9763069,34.42248309
2010,1,2,16,0.497585915,34.47942051,72.68557016,15.24626892
2010,1,2,17,0.012162676,0.285731656,0.011452104,0.00416033
2010,1,2,18,0,0,0,0
2010,1,2,19,0,0,0,0
2010,1,2,20,0,0,0,0
2010,1,2,21,0,0,0,0
2010,1,2,22,0,0,0,0
2010,1,2,23,0,0,0,0
2010,1,3,0,0,0,0,0
2010,1,3,1,0,0,0,0
2010,1,3,2,0,0,0,0
2010,1,3,3,0,0,0,0
2010,1,3,4,0,0,0,0
2010,1,3,5,0,0,0,0
2010,1,3,6,0,0,0,0
2010,1,3,7,0,0,0,0
2010,1,3,8,0,24.58692194,13.99361796,14.85247273
2010,1,3,9,0.067195775,72.48639578,44.65134675,47.63068128
2010,1,3,10,0.369817606,78.61355855,103.171634,46.93079679
2010,1,3,11,0.475307746,78.16064556,164.1924651,51.21115385
2010,1,3,12,0.504329577,81.53181968,146.8407764,53.32501399
2010,1,3,13,0.619573944,79.18576549,130.5786568,50.70716553
2010,1,3,14,0.499512676,77.51428935,127.9165601,47.90317676
2010,1,3,15,0.121988028,65.19461616,133.5351058,41.01715313
2010,1,3,16,0.193759859,38.35600732,92.34579217,23.28103114
2010,1,3,17,0.000120423,1.094280559,0.043895112,0.042616307
2010,1,3,18,0,0,0,0
2010,1,3,19,0,0,0,0
2010,1,3,20,0,0,0,0
2010,1,3,21,0,0,0,0
2010,1,3,22,0,0,0,0
2010,1,3,23,0,0,0,0
2010,1,4,0,0,0,0,0
2010,1,4,1,0,0,0,0
2010,1,4,2,0,0,0,0
2010,1,4,3,0,0,0,0
2010,1,4,4,0,0,0,0
2010,1,4,5,0,0,0,0
2010,1,4,6,0,0,0,0
2010,1,4,7,0,0,0,0
2010,1,4,8,0,25.46639571,15.57533208,16.74534179
2010,1,4,9,0.253369014,78.17613384,48.06896249,51.88976158
2010,1,4,10,0.844282394,89.66925746,58.9567325,46.61970501
2010,1,4,11,0.733614085,96.46761881,67.60189672,49.92438461
2010,1,4,12,1.072964789,98.84979326,61.83464071,53.20647781
2010,1,4,13,0.467600704,91.25912997,105.0207922,51.11748857
2010,1,4,14,0.672198592,84.04774822,72.17891444,38.04955013
2010,1,4,15,0.571766197,66.40558194,81.83766593,26.75332405
2010,1,4,16,0.430630986,42.75399034,13.01623472,12.86672492
2010,1,4,17,0.015173239,1.389623712,0.02023978,0.011162732
2010,1,4,18,0,0,0,0
2010,1,4,19,0,0,0,0
2010,1,4,20,0,0,0,0
2010,1,4,21,0,0,0,0
2010,1,4,22,0,0,0,0
2010,1,4,23,0,0,0,0
2010,1,5,0,0,0,0,0
2010,1,5,1,0,0,0,0
2010,1,5,2,0,0,0,0
2010,1,5,3,0,0,0,0
2010,1,5,4,0,0,0,0
2010,1,5,5,0,0,0,0
2010,1,5,6,0,0,0,0
2010,1,5,7,0,0,0,0
2010,1,5,8,0,7.386219158,0.98926397,0.363190681
2010,1,5,9,0.082369014,37.57165952,9.631541332,9.02727548
2010,1,5,10,0.277212676,41.68638865,26.24698766,13.16532955
2010,1,5,11,0.074782394,51.74497268,35.17412926,38.94140925
2010,1,5,12,0.19809507,38.48471707,21.14414231,23.34420293
2010,1,5,13,0.169314085,19.31962157,13.88101089,15.87074681
2010,1,5,14,0.056959859,9.228925962,8.349901542,9.47227204
2010,1,5,15,0.065389437,20.81615042,5.820866719,4.964495074
2010,1,5,16,0.158235211,17.94364814,3.025015923,2.047622261
2010,1,5,17,0.002288028,2.622523579,0,0
2010,1,5,18,0,0,0,0
2010,1,5,19,0,0,0,0
2010,1,5,20,0,0,0,0
2010,1,5,21,0,0,0,0
2010,1,5,22,0,0,0,0
2010,1,5,23,0,0,0,0
2010,1,6,0,0,0,0,0
2010,1,6,1,0,0,0,0
2010,1,6,2,0,0,0,0
2010,1,6,3,0,0,0,0
2010,1,6,4,0,0,0,0
2010,1,6,5,0,0,0,0
2010,1,6,6,0,0,0,0
2010,1,6,7,0,21.49037169,9.664006651,10.14778167
2010,1,6,8,0.236028169,72.14521248,36.45667162,38.49293056
2010,1,6,9,0.844161972,82.71372367,97.40885162,44.56394918
2010,1,6,10,0.667261268,81.32769166,167.1164184,51.07135568
2010,1,6,11,0.374634507,87.60230397,143.1922969,53.69245362
2010,1,6,12,0.670994366,85.56038404,126.0468664,51.09002547
2010,1,6,13,0.846329577,77.1214945,166.6799072,45.12621413
2010,1,6,14,0.022157746,72.37757437,143.8142701,39.01622996
2010,1,6,15,0.058164085,43.31128554,103.6435153,21.37431607
2010,1,6,16,0.000120423,0.493604921,0.006144883,0.006042326
2010,1,6,17,0,0,0,0
2010,1,6,18,0,0,0,0
2010,1,6,19,0,0,0,0
2010,1,6,20,0,0,0,0
2010,1,6,21,0,0,0,0
2010,1,6,22,0,0,0,0
2010,1,6,23,0,0,0,0
2010,1,7,0,0,0,0,0
2010,1,7,1,0,0,0,0
2010,1,7,2,0,0,0,0
2010,1,7,3,0,0,0,0
2010,1,7,4,0,0,0,0
2010,1,7,5,0,0,0,0
2010,1,7,6,0,0,0,0
2010,1,7,7,0,11.68998543,2.404373271,1.128733307
2010,1,7,8,0.015293662,53.85153275,25.79119033,25.93916833
2010,1,7,9,0.037933099,62.36063815,33.98503524,37.08449136
2010,1,7,10,0.689900704,65.70472997,28.31968362,29.45614664
2010,1,7,11,0.749871127,74.59741763,56.1738773,41.70727807
2010,1,7,12,0.611144366,66.46588073,40.90361713,43.83079805
2010,1,7,13,0.553100704,64.1710723,30.18724264,31.06804692
2010,1,7,14,0.330319014,53.25522556,28.65637372,22.18114689
2010,1,7,15,0.365361972,33.68075557,11.97961073,12.60443948
2010,1,7,16,0.008670423,1.414271895,0.000880931,0.000320025
2010,1,7,17,0,0,0,0
2010,1,7,18,0,0,0,0
2010,1,7,19,0,0,0,0
2010,1,7,20,0,0,0,0
2010,1,7,21,0,0,0,0
2010,1,7,22,0,0,0,0
2010,1,7,23,0,0,0,0
2010,1,8,0,0,0,0,0
2010,1,8,1,0,0,0,0
2010,1,8,2,0,0,0,0
2010,1,8,3,0,0,0,0
2010,1,8,4,0,0,0,0
2010,1,8,5,0,0,0,0
2010,1,8,6,0,0,0,0
2010,1,8,7,0,11.94240275,2.375871128,0.863108526
2010,1,8,8,0.257222535,49.83752638,33.50902889,35.87905535
2010,1,8,9,0.771306338,29.75233593,21.86962928,7.892955268
2010,1,8,10,0.514565493,31.00216769,8.576591544,9.813704687
2010,1,8,11,0.724582394,35.41795117,9.213149098,9.797303384
2010,1,8,12,0.549006338,22.99035676,13.52632019,15.68474435
2010,1,8,13,0.758300704,18.89829631,9.820269492,12.00668249
2010,1,8,14,0.593562676,23.97732575,4.928609284,3.066821948
2010,1,8,15,0.340795775,4.825972357,0.934621905,0.968181483
2010,1,8,16,0.009633803,0.047285252,0.003523724,0.001280102
2010,1,8,17,0,0,0,0
2010,1,8,18,0,0,0,0
2010,1,8,19,0,0,0,0
2010,1,8,20,0,0,0,0
2010,1,8,21,0,0,0,0
2010,1,8,22,0,0,0,0
2010,1,8,23,0,0,0,0
2010,1,9,0,0,0,0,0
2010,1,9,1,0,0,0,0
2010,1,9,2,0,0,0,0
2010,1,9,3,0,0,0,0
2010,1,9,4,0,0,0,0
2010,1,9,5,0,0,0,0
2010,1,9,6,0,0,0,0
2010,1,9,7,0,3.716478988,3.88161627,4.781973506
2010,1,9,8,0.301538028,26.19235951,20.5260505,23.6835431
2010,1,9,9,0.749871127,30.30574288,7.676686978,7.863723408
2010,1,9,10,0.834889437,47.56298715,23.57260969,12.54989608
2010,1,9,11,1.057550704,67.95500036,43.08294733,48.67254492
2010,1,9,12,0.980480282,60.9242997,58.29729981,25.17070978
2010,1,9,13,0.83031338,64.43640832,132.0899265,49.22610764
2010,1,9,14,0.674245775,44.06694788,114.9763069,34.42248309
2010,1,9,15,0.497585915,34.47942051,72.68557016,15.24626892
2010,1,9,16,0.012162676,0.285731656,0.011452104,0.00416033
2010,1,9,17,0,0,0,0
2010,1,9,18,0,0,0,0
2010,1,9,19,0,0,0,0
2010,1,9,20,0,0,0,0
2010,1,9,21,0,0,0,0
2010,1,9,22,0,0,0,0
2010,1,9,23,0,0,0,0
2010,1,10,0,0,0,0,0
2010,1,10,1,0,0,0,0
2010,1,10,2,0,0,0,0
2010,1,10,3,0,0,0,0
2010,1,10,4,0,0,0,0
2010,1,10,5,0,0,0,0
2010,1,10,6,0,0,0,0
2010,1,10,7,0,24.58692194,13.99361796,14.85247273
2010,1,10,8,0.067195775,72.48639578,44.65134675,47.63068128
2010,1,10,9,0.369817606,78.61355855,103.171634,46.93079679
2010,1,10,10,0.475307746,78.16064556,164.1924651,51.21115385
2010,1,10,11,0.504329577,81.53181968,146.8407764,53.32501399
2010,1,10,12,0.619573944,79.18576549,130.5786568,50.70716553
2010,1,10,13,0.499512676,77.51428935,127.9165601,47.90317676
2010,1,10,14,0.121988028,65.19461616,133.5351058,41.01715313
2010,1,10,15,0.193759859,38.35600732,92.34579217,23.28103114
2010,1,10,16,0.000120423,1.094280559,0.043895112,0.042616307
2010,1,10,17,0,0,0,0
2010,1,10,18,0,0,0,0
2010,1,10,19,0,0,0,0
2010,1,10,20,0,0,0,0
2010,1,10,21,0,0,0,0
2010,1,10,22,0,0,0,0
2010,1,10,23,0,0,0,0
2010,1,11,0,0,0,0,0
2010,1,11,1,0,0,0,0
2010,1,11,2,0,0,0,0
2010,1,11,3,0,0,0,0
2010,1,11,4,0,0,0,0
2010,1,11,5,0,0,0,0
2010,1,11,6,0,0,0,0
2010,1,11,7,0,25.46639571,15.57533208,16.74534179
2010,1,11,8,0.253369014,78.17613384,48.06896249,51.88976158
2010,1,11,9,0.844282394,89.66925746,58.9567325,46.61970501
2010,1,11,10,0.733614085,96.46761881,67.60189672,49.92438461
2010,1,11,11,1.072964789,98.84979326,61.83464071,53.20647781
2010,1,11,12,0.467600704,91.25912997,105.0207922,51.11748857
2010,1,11,13,0.672198592,84.04774822,72.17891444,38.04955013
2010,1,11,14,0.571766197,66.40558194,81.83766593,26.75332405
2010,1,11,15,0.430630986,42.75399034,13.01623472,12.86672492
2010,1,11,16,0.015173239,1.389623712,0.02023978,0.011162732
2010,1,11,17,0,0,0,0
2010,1,11,18,0,0,0,0
2010,1,11,19,0,0,0,0
2010,1,11,20,0,0,0,0
2010,1,11,21,0,0,0,0
2010,1,11,22,0,0,0,0
2010,1,11,23,0,0,0,0
2010,1,12,0,0,0,0,0
2010,1,12,1,0,0,0,0
2010,1,12,2,0,0,0,0
2010,1,12,3,0,0,0,0
2010,1,12,4,0,0,0,0
2010,1,12,5,0,0,0,0
2010,1,12,6,0,0,0,0
2010,1,12,7,0,7.386219158,0.98926397,0.363190681
2010,1,12,8,0.082369014,37.57165952,9.631541332,9.02727548
2010,1,12,9,0.277212676,41.68638865,26.24698766,13.16532955
2010,1,12,10,0.074782394,51.74497268,35.17412926,38.94140925
2010,1,12,11,0.19809507,38.48471707,21.14414231,23.34420293
2010,1,12,12,0.169314085,19.31962157,13.88101089,15.87074681
2010,1,12,13,0.056959859,9.228925962,8.349901542,9.47227204
2010,1,12,14,0.065389437,20.81615042,5.820866719,4.964495074
2010,1,12,15,0.158235211,17.94364814,3.025015923,2.047622261
2010,1,12,16,0.002288028,2.622523579,0,0
2010,1,12,17,0,0,0,0
2010,1,12,18,0,0,0,0
2010,1,12,19,0,0,0,0
2010,1,12,20,0,0,0,0
2010,1,12,21,0,0,0,0
2010,1,12,22,0,0,0,0
2010,1,12,23,0,0,0,0
2010,1,13,0,0,0,0,0
2010,1,13,1,0,0,0,0
2010,1,13,2,0,0,0,0
2010,1,13,3,0,0,0,0
2010,1,13,4,0,0,0,0
2010,1,13,5,0,0,0,0
2010,1,13,6,0,0,0,0
2010,1,13,7,0,16.219022,7.987340597,8.342338638
2010,1,13,8,0.060572535,55.89544122,27.14819672,29.00389781
2010,1,13,9,0.208571831,58.36400925,41.84069253,34.13414635
2010,1,13,10,0.20375493,53.41114105,33.33173729,37.71584241
2010,1,13,11,0.47976338,64.55906968,42.43766903,46.96365478
2010,1,13,12,0.371864789,62.11175985,36.31308391,39.99144092
2010,1,13,13,0.183403521,65.54973123,40.59893329,45.09552492
2010,1,13,14,0.093327465,55.5838225,30.97583213,33.96438149
2010,1,13,15,0.012764789,34.13419693,25.11844497,21.12657209
2010,1,13,16,0,1.871469038,0.044776043,0.042936332
2010,1,13,17,0,0,0,0
2010,1,13,18,0,0,0,0
2010,1,13,19,0,0,0,0
2010,1,13,20,0,0,0,0
2010,1,13,21,0,0,0,0
2010,1,13,22,0,0,0,0
2010,1,13,23,0,0,0,0
2010,1,14,0,0,0,0,0
2010,1,14,1,0,0,0,0
2010,1,14,2,0,0,0,0
2010,1,14,3,0,0,0,0
2010,1,14,4,0,0,0,0
2010,1,14,5,0,0,0,0
2010,1,14,6,0,0,0,0
2010,1,14,7,0,18.12756417,12.92075816,14.28746295
2010,1,14,8,0.146433803,56.17446064,37.30293336,42.42367833
2010,1,14,9,0.602955634,59.11556506,56.45964749,28.38358518
2010,1,14,10,0.729038028,59.46609793,25.93997844,26.62949145
2010,1,14,11,0.450380282,45.40413361,17.73507627,19.13394866
2010,1,14,12,0.244819014,29.64420697,5.043409545,4.76587992
2010,1,14,13,0.466637324,23.59733218,6.616190636,6.522153511
2010,1,14,14,0.481810563,17.66876536,2.461451926,1.957190466
2010,1,14,15,0.266133803,20.34134098,0.665983898,0.241939208
2010,1,14,16,0.033959155,2.447386605,0,0
2010,1,14,17,0,0,0,0
2010,1,14,18,0,0,0,0
2010,1,14,19,0,0,0,0
2010,1,14,20,0,0,0,0
2010,1,14,21,0,0,0,0
2010,1,14,22,0,0,0,0
2010,1,14,23,0,0,0,0
2010,1,15,0,0,0,0,0
2010,1,15,1,0,0,0,0
2010,1,15,2,0,0,0,0
2010,1,15,3,0,0,0,0
2010,1,15,4,0,0,0,0
2010,1,15,5,0,0,0,0
2010,1,15,6,0,0,0,0
2010,1,15,7,0,0,0,0
2010,1,15,8,0,0,0,0
2010,1,15,9,0,0,0,0
2010,1,15,10,0,0,0,0
2010,1,15,11,0,0,0,0
2010,1,15,12,0,0,0,0
2010,1,15,13,0,0,0,0
2010,1,15,14,0,0,0,0
2010,1,15,15,0,0,0,0
2010,1,15,16,0,0,0,0
2010,1,15,17,0,0,0,0
2010,1,15,18,0,0,0,0
2010,1,15,19,0,0,0,0
2010,1,15,20,0,0,0,0
2010,1,15,21,0,0,0,0
2010,1,15,22,0,0,0,0
2010,1,15,23,0,0,0,0
2010,1,16,0,0,0,0,0
2010,1,16,1,0,0,0,0
2010,1,16,2,0,0,0,0
2010,1,16,3,0,0,0,0
2010,1,16,4,0,0,0,0
2010,1,16,5,0,0,0,0
2010,1,16,6,0,0,0,0
2010,1,16,7,0,0,0,0
2010,1,16,8,0,0,0,0
2010,1,16,9,0,0,0,0
2010,1,16,10,0,0,0,0
2010,1,16,11,0,0,0,0
2010,1,16,12,0,0,0,0
2010,1,16,13,0,0,0,0
2010,1,16,14,0,0,0,0
2010,1,16,15,0,0,0,0
2010,1,16,16,0,0,0,0
2010,1,16,17,0,0,0,0
2010,1,16,18,0,0,0,0
2010,1,16,19,0,0,0,0
2010,1,16,20,0,0,0,0
2010,1,16,21,0,0,0,0
2010,1,16,22,0,0,0,0
2010,1,16,23,0,0,0,0
2010,1,17,0,0,0,0,0
2010,1,17,1,0,0,0,0
2010,1,17,2,0,0,0,0
2010,1,17,3,0,0,0,0
2010,1,17,4,0,0,0,0
2010,1,17,5,0,0,0,0
2010,1,17,6,0,0,0,0
2010,1,17,7,0,0,0,0
2010,1,17,8,0,0,0,0
2010,1,17,9,0,0,0,0
2010,1,17,10,0,0,0,0
2010,1,17,11,0,0,0,0
2010,1,17,12,0,0,0,0
2010,1,17,13,0,0,0,0
2010,1,17,14,0,0,0,0
2010,1,17,15,0,0,0,0
2010,1,17,16,0,0,0,0
2010,1,17,17,0,0,0,0
2010,1,17,18,0,0,0,0
2010,1,17,19,0,0,0,0
2010,1,17,20,0,0,0,0
2010,1,17,21,0,0,0,0
2010,1,17,22,0,0,0,0
2010,1,17,23,0,0,0,0
2010,1,18,0,0,0,0,0
2010,1,18,1,0,0,0,0
2010,1,18,2,0,0,0,0
2010,1,18,3,0,0,0,0
2010,1,18,4,0,0,0,0
2010,1,18,5,0,0,0,0
2010,1,18,6,0,0,0,0
2010,1,18,7,0,0,0,0
2010,1,18,8,0,0,0,0
2010,1,18,9,0,0,0,0
2010,1,18,10,0,0,0,0
2010,1,18,11,0,0,0,0
2010,1,18,12,0,0,0,0
2010,1,18,13,0,0,0,0
2010,1,18,14,0,0,0,0
2010,1,18,15,0,0,0,0
2010,1,18,16,0,0,0,0
2010,1,18,17,0,0,0,0
2010,1,18,18,0,0,0,0
2010,1,18,19,0,0,0,0
2010,1,18,20,0,0,0,0
2010,1,18,21,0,0,0,0
2010,1,18,22,0,0,0,0
2010,1,18,23,0,0,0,0
2010,1,19,0,0,0,0,0
2010,1,19,1,0,0,0,0
2010,1,19,2,0,0,0,0
2010,1,19,3,0,0,0,0
2010,1,19,4,0,0,0,0
2010,1,19,5,0,0,0,0
2010,1,19,6,0,0,0,0
2010,1,19,7,0,0,0,0
2010,1,19,8,0,0,0,0
2010,1,19,9,0,0,0,0
2010,1,19,10,0,0,0,0
2010,1,19,11,0,0,0,0
2010,1,19,12,0,0,0,0
2010,1,19,13,0,0,0,0
2010,1,19,14,0,0,0,0
2010,1,19,15,0,0,0,0
2010,1,19,16,0,0,0,0
2010,1,19,17,0,0,0,0
2010,1,19,18,0,0,0,0
2010,1,19,19,0,0,0,0
2010,1,19,20,0,0,0,0
2010,1,19,21,0,0,0,0
2010,1,19,22,0,0,0,0
2010,1,19,23,0,0,0,0
2010,1,20,0,0,0,0,0
2010,1,20,1,0,0,0,0
2010,1,20,2,0,0,0,0
2010,1,20,3,0,0,0,0
2010,1,20,4,0,0,0,0
2010,1,20,5,0,0,0,0
2010,1,20,6,0,0,0,0
2010,1,20,7,0,0,0,0
2010,1,20,8,0,0,0,0
2010,1,20,9,0,0,0,0
2010,1,20,10,0,0,0,0
2010,1,20,11,0,0,0,0
2010,1,20,12,0,0,0,0
2010,1,20,13,0,0,0,0
2010,1,20,14,0,0,0,0
2010,1,20,15,0,0,0,0
2010,1,20,16,0,0,0,0
2010,1,20,17,0,0,0,0
2010,1,20,18,0,0,0,0
2010,1,20,19,0,0,0,0
2010,1,20,20,0,0,0,0
2010,1,20,21,0,0,0,0
2010,1,20,22,0,0,0,0
2010,1,20,23,0,0,0,0
2010,1,21,0,0,0,0,0
2010,1,21,1,0,0,0,0
2010,1,21,2,0,0,0,0
2010,1,21,3,0,0,0,0
2010,1,21,4,0,0,0,0
2010,1,21,5,0,0,0,0
2010,1,21,6,0,0,0,0
2010,1,21,7,0,23.36473396,12.48226744,13.62524668
2010,1,21,8,0.251683099,67.8677638,38.31373857,43.034725
2010,1,21,9,0.87065493,85.96735151,107.9398165,37.8620017
2010,1,21,10,0.970364789,92.64482478,190.3774083,45.30215794
2010,1,21,11,1.05165,97.41787445,179.2612385,48.82454099
2010,1,21,12,1.077179577,99.41709435,184.2488093,50.45567849
2010,1,21,13,0.994328873,95.39097765,205.5874265,47.14404572
2010,1,21,14,0.854879577,88.88702765,216.1821943,41.10433543
2010,1,21,15,0.561650704,60.76416479,193.5677124,24.37651258
2010,1,21,16,0.181717606,12.93537347,13.50339908,0.348138409
2010,1,21,17,0,0,0,0
2010,1,21,18,0,0,0,0
2010,1,21,19,0,0,0,0
2010,1,21,20,0,0,0,0
2010,1,21,21,0,0,0,0
2010,1,21,22,0,0,0,0
2010,1,21,23,0,0,0,0
2010,1,22,0,0,0,0,0
2010,1,22,1,0,0,0,0
2010,1,22,2,0,0,0,0
2010,1,22,3,0,0,0,0
2010,1,22,4,0,0,0,0
2010,1,22,5,0,0,0,0
2010,1,22,6,0,0,0,0
2010,1,22,7,0,19.49261195,2.448988408,0.889670634
2010,1,22,8,0.202189437,57.4762592,7.992687706,2.903590527
2010,1,22,9,0.607652113,75.68384642,77.30824012,46.39665592
2010,1,22,10,0.566708451,86.54531783,135.2140448,52.3422615
2010,1,22,11,0.676292958,91.084419,180.0235042,53.32794714
2010,1,22,12,0.612469014,92.6696235,189.8818859,53.52897603
2010,1,22,13,0.605725352,83.0233087,206.6049678,50.64189512
2010,1,22,14,0.450380282,68.12976402,217.4028294,40.74788498
2010,1,22,15,0.265290845,48.28826452,192.2995861,24.83753503
2010,1,22,16,0.11873662,6.015967466,16.58825611,0.613002515
2010,1,22,17,0,0,0,0
2010,1,22,18,0,0,0,0
2010,1,22,19,0,0,0,0
2010,1,22,20,0,0,0,0
2010,1,22,21,0,0,0,0
2010,1,22,22,0,0,0,0
2010,1,22,23,0,0,0,0
2010,1,23,0,0,0,0,0
2010,1,23,1,0,0,0,0
2010,1,23,2,0,0,0,0
2010,1,23,3,0,0,0,0
2010,1,23,4,0,0,0,0
2010,1,23,5,0,0,0,0
2010,1,23,6,0,0,0,0
2010,1,23,7,0,20.82449142,12.92728029,14.5374828
2010,1,23,8,0.196409155,67.85330666,41.40722643,45.7701631
2010,1,23,9,0.653653521,78.17119186,125.0710442,46.60591192
2010,1,23,10,0.754808451,83.54125622,194.6937414,51.28542929
2010,1,23,11,0.842596479,86.84214674,177.8376813,55.05281147
2010,1,23,12,0.680507746,88.37228195,165.8271916,55.7713079
2010,1,23,13,0.788285915,85.64538519,184.6587151,51.29621661
2010,1,23,14,0.596934507,74.4484718,207.1749292,41.92767711
2010,1,23,15,0.424850704,50.91280824,193.1563088,25.16923767
2010,1,23,16,0.149323944,12.05905937,14.26520164,2.684199571
2010,1,23,17,0,0,0,0
2010,1,23,18,0,0,0,0
2010,1,23,19,0,0,0,0
2010,1,23,20,0,0,0,0
2010,1,23,21,0,0,0,0
2010,1,23,22,0,0,0,0
2010,1,23,23,0,0,0,0
2010,1,24,0,0,0,0,0
2010,1,24,1,0,0,0,0
2010,1,24,2,0,0,0,0
2010,1,24,3,0,0,0,0
2010,1,24,4,0,0,0,0
2010,1,24,5,0,0,0,0
2010,1,24,6,0,0,0,0
2010,1,24,7,0,14.91098386,5.223951063,4.995297519
2010,1,24,8,0.195807042,63.06104755,31.3991638,33.2571081
2010,1,24,9,0.664250704,88.67976705,130.1922502,45.13323992
2010,1,24,10,0.75384507,90.15425644,216.3588362,50.03631227
2010,1,24,11,0.748907746,91.63643201,198.7824265,54.27693941
2010,1,24,12,0.791176056,89.58871056,197.5153265,55.6083005
2010,1,24,13,0.726027465,88.94419084,211.8585933,49.75444251
2010,1,24,14,0.616322535,77.75448644,221.2851136,41.40797554
2010,1,24,15,0.425693662,55.09849385,198.4493764,25.17473103
2010,1,24,16,0.156067606,14.17315811,20.63764006,0.839709745
2010,1,24,17,0,0,0,0
2010,1,24,18,0,0,0,0
2010,1,24,19,0,0,0,0
2010,1,24,20,0,0,0,0
2010,1,24,21,0,0,0,0
2010,1,24,22,0,0,0,0
2010,1,24,23,0,0,0,0
2010,1,25,0,0,0,0,0
2010,1,25,1,0,0,0,0
2010,1,25,2,0,0,0,0
2010,1,25,3,0,0,0,0
2010,1,25,4,0,0,0,0
2010,1,25,5,0,0,0,0
2010,1,25,6,0,0,0,0
2010,1,25,7,0,8.749657751,9.656762464,11.88632339
2010,1,25,8,0.120542958,50.58860351,31.44802809,36.46002578
2010,1,25,9,0.562011972,62.61586742,119.488923,34.93103054
2010,1,25,10,0.625715493,70.95513157,203.4272023,36.43598326
2010,1,25,11,0.879445775,76.67947253,174.8207232,26.65506394
2010,1,25,12,0.600185915,79.48789465,169.4866534,40.01843999
2010,1,25,13,0.641972535,77.57496145,179.7440956,32.04393855
2010,1,25,14,0.368974648,49.8928576,183.1661535,18.54165425
2010,1,25,15,0.322852817,34.28248494,152.637498,11.37301741
2010,1,25,16,0.118495775,8.78305789,15.79703667,0.094254868
2010,1,25,17,0,0,0,0
2010,1,25,18,0,0,0,0
2010,1,25,19,0,0,0,0
2010,1,25,20,0,0,0,0
2010,1,25,21,0,0,0,0
2010,1,25,22,0,0,0,0
2010,1,25,23,0,0,0,0
2010,1,26,0,0,0,0,0
2010,1,26,1,0,0,0,0
2010,1,26,2,0,0,0,0
2010,1,26,3,0,0,0,0
2010,1,26,4,0,0,0,0
2010,1,26,5,0,0,0,0
2010,1,26,6,0,0,0,0
2010,1,26,7,0,11.76268808,2.285972889,0.83807023
2010,1,26,8,0.014691549,30.62391879,5.620156409,4.556300204
2010,1,26,9,0.125961972,52.00388397,102.1218292,11.81449
2010,1,26,10,0.723257746,72.50935047,216.0874103,48.1328553
2010,1,26,11,0.768777465,67.17346902,190.145024,28.37314373
2010,1,26,12,0.818873239,45.91543061,165.0378791,10.71248989
2010,1,26,13,0.750352817,44.41922993,182.2037021,12.00571749
2010,1,26,14,0.621259859,59.28935176,212.7080512,32.57517827
2010,1,26,15,0.414855634,34.36416535,191.1359251,15.62667451
2010,1,26,16,0.037451408,10.30049569,43.33737888,0.590738593
2010,1,26,17,0,0,0,0
2010,1,26,18,0,0,0,0
2010,1,26,19,0,0,0,0
2010,1,26,20,0,0,0,0
2010,1,26,21,0,0,0,0
2010,1,26,22,0,0,0,0
2010,1,26,23,0,0,0,0
2010,1,27,0,0,0,0,0
2010,1,27,1,0,0,0,0
2010,1,27,2,0,0,0,0
2010,1,27,3,0,0,0,0
2010,1,27,4,0,0,0,0
2010,1,27,5,0,0,0,0
2010,1,27,6,0,0,0,0
2010,1,27,7,0,14.25987985,8.725224156,8.979968339
2010,1,27,8,0.19809507,44.4217092,31.76919068,36.33285753
2010,1,27,9,0.669067606,68.0220445,127.8519814,44.16369463
2010,1,27,10,0.787804225,74.22764823,216.6941335,49.08205681
